Trial,entani論文のPerfectIncorporation_wᴸ,解の非唯一性考慮のPerfectIncorporation_wᴸ,entani論文のPerfectIncorporation_wᵁ,解の非唯一性考慮のPerfectIncorporation_wᵁ,entani論文のPerfectIncorporation_wᴸ_1,解の非唯一性考慮のPerfectIncorporation_wᴸ_1,entani論文のPerfectIncorporation_wᵁ_1,解の非唯一性考慮のPerfectIncorporation_wᵁ_1,entani論文のPerfectIncorporation_wᴸ_2,解の非唯一性考慮のPerfectIncorporation_wᴸ_2,entani論文のPerfectIncorporation_wᵁ_2,解の非唯一性考慮のPerfectIncorporation_wᵁ_2,entani論文のPerfectIncorporation_wᴸ_3,解の非唯一性考慮のPerfectIncorporation_wᴸ_3,entani論文のPerfectIncorporation_wᵁ_3,解の非唯一性考慮のPerfectIncorporation_wᵁ_3
847,"[0.176470589004525, 0.06666667166666687, 0.2166666816666691, 0.13333332833333192, 0.05882353402714967]","[0.2058823621842003, 0.06666667147303937, 0.21666668108578566, 0.13333332852696056, 0.058823533848416105]","[0.266666686666673, 0.2352941099547487, 0.26666665666666384, 0.2666666566666652, 0.17647058900452464]","[0.2666666858921575, 0.23529411025263988, 0.2666666570539211, 0.2666666570539211, 0.20588236218420045]","[0.26666665666666406, 0.06666667166666687, 0.2166666816666691, 0.13333332833333192, 0.13333332833333203]","[0.266666657053921, 0.06666667147303937, 0.23333334294607916, 0.13333332852696056, 0.13333332852696037]","[0.266666686666673, 0.21666668166666692, 0.26666665666666384, 0.26666665666666595, 0.13333332833333203]","[0.2666666858921575, 0.23333334294607916, 0.2666666570539211, 0.26666665705392134, 0.13333332852696037]","[0.17647058900452464, 0.11764705497738123, 0.23529410995475075, 0.2352941099547479, 0.05882353402714967]","[0.2058823621842003, 0.11764705512631977, 0.23529411025263988, 0.2352941102526396, 0.058823533848416105]","[0.23529410995475075, 0.2352941099547487, 0.235294109954755, 0.23529413610859867, 0.17647058900452464]","[0.23529411025263927, 0.23529411025263988, 0.23529411025264038, 0.23529413539366442, 0.2058823621842002]","[0.23333331333332755, 0.13333334333333582, 0.21666668166666891, 0.21666666666667025, 0.11666665666666377]","[0.23333330449509598, 0.13333334294607915, 0.21666668108578566, 0.21666668108578566, 0.11666665224754762]","[0.266666686666673, 0.21666668166666914, 0.2333333133333279, 0.23333331333332755, 0.13333334333333582]","[0.2666666858921575, 0.2166666810857852, 0.23333330449509598, 0.2333333237205878, 0.13333334294607935]"
848,"[0.23809528809523844, 0.12499999400000013, 0.23809521809523793, 0.12500001799999966, 0.040000007500000594]","[0.23809528582142475, 0.12500000400559064, 0.2380952190047634, 0.12500000400559066, 0.04000000715892865]","[0.2619047119047616, 0.24999996400000069, 0.2500000359999993, 0.24999998800000026, 0.13095235595238083]","[0.2619047141785752, 0.24999997596645596, 0.25000000801118133, 0.2500000080111814, 0.13095235708928765]","[0.24999998800000026, 0.12499999400000013, 0.24999996400000069, 0.12500001799999966, 0.08333332933333341]","[0.25000000801118105, 0.1250000040055907, 0.24999997596645596, 0.12500000400559066, 0.08333333600372703]","[0.24999998800000026, 0.24999996400000069, 0.2500000359999993, 0.24999998800000026, 0.12499999400000011]","[0.25000000801118105, 0.24999997596645596, 0.25000000801118133, 0.2500000080111814, 0.1250000040055907]","[0.24000004500000294, 0.12999997749999823, 0.23999998249999854, 0.23999998249999832, 0.040000007500000594]","[0.24000004295357238, 0.12999997852321374, 0.23999998329583297, 0.2399999832958328, 0.04000000715892865]","[0.25999995499999645, 0.2399999824999982, 0.2400000450000036, 0.24000004500000358, 0.12999997749999823]","[0.2599999570464275, 0.23999998329583297, 0.24000004295357233, 0.24000004295357238, 0.12999997852321374]","[0.23809528809523844, 0.13095235595238097, 0.23809521809523793, 0.2380952180952377, 0.04761905761904777]","[0.23809528582142475, 0.1309523570892876, 0.2380952190047634, 0.23809521900476346, 0.047619057164284925]","[0.2619047119047616, 0.23809521809523793, 0.23809528809523817, 0.23809528809523842, 0.13095235595238086]","[0.26190471417857547, 0.2380952190047634, 0.2380952858214246, 0.23809528582142475, 0.13095235708928765]"
849,"[0.20689653172413888, 0.06896553474137852, 0.2068966042241361, 0.155172398793104, 0.07692310692307917]","[0.1818182602733633, 0.08461538915501166, 0.23076924032634072, 0.13636369520502248, 0.07692306975524425]","[0.3384613584615268, 0.23076919076922722, 0.31034479758620803, 0.23076932076923734, 0.20689653172413888]","[0.3384615566200466, 0.2727270667824203, 0.27272739041004496, 0.23076920926573302, 0.18181826027336337]","[0.23076932076923795, 0.0846153396153817, 0.23076919076922722, 0.23076919076922722, 0.07692310692307917]","[0.23076922997280522, 0.08461538915501166, 0.23076922997280544, 0.23076920926573313, 0.07692306975524425]","[0.3384613584615268, 0.23076919076922722, 0.23076932076923568, 0.23076932076923734, 0.11538466038461838]","[0.3384615566200466, 0.23076924032634072, 0.23076922997280544, 0.23076920926573313, 0.11538461498640315]","[0.20689653172413888, 0.06896553474137856, 0.20689660422413564, 0.15517239879310402, 0.10344826586206934]","[0.1818182602733633, 0.09090902226080695, 0.27272706678242015, 0.13636369520502248, 0.09090913013668166]","[0.2068966042241357, 0.20689660422413558, 0.31034479758620803, 0.2068965317241388, 0.20689653172413888]","[0.27272706678242065, 0.2727270667824203, 0.27272739041004496, 0.18181826027336323, 0.18181826027336334]","[0.23076932076923787, 0.08461533961538176, 0.23076919076922722, 0.23076919076922758, 0.07692310692307917]","[0.23076920926573302, 0.08461538915501166, 0.23076924032634133, 0.23076920926573302, 0.07692306975524425]","[0.3384613584615268, 0.23076919076922722, 0.23076932076923568, 0.23076932076923734, 0.11538466038461838]","[0.3384615566200466, 0.23076924032634133, 0.2307692403263422, 0.23076920926573302, 0.11538460463286651]"
850,"[0.23076924516923036, 0.07692308172307667, 0.23076921846153878, 0.13043480689441023, 0.07692308615384603]","[0.23076925931245068, 0.07692308643748359, 0.2307692180833552, 0.13043479853811935, 0.07692308643748369]","[0.3173076403846163, 0.23076921846153878, 0.3461538053538481, 0.26086954807453405, 0.130434774037267]","[0.31730763878915436, 0.26086955397309264, 0.34615381313659116, 0.2608695539730919, 0.13043477698654624]","[0.26086954807453394, 0.08695651602484465, 0.23076921846153878, 0.13043480689441023, 0.08695651602484468]","[0.26086955397309225, 0.08695651799103077, 0.26086955397309247, 0.13043479853811935, 0.08695651799103075]","[0.26086954807453394, 0.23076921846153878, 0.26086961378882045, 0.26086954807453405, 0.13043477403726703]","[0.2608695539730923, 0.26086955397309247, 0.2608695970762387, 0.2608695539730921, 0.13043477698654624]","[0.23076925846153762, 0.10576921346153895, 0.23076921846153894, 0.23076921846153858, 0.07692308615384603]","[0.23076925931245068, 0.10576921292971825, 0.2307692180833552, 0.23076921808335543, 0.07692308643748369]","[0.3173076403846163, 0.23076921846153878, 0.23076925846153812, 0.23076925846153776, 0.11538462923076886]","[0.31730763878915436, 0.23076921808335538, 0.23076925931245107, 0.23076925931245074, 0.11538462965622517]","[0.23076924516923, 0.07692308172307667, 0.23076921846153878, 0.17307690267692408, 0.11538460178461601]","[0.23076925931245068, 0.07692308643748359, 0.2307692593124509, 0.17307690656829558, 0.1153846043788637]","[0.23076924516923, 0.23076921846153878, 0.3461538053538481, 0.23076924516923036, 0.11538462258461517]","[0.23076925931245074, 0.2307692593124509, 0.34615381313659116, 0.23076925931245068, 0.11538462965622534]"
851,"[0.2222221872222232, 0.11111111611111066, 0.22222223222222193, 0.12500000500000052, 0.07692310692307708]","[0.22222221347689608, 0.11111112360443368, 0.22222222472088768, 0.12500000299839706, 0.07692310690704764]","[0.2692306792307679, 0.24999998333333268, 0.25000001000000105, 0.2499999833333333, 0.2222221872222232]","[0.26923067927885763, 0.24999999000534348, 0.2500000059967941, 0.24999999000534193, 0.22222221347689608]","[0.2222221872222232, 0.11111111611111066, 0.22222223222222193, 0.22222223222222173, 0.11111111611111102]","[0.22222221347689608, 0.11111112360443368, 0.22222222472088704, 0.22222222472088704, 0.11111111236044323]","[0.22222223222222132, 0.22222223222222193, 0.22222223222222193, 0.22222223222222193, 0.2222221872222232]","[0.22222224720886824, 0.22222222472088585, 0.22222222472088704, 0.22222222472088768, 0.22222221347689608]","[0.2499999833333333, 0.1250000049999997, 0.24999998333333268, 0.12500000500000052, 0.12499999166666635]","[0.2499999900053421, 0.12500000299839728, 0.24999999000534226, 0.12500000299839706, 0.12499999500267105]","[0.2500000099999994, 0.24999998333333268, 0.25000001000000105, 0.2499999833333333, 0.12499999166666635]","[0.2500000059967954, 0.24999999000534348, 0.2500000059967941, 0.24999999000534137, 0.12499999500267113]","[0.23076932076922993, 0.13461533961538463, 0.23076919076923297, 0.23076919076923225, 0.07692310692307708]","[0.2307693207211431, 0.13461533963942834, 0.23076919079060396, 0.23076919079060204, 0.07692310690704764]","[0.2692306792307679, 0.23076919076923155, 0.23076932076923026, 0.23076932076923123, 0.13461533961538458]","[0.26923067927885763, 0.23076919079060396, 0.23076932072114323, 0.23076932072114292, 0.13461533963942834]"
852,"[0.15999998545453542, 0.10576922576922809, 0.2222222422222188, 0.1300000336363785, 0.03999999636363527]","[0.1586539931926239, 0.1057692376482338, 0.2307692307692309, 0.15865385647235244, 0.039663498298155984]","[0.317307677307684, 0.25999997636362304, 0.3333332733333425, 0.23076923076923472, 0.1599999854545361]","[0.3173077129447014, 0.31730771294470195, 0.3461537378094863, 0.2307692307692309, 0.1586539931926239]","[0.22222224222221842, 0.11111112111110921, 0.2222222422222188, 0.16666663666667125, 0.1111110911111127]","[0.23076923076923292, 0.11538461538462241, 0.2307692307692309, 0.17307686890474308, 0.11538457926982268]","[0.22222224222221842, 0.2222222422222188, 0.3333332733333425, 0.2222222422222202, 0.11111112111110921]","[0.23076923076923292, 0.2307692307692309, 0.3461537378094864, 0.23076923076923272, 0.11538461538461631]","[0.230769230769235, 0.105769225769228, 0.2307692307692291, 0.23076923076923042, 0.07692307692307833]","[0.23076923076923067, 0.1057692376482338, 0.2307692307692309, 0.23076923076922548, 0.076923076923082]","[0.317307677307684, 0.2307692307692291, 0.23076925076923543, 0.230769230769235, 0.11538461538461751]","[0.3173077129447014, 0.2307692307692309, 0.23076923076923828, 0.2307692307692309, 0.11538461538461535]","[0.1599999854545412, 0.1399999872727227, 0.25999997636362293, 0.13000003363637747, 0.03999999636363527]","[0.1586539931926239, 0.15865385647235128, 0.31730771294470195, 0.15865385647235244, 0.039663498298155984]","[0.27999997454544157, 0.25999997636362304, 0.2600000672727586, 0.15999998545454108, 0.1599999854545361]","[0.3173077129447021, 0.31730771294470195, 0.3173077129447049, 0.1586539931926239, 0.1586539931926239]"
853,"[0.22222226722222702, 0.07407408907407549, 0.2222222672222261, 0.1851851214351788, 0.03999999666666654]","[0.23529414139999696, 0.08000000475446897, 0.23529410775000134, 0.1599999983504913, 0.039999998253460116]","[0.3088234844117658, 0.239999979999998, 0.3703702428703575, 0.23999997999999928, 0.11999998999999925]","[0.30882348487500555, 0.23999998952076101, 0.3199999967009826, 0.23999998952076085, 0.11999999476038044]","[0.2352941416470583, 0.10294116147058861, 0.23529410764705933, 0.23529410764705894, 0.058823535411764674]","[0.23529414139999696, 0.1029411616250018, 0.23529410775000134, 0.23529410775000129, 0.05882353534999923]","[0.3088234844117658, 0.23529410764705933, 0.2352941416470583, 0.2352941416470587, 0.11764707082352915]","[0.30882348487500555, 0.2352941077500014, 0.23529414139999705, 0.23529414139999688, 0.1176470706999985]","[0.22222226722222646, 0.07407408907407549, 0.2222222672222262, 0.18518512143517876, 0.06172837381172625]","[0.23999998952076085, 0.08000000475446897, 0.23999998952076101, 0.1599999983504913, 0.05333333278349706]","[0.22222226722222646, 0.2222222672222262, 0.3703702428703575, 0.22222226722222702, 0.11111113361111351]","[0.2400000142634069, 0.23999998952076101, 0.3199999967009826, 0.23999998952076085, 0.11999999476038042]","[0.2399999799999984, 0.13333335000000085, 0.23999997999999848, 0.23999997999999928, 0.03999999666666654]","[0.23999998952076088, 0.13333334206603245, 0.23999998952076096, 0.23999998952076085, 0.039999998253460116]","[0.26666670000000214, 0.23999997999999917, 0.23999997999999848, 0.23999997999999928, 0.11999998999999925]","[0.2666666841320649, 0.239999989520761, 0.23999998952076096, 0.23999998952076085, 0.11999999476038044]"
854,"[0.22222223695906412, 0.07692307942307709, 0.22222221801169642, 0.22222221801169473, 0.03999999666666705]","[0.22222223745784925, 0.07692307950769225, 0.2222222178691859, 0.22222221786918592, 0.039999998175565585]","[0.333333305701756, 0.23999998000000036, 0.23999998000000256, 0.23999998000000355, 0.2307692057692317]","[0.3333333047665334, 0.23999998905339362, 0.23999998905339356, 0.23999998905339362, 0.23076920492307917]","[0.2307692057692317, 0.07692307942307709, 0.23076923826923038, 0.23076923826922868, 0.07692307942307679]","[0.23076920492307917, 0.07692307950769202, 0.23076923852307618, 0.23076923852307624, 0.07692307950769176]","[0.2307692382692313, 0.23076923826922868, 0.23076923826923038, 0.23076923826923038, 0.2307692057692317]","[0.2307692385230766, 0.23076923852307618, 0.23076923852307624, 0.23076923852307624, 0.23076920492307917]","[0.23999998000000522, 0.13333334999999644, 0.23999998000000117, 0.23999998000000036, 0.03999999666666705]","[0.2399999890533938, 0.13333334245550552, 0.23999998905339356, 0.23999998905339356, 0.03999999817556559]","[0.26666669999999676, 0.23999998000000036, 0.23999998000000256, 0.239999980000003, 0.11999999000000126]","[0.26666668491101103, 0.23999998905339362, 0.23999998905339356, 0.23999998905339356, 0.11999999452669718]","[0.22222223695906465, 0.11111110190058533, 0.22222221801169642, 0.22222221801169514, 0.11111110900584818]","[0.22222223745784925, 0.11111110158884446, 0.2222222178691859, 0.22222221786918592, 0.11111110893459297]","[0.333333305701756, 0.22222221801169642, 0.22222223695906343, 0.22222223695906362, 0.11111111847953245]","[0.3333333047665334, 0.2222222178691859, 0.22222223745784891, 0.22222223745784905, 0.11111111872892462]"
855,"[0.23529409139705906, 0.05405406541769129, 0.23529409264706053, 0.11764710069852806, 0.05882354441176399]","[0.2352941789729782, 0.054054065668809985, 0.23529409209459262, 0.1176471175942003, 0.0588235447432444]","[0.32941164470588896, 0.23783785420147552, 0.27027024299754066, 0.270270242997541, 0.23529409139705906]","[0.32941164205404466, 0.23783785456308645, 0.2702702423948555, 0.27027024239485553, 0.2352941789729782]","[0.23529409139705906, 0.05882352316176506, 0.23529409264706053, 0.11764710069852806, 0.11764704569852946]","[0.2352941789729777, 0.05882354474324428, 0.2352941789729777, 0.1176471175942003, 0.11764708948648889]","[0.23529409264706028, 0.23529409264706053, 0.23529420139705612, 0.23529409139705937, 0.23529409139705906]","[0.2352941789729777, 0.2352941789729775, 0.2352942351884006, 0.2352941789729781, 0.2352941789729782]","[0.23529417764705596, 0.08235291117647169, 0.23529409264705958, 0.23529409264706025, 0.05882354441176399]","[0.2352941789729782, 0.08235291051351101, 0.23529409209459262, 0.23529409209459257, 0.0588235447432444]","[0.32941164470588935, 0.23529409264705983, 0.23529417764705488, 0.23529417764705596, 0.11764708882352812]","[0.32941164205404466, 0.23529409209459246, 0.23529417897297783, 0.2352941789729776, 0.11764708948648872]","[0.270270242997541, 0.05405406541769131, 0.23783785420147552, 0.13513512149877016, 0.11891892710073776]","[0.27027024239485614, 0.054054065668809985, 0.2378378545630867, 0.13513512119742774, 0.11891892728154356]","[0.27027032708845655, 0.23783785420147552, 0.27027024299754066, 0.270270242997541, 0.13513512149877036]","[0.2702703283440506, 0.23783785456308645, 0.2702702423948555, 0.27027024239485575, 0.13513512119742807]"
856,"[0.16666663166666723, 0.11111108611111403, 0.2222222022222248, 0.2222222022222248, 0.0476190451190476]","[0.20238095495039715, 0.11111110913461564, 0.22222222538461608, 0.22222222538461506, 0.04761904504960301]","[0.3333332583333421, 0.2380952255952381, 0.23809522559523855, 0.238095225595238, 0.16666663166666681]","[0.3333333274038465, 0.23809522524801685, 0.2380952252480164, 0.23809522524801505, 0.20238095495039715]","[0.2222222622222175, 0.11111108611111403, 0.2222222022222248, 0.2222222022222248, 0.11111113111110854]","[0.22222222538461503, 0.11111110913461564, 0.22222222538461558, 0.22222222538461459, 0.11111109846153898]","[0.3333332583333421, 0.2222222022222248, 0.22222226222221822, 0.2222222622222168, 0.11111113111110862]","[0.3333333274038469, 0.22222222538461506, 0.22222222538461558, 0.22222222538461459, 0.11111111269230749]","[0.16666663166666681, 0.11904763904761878, 0.23809522559523805, 0.238095225595238, 0.0476190451190476]","[0.20238095495039715, 0.11904763960317452, 0.2380952252480164, 0.23809522524801505, 0.04761904504960301]","[0.23809527809523756, 0.2380952255952381, 0.23809522559523882, 0.238095225595238, 0.16666663166666681]","[0.23809527920634874, 0.23809522524801685, 0.2380952252480164, 0.23809522524801505, 0.20238095495039715]","[0.2307693207692466, 0.1346153396153771, 0.23076919076922456, 0.2307691907692245, 0.07692310692308171]","[0.2307692248962157, 0.13461538755189237, 0.23076922489621618, 0.23076922489621474, 0.07692307496540463]","[0.2692306792307536, 0.2307691907692245, 0.23076932076924542, 0.2307693207692468, 0.1346153396153771]","[0.26923077510378435, 0.23076922489621668, 0.23076922489621618, 0.23076922489621474, 0.134615387551891]"
857,"[0.18181858181821797, 0.05882352541176458, 0.23076926076923032, 0.1730769130769234, 0.07272721272726729]","[0.15625004479167107, 0.05882353512605014, 0.2352941283613439, 0.15625004479166596, 0.06250001791666648]","[0.24242404242422427, 0.24242404242422433, 0.36363606363633644, 0.23529410164705833, 0.11764705082352922]","[0.3124999462499983, 0.3124999462499983, 0.35294116218487054, 0.23529410812325274, 0.11764705406162634]","[0.18181858181821797, 0.12121202121211225, 0.24242404242422433, 0.18181803181816822, 0.07272721272726729]","[0.15625004479167107, 0.15624997312499936, 0.3124999462499983, 0.15625004479166596, 0.06250001791666647]","[0.24242404242422433, 0.24242404242422433, 0.36363606363633644, 0.18181858181821797, 0.09090929090910899]","[0.3124999462499983, 0.3124999462499983, 0.31250008958333236, 0.15625004479167107, 0.07812502239583553]","[0.2307692174358978, 0.07692308692307666, 0.2307692607692301, 0.1730769130769234, 0.11538460871794876]","[0.23529404252801422, 0.07843137612044787, 0.2352941283613439, 0.17647053189600656, 0.11764702126400507]","[0.23076926076923004, 0.23076926076923013, 0.3461538261538469, 0.23076921743589757, 0.11538460871794876]","[0.2352941283613436, 0.2352941283613439, 0.35294106379201284, 0.23529404252801422, 0.11764702126400711]","[0.23529410164705833, 0.05882352541176458, 0.23529410164705833, 0.17647061023529476, 0.11764705082352914]","[0.23529410812325274, 0.05882353512605014, 0.2352941283613439, 0.17647058109243527, 0.11764705406162408]","[0.23529410164705833, 0.23529410164705833, 0.3529412204705895, 0.23529410164705833, 0.11764705082352922]","[0.2352941405042003, 0.2352941283613439, 0.35294116218487054, 0.23529410812325274, 0.11764705406162637]"
858,"[0.24999999999999986, 0.0909090859090908, 0.20833333833333323, 0.13636365636363695, 0.0909090859090907]","[0.2500000059724025, 0.09090909659709319, 0.19047628764623298, 0.13636364489563982, 0.09090909659709326]","[0.2727272577272724, 0.22727268727272584, 0.2727273127272739, 0.27272725772727213, 0.12499999999999999]","[0.28571422741226044, 0.24999998435799367, 0.28571422741226016, 0.28571422741226027, 0.1250000029862013]","[0.2727272577272724, 0.0909090859090908, 0.22727268727272584, 0.13636365636363695, 0.0909090859090907]","[0.27272728979127964, 0.09090909659709319, 0.24999998435799367, 0.13636364489563982, 0.09090909659709316]","[0.2727272577272724, 0.22727268727272584, 0.2727273127272739, 0.27272725772727213, 0.09090908590909086]","[0.27272728979127964, 0.24999998435799367, 0.27272728979127964, 0.27272728979127964, 0.09090909659709316]","[0.24999999999999964, 0.12499999999999999, 0.20833333833333326, 0.20833332333333335, 0.12499999999999986]","[0.2500000059724025, 0.12500000298620131, 0.20833333034713217, 0.20833333034713183, 0.1250000029862013]","[0.25000000000000033, 0.20833333833333326, 0.24999999999999972, 0.24999999999999964, 0.12499999999999999]","[0.25000000597240263, 0.20833333034713217, 0.2500000059724025, 0.25000000597240235, 0.1250000029862013]","[0.2575757425757573, 0.09090908590909078, 0.21212117212121112, 0.1363636563636369, 0.0909090859090907]","[0.28571422741225994, 0.09523807580408679, 0.19047628764623298, 0.14285711370613008, 0.09523807580408679]","[0.2727272577272724, 0.2121211721212115, 0.2727273127272741, 0.2575757425757574, 0.10606060106060525]","[0.28571422741226044, 0.19047628764623298, 0.28571422741226016, 0.28571422741226, 0.09523814382311639]"
859,"[0.15999997374996983, 0.12000000374999906, 0.24000000750000913, 0.12500000499999847, 0.040000001250000305]","[0.19999998195312635, 0.12000000721875069, 0.24000001443749855, 0.12500001304927907, 0.04000000240624963]","[0.2500000100000712, 0.24999998333331755, 0.2500000100000104, 0.24999998333326645, 0.15999997374996983]","[0.24999999130048006, 0.24999999283820293, 0.25000002609855815, 0.24999999130048103, 0.1999999819531258]","[0.24999998333323165, 0.125000005000036, 0.2499999833333552, 0.12500000499999847, 0.12499999166661596]","[0.24999999130048006, 0.12499999565024003, 0.24999999283820293, 0.12500001304927968, 0.12499999565024052]","[0.2500000100000712, 0.24999998333331755, 0.2500000100000104, 0.24999998333326645, 0.12499999166661596]","[0.24999999130048006, 0.24999999283820293, 0.25000002609855815, 0.24999999130048103, 0.12499999565024052]","[0.15999997374996983, 0.12000000374999906, 0.24000000749999736, 0.24000000749999736, 0.040000001250000305]","[0.19999998195312635, 0.12000000721875069, 0.2400000144374978, 0.2400000144374995, 0.04000000240624963]","[0.2400000074999981, 0.24000000749999736, 0.24000000750000183, 0.24000000749999736, 0.15999997374996983]","[0.24000001443750138, 0.24000001443749855, 0.2400000144374978, 0.24000001443750008, 0.199999981953125]","[0.24999997499995363, 0.12500000375000192, 0.24999997375003957, 0.12500000499999847, 0.08333333583333014]","[0.24999999130048006, 0.12499999565024204, 0.2499999913004808, 0.12500001304927907, 0.08333333043349347]","[0.2500000074999964, 0.24999997374999294, 0.2500000100000104, 0.2499999749999895, 0.12500000375000192]","[0.24999999130048006, 0.2499999913004806, 0.25000002609855815, 0.24999999130047776, 0.12499999565024204]"
860,"[0.1923076623076918, 0.11538461967032983, 0.23076923934065935, 0.23076923934066088, 0.047619045952381034]","[0.2115384398547889, 0.11538462405808463, 0.2307692481161687, 0.2307692481161689, 0.04761904639249635]","[0.26190477023809433, 0.23809522976190642, 0.23809522976190517, 0.23809522976190473, 0.1923076623076918]","[0.26190476803751855, 0.23809523196248136, 0.23809523196248175, 0.2380952319624814, 0.2115384398547889]","[0.1923076623076918, 0.11538461967032983, 0.23076923934065904, 0.23076923934066088, 0.07692307978022334]","[0.2115384398547889, 0.11538462405808463, 0.23076924811616856, 0.2307692481161689, 0.07692308270538922]","[0.23076923934065965, 0.23076923934066088, 0.23076923934065904, 0.23076923934066088, 0.1923076623076918]","[0.2307692481161689, 0.2307692481161689, 0.23076924811616856, 0.2307692481161689, 0.2115384398547889]","[0.2380952297619074, 0.13095238511904791, 0.23809522976190473, 0.23809522976190436, 0.047619045952381034]","[0.23809523196248178, 0.13095238401875925, 0.23809523196248136, 0.2380952319624814, 0.04761904639249635]","[0.26190477023809433, 0.23809522976190642, 0.23809522976190517, 0.23809522976190473, 0.13095238511904791]","[0.26190476803751855, 0.23809523196248136, 0.23809523196248175, 0.2380952319624814, 0.13095238401875925]","[0.2380952297619059, 0.13095238511904841, 0.2380952297618999, 0.23809522976190473, 0.047619045952381034]","[0.23809523196248258, 0.13095238401875892, 0.23809523196248175, 0.2380952319624821, 0.04761904639249635]","[0.26190477023809433, 0.2380952297619044, 0.23809522976190525, 0.23809522976190473, 0.13095238511904728]","[0.2619047680375178, 0.23809523196248245, 0.23809523196248175, 0.2380952319624822, 0.13095238401875892]"
861,"[0.2307692451692315, 0.06410257350256349, 0.23076924516923014, 0.17307690267692322, 0.05882352512605064]","[0.2352941323820251, 0.06862743454670554, 0.23529410636043113, 0.17647058636479337, 0.05882353210299568]","[0.32051286751281743, 0.23529410050420232, 0.34615380535384643, 0.24615379959385073, 0.12307689979692524]","[0.3431371727335277, 0.2352941118383268, 0.35294117272958675, 0.23529413238202518, 0.11764706619101255]","[0.23529410050420244, 0.13725491624649772, 0.23529410050420232, 0.23529410050420232, 0.05882352512605064]","[0.2352941323820251, 0.13725489100499338, 0.2352941118383265, 0.23529411183832633, 0.05882353210299568]","[0.27450983249299543, 0.23529410050420232, 0.2352941005042024, 0.23529410050420255, 0.11764705025210122]","[0.27450978200998694, 0.23529411183832644, 0.2352941323820248, 0.23529412841198222, 0.11764706619101281]","[0.23076924516923045, 0.07692308172307713, 0.23076924516923006, 0.17307690267692322, 0.11538460178461593]","[0.2352941323820251, 0.07843137746067524, 0.2352941118383268, 0.17647058636479337, 0.11764705757652891]","[0.23076924516923045, 0.23076924516923006, 0.34615380535384643, 0.2307692451692319, 0.11538462258461565]","[0.23529413238202587, 0.2352941118383268, 0.35294117272958675, 0.23529413238202518, 0.11764706619101255]","[0.2461537995938506, 0.06410257350256349, 0.23076924516922984, 0.2307692451692304, 0.061538464898460675]","[0.2352941323820251, 0.06862743454670554, 0.23529410636043113, 0.23529410636043013, 0.05882354853668238]","[0.32051286751281743, 0.2307692451692304, 0.24615385959384292, 0.24615379959385073, 0.12307689979692524]","[0.3431371727335277, 0.23529410636043113, 0.23529419414672953, 0.23529413238202573, 0.11764706619101255]"
862,"[0.22222223135265678, 0.07692308172307707, 0.2222222196135266, 0.12500001799999977, 0.0833333293333334]","[0.22222223133965108, 0.07692309670255366, 0.2222222196172428, 0.1250000135383784, 0.08333333032480482]","[0.29629628107890515, 0.24999996400000057, 0.3461538053538447, 0.2499999880000002, 0.1249999940000001]","[0.2962962811005817, 0.2499999909744145, 0.3461538065948926, 0.2499999909744145, 0.12499999548720725]","[0.24999998800000006, 0.12499999400000003, 0.24999996400000057, 0.12500001799999977, 0.0833333293333334]","[0.24999999097441433, 0.12499999548720711, 0.24999999097441467, 0.1250000135383784, 0.08333333032480482]","[0.24999998800000006, 0.24999996400000057, 0.25000003599999954, 0.2499999880000002, 0.1249999940000001]","[0.24999999097441433, 0.24999999097441467, 0.2500000270767568, 0.24999999097441433, 0.12499999548720706]","[0.2222222313526568, 0.14814814053945258, 0.2222222196135266, 0.22222221961352684, 0.11111110980676323]","[0.22222223133965108, 0.14814814055029085, 0.2222222196172428, 0.22222221961724262, 0.11111110980862139]","[0.29629628107890515, 0.22222221961352662, 0.22222223135265678, 0.22222223135265715, 0.11111111567632818]","[0.2962962811005817, 0.2222222196172428, 0.22222223133965088, 0.2222222313396511, 0.11111111566982554]","[0.23076924516923128, 0.07692308172307707, 0.2222222196135266, 0.17307690267692263, 0.11538460178461482]","[0.2307692043965952, 0.07692309670255366, 0.23076929010766128, 0.17307690329744632, 0.11538460219829755]","[0.23076924516923128, 0.2222222196135266, 0.3461538053538447, 0.23076924516923109, 0.11538462258461572]","[0.23076929010766095, 0.23076929010766128, 0.3461538065948926, 0.2307692043965952, 0.11538460219829755]"
