entani論文のCommonGround_wᴸ,解の非唯一性考慮のCommonGround_wᵁ_2,entani論文のCommonGround_wᴸ_2,Trial,解の非唯一性考慮のCommonGround_wᵁ,解の非唯一性考慮のCommonGround_wᴸ_2,解の非唯一性考慮のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ,entani論文のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ_1,解の非唯一性考慮のCommonGround_wᵁ_1,解の非唯一性考慮のCommonGround_wᴸ,entani論文のCommonGround_wᵁ_2
E,r,E,549,r,E,E,r,E,r,r,E,r
E,r,E,550,r,E,E,r,E,r,r,E,r
E,r,E,551,r,E,E,r,E,r,r,E,r
E,r,E,552,r,E,E,r,E,r,r,E,r
E,r,E,553,r,E,E,r,E,r,r,E,r
"[0.22222221222222216, 0.22222221222222216, 0.1111111111111111, 0.11111111111111112, 0.22222220222222208]","[0.22222222322222235, 0.22222222772222222, 0.22222222322222235, 0.2222222209722222, 0.2222222209722222]","[0.22222221222222216, 0.22222221222222216, 0.1111111111111111, 0.11111111111111112, 0.22222220222222208]",554,"[0.22222222322222235, 0.22222222772222222, 0.22222222322222235, 0.2222222209722222, 0.2222222209722222]","[0.2222222209722222, 0.2222222209722222, 0.11111110711111108, 0.11111111161111117, 0.2222222209722222]","[0.2222222209722222, 0.2222222209722222, 0.11111111386111111, 0.11111110486111092, 0.2222222209722222]","[0.22222221222222216, 0.2222222222222222, 0.22222222222222224, 0.22222221222222216, 0.22222222222222224]","[0.22222222222222224, 0.22222221222222216, 0.1111111111111111, 0.11111111111111112, 0.22222222222222224]","[0.22222222222222224, 0.2222222222222222, 0.22222222222222224, 0.22222222222222224, 0.22222222222222224]","[0.22222222322222235, 0.22222222772222222, 0.22222222322222235, 0.2222222209722222, 0.2222222209722222]","[0.2222222209722222, 0.2222222209722222, 0.11111110711111108, 0.11111110486111092, 0.2222222209722222]","[0.22222221222222216, 0.2222222222222222, 0.22222222222222224, 0.22222221222222216, 0.22222222222222224]"
E,r,E,555,r,E,E,r,E,r,r,E,r
E,r,E,556,r,E,E,r,E,r,r,E,r
"[0.22222220222222144, 0.22222220222222155, 0.11111113111111184, 0.11111110111111158, 0.22222220222222133]",r,"[0.22222220222222155, 0.22222220222222155, 0.11111113111111184, 0.11111110111111158, 0.22222220222222133]",557,r,E,E,"[0.22222220222222155, 0.2222222622222237, 0.22222220222222316, 0.22222220222222133, 0.22222220222222155]","[0.22222220222222144, 0.22222220222222155, 0.11111113111111184, 0.11111110111111158, 0.1111111111111111]","[0.22222220222222155, 0.2222222622222237, 0.2222222222222222, 0.22222220222222144, 0.22222220222222155]",r,E,"[0.22222220222222155, 0.2222222622222237, 0.22222220222222316, 0.22222220222222133, 0.22222220222222155]"
E,r,E,558,r,E,E,r,E,r,r,E,r
E,r,E,559,r,E,E,r,E,r,r,E,r
E,r,E,560,r,E,E,r,E,r,r,E,r
"[0.20000001000000006, 0.20000001000000006, 0.1999999450000018, 0.19999994500000182, 0.20000001000000006]","[0.20000002000000033, 0.2999999799999997, 0.20000002000000033, 0.20000002000000033, 0.20000002000000033]","[0.20000001000000006, 0.20000001000000006, 0.13333332083333363, 0.13333332083333363, 0.20000001000000006]",561,"[0.20000002000000033, 0.20000003143333567, 0.20000002000000033, 0.1900000500066702, 0.20000002000000033]","[0.20000002000000033, 0.20000002000000033, 0.14999998999999986, 0.14999998999999986, 0.20000002000000033]","[0.20000002000000033, 0.20000002000000033, 0.15999997142666544, 0.07999998571333272, 0.20000002000000033]","[0.20000001000000006, 0.200000017499999, 0.200000017499999, 0.200000017499999, 0.20000001000000006]","[0.20000001000000006, 0.20000001000000006, 0.15999998500000032, 0.07999999250000016, 0.20000001000000006]","[0.31999997000000063, 0.200000017499999, 0.20000001000000006, 0.200000017499999, 0.20000001000000006]","[0.3199999428533309, 0.20000003143333567, 0.20000002000000033, 0.20000002000000033, 0.20000002000000033]","[0.20000002000000033, 0.20000002000000033, 0.15999997142666544, 0.14999998999999986, 0.20000002000000033]","[0.20000001000000006, 0.26666664166666726, 0.200000017499999, 0.200000017499999, 0.20000001000000006]"
"[0.22222219722222164, 0.22222219722222164, 0.22222220222222144, 0.11111112111111136, 0.22222219722222164]","[0.22222220347222257, 0.22222240972221907, 0.26666654666666867, 0.2222221972222226, 0.22222220347222257]","[0.22222219722222164, 0.22222219722222164, 0.11111121111111338, 0.06666663666666599, 0.22222219722222164]",562,"[0.22222220347222257, 0.22222223722222195, 0.22222223722222195, 0.11111119861110971, 0.22222220347222257]","[0.2222221972222226, 0.22222220347222257, 0.11111120486110954, 0.06666663666666717, 0.2222221972222226]","[0.18518519768518496, 0.22222220347222257, 0.22222220347222257, 0.11111111861111098, 0.18518519768518496]","[0.22222219722222164, 0.22222224222222275, 0.22222224222222273, 0.11111120611111369, 0.22222219722222164]","[0.18518520018518567, 0.22222219722222164, 0.22222220222222144, 0.11111112111111136, 0.18518520018518567]","[0.22222219722222164, 0.22222224222222275, 0.22222224222222273, 0.18518520018518567, 0.22222219722222164]","[0.22222220347222257, 0.22222223722222195, 0.22222223722222195, 0.18518519768518496, 0.22222220347222257]","[0.2222221972222226, 0.22222220347222257, 0.22222220347222257, 0.11111111861111098, 0.2222221972222226]","[0.22222219722222164, 0.22222242222222677, 0.26666654666666395, 0.22222219722222164, 0.22222219722222164]"
"[0.2222222247222216, 0.22222220597222386, 0.11111111236111088, 0.1111111123611108, 0.22222221347222415]","[0.22222222049808427, 0.22222222049808427, 0.22222222980842912, 0.22222222825670498, 0.22222222049808427]","[0.2222222247222216, 0.22222220597222386, 0.11111111236111088, 0.1111111123611108, 0.22222221347222415]",563,"[0.22222222049808427, 0.22222222049808427, 0.22222222980842912, 0.22222222825670498, 0.22222222049808427]","[0.22222222049808427, 0.22222222049808427, 0.11111111024904213, 0.11111111490421456, 0.22222222049808427]","[0.22222222049808427, 0.22222222049808427, 0.11111111024904213, 0.11111110869731801, 0.22222222049808427]","[0.2222222247222216, 0.2222222247222216, 0.2222222134722243, 0.22222221347222415, 0.2222222247222216]","[0.2222222247222216, 0.22222221347222415, 0.11111111236111088, 0.11111110861111166, 0.22222221347222415]","[0.2222222247222216, 0.22222222472222175, 0.22222221722222332, 0.22222221347222415, 0.2222222247222216]","[0.22222222049808427, 0.22222222049808427, 0.22222222980842912, 0.22222222049808427, 0.22222222049808427]","[0.22222222049808427, 0.22222222049808427, 0.11111111024904213, 0.11111110869731801, 0.22222222049808427]","[0.2222222247222216, 0.2222222247222216, 0.2222222134722243, 0.22222221347222415, 0.2222222247222216]"
E,r,E,564,r,E,E,r,E,r,r,E,r
E,r,E,565,r,E,E,r,E,r,r,E,r
"[0.22222221222222271, 0.22222221222222274, 0.11111115111110921, 0.11111106111111371, 0.22222221222222271]","[0.24999998500000029, 0.2222222222222222, 0.22222224222222187, 0.2222222222222222, 0.2222222222222222]","[0.22222221222222271, 0.22222221222222271, 0.11111115111110921, 0.08333331833333411, 0.22222221222222271]",566,"[0.22222224222222187, 0.2222222222222222, 0.22222224222222187, 0.19444447944444393, 0.2222222222222222]","[0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.08333332833333343, 0.2222222222222222]","[0.22222222222222224, 0.2222222222222222, 0.1111111111111111, 0.08333332833333341, 0.2222222222222222]","[0.22222221222222274, 0.22222230222221842, 0.22222221222222244, 0.2222222122222226, 0.22222221222222271]","[0.2222222122222227, 0.22222221222222274, 0.11111115111110921, 0.08333331833333404, 0.2222222122222227]","[0.22222221222222274, 0.22222230222221842, 0.24999995500000213, 0.2222222122222227, 0.22222221222222274]","[0.22222224222222187, 0.2222222222222222, 0.24999998500000029, 0.22222222222222224, 0.2222222222222222]","[0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.08333332833333341, 0.2222222222222222]","[0.24999995500000236, 0.22222230222221842, 0.22222221222222244, 0.22222221222222271, 0.22222221222222271]"
E,r,E,567,r,E,E,r,E,r,r,E,r
"[0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.22222221222222233]","[0.2222222196737213, 0.2222222196737213, 0.22222221967372133, 0.2222222311419753, 0.22222221967372138]","[0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",568,"[0.2222222196737213, 0.22222223379078496, 0.22222221967372133, 0.2222222311419753, 0.22222221967372138]","[0.2222222196737213, 0.2222222196737213, 0.11111110983686065, 0.11111110983686066, 0.11111110983686065]","[0.2222222196737213, 0.22222221967372138, 0.11111110983686065, 0.11111110983686066, 0.22222221967372133]","[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.22222223222222148, 0.22222222222222232]","[0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.22222221222222233]","[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.22222222222222227, 0.2222222222222222]","[0.2222222196737213, 0.22222223379078496, 0.22222221967372133, 0.2222222311419753, 0.22222221967372138]","[0.2222222196737213, 0.22222221967372138, 0.11111110983686065, 0.11111110983686066, 0.22222221967372138]","[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.22222223222222148, 0.22222222222222232]"
E,r,E,569,r,E,E,r,E,r,r,E,r
"[0.22222221606837594, 0.22222221376068363, 0.22222220452991415, 0.11111112188034206, 0.22222221376068363]","[0.22222222888888898, 0.27777778611111115, 0.22222221888888885, 0.22222221888888885, 0.22222221888888885]","[0.22222221606837594, 0.11111111803418816, 0.22222220452991415, 0.11111112188034206, 0.11111112188034206]",570,"[0.22222221888888885, 0.22222224888888922, 0.22222221888888885, 0.22222221888888885, 0.22222221888888885]","[0.22222221888888885, 0.11111111444444449, 0.22222220888888877, 0.13888889305555557, 0.13888889305555557]","[0.22222221888888885, 0.22222221888888885, 0.11111112444444461, 0.11111110944444443, 0.22222221888888885]","[0.22222221606837594, 0.2222222437606841, 0.22222221606837594, 0.11111115188034265, 0.22222221376068363]","[0.22222221606837594, 0.22222221376068363, 0.11111112188034206, 0.11111110803418797, 0.22222221376068363]","[0.22222221606837594, 0.2222222437606841, 0.22222221606837594, 0.22222221376068363, 0.22222221606837594]","[0.22222221888888885, 0.22222224888888922, 0.22222221888888885, 0.22222221888888885, 0.22222221888888885]","[0.22222221888888885, 0.22222221888888885, 0.22222220888888877, 0.2222221788888883, 0.22222221888888885]","[0.22222223606837632, 0.2222222437606841, 0.22222221606837594, 0.22222221606837594, 0.22222221376068363]"
E,r,E,571,r,E,E,r,E,r,r,E,r
E,r,E,572,r,E,E,r,E,r,r,E,r
E,r,E,573,r,E,E,r,E,r,r,E,r
E,"[0.25, 0.25, 0.25, 0.25, 0.25]",E,574,"[0.25, 0.25, 0.25, 0.12500001142857128, 0.25]","[0.25, 0.25, 0.12499999096875024, 0.125, 0.125]","[0.25, 0.25, 0.125, 0.125, 0.125]",r,E,r,"[0.25, 0.25, 0.25, 0.12500001142857128, 0.25]","[0.25, 0.25, 0.12499999096875024, 0.125, 0.125]",r
E,r,E,575,r,E,E,r,E,r,r,E,r
E,"[0.23999999533333333, 0.24000001200000015, 0.23999999533333333, 0.23999999533333333, 0.23999999533333333]",E,576,"[0.23999999533333333, 0.24000001200000015, 0.23999999533333333, 0.14000000700000007, 0.16000003833666682]","[0.23999999533333333, 0.23999999533333333, 0.12000000600000008, 0.11999999232999986, 0.11999999766666666]","[0.23999999533333333, 0.23999999533333333, 0.23999999533333333, 0.04000000200000002, 0.14000000700000007]",r,E,r,"[0.23999999533333333, 0.24000001200000015, 0.23999999533333333, 0.14000000700000007, 0.23999999533333333]","[0.23999999533333333, 0.23999999533333333, 0.23999999533333333, 0.11999999232999986, 0.14000000700000007]",r
E,r,E,577,r,E,E,r,E,r,r,E,r
E,r,E,578,r,E,E,r,E,r,r,E,r
"[0.22222221914529902, 0.22222221914529902, 0.2222222106837606, 0.11111110957264951, 0.22222221914529902]","[0.22222223925464127, 0.249999988273067, 0.22222222152396792, 0.22222222152396792, 0.22222222152396792]","[0.22222221914529902, 0.22222221914529902, 0.08333333217948713, 0.11111110957264951, 0.22222221914529902]",579,"[0.22222223925464127, 0.2222222261623718, 0.22222222152396792, 0.2222222196162372, 0.22222222152396792]","[0.22222222152396792, 0.22222222152396792, 0.08333332942435566, 0.11111111076198396, 0.22222222152396792]","[0.22222222152396792, 0.11111111962732063, 0.2222222196162372, 0.1111111130811859, 0.2222222196162372]","[0.22222223299145338, 0.22222221914529902, 0.22222221914529902, 0.1111111318803423, 0.22222221914529902]","[0.22222221914529902, 0.11111111418803428, 0.2222222106837606, 0.11111110957264951, 0.22222221914529902]","[0.22222222837606856, 0.22222221914529902, 0.22222221914529902, 0.22222221914529902, 0.22222221914529902]","[0.22222223925464127, 0.2222222261623718, 0.22222222152396792, 0.2222222196162372, 0.22222222152396792]","[0.22222222152396792, 0.22222222152396792, 0.2222222196162372, 0.22222219533942927, 0.22222222152396792]","[0.22222223299145338, 0.2499999965384614, 0.22222221914529902, 0.22222221914529902, 0.22222221914529902]"
E,r,E,580,r,E,E,r,E,r,r,E,r
E,r,E,581,r,E,E,r,E,r,r,E,r
E,r,E,582,r,E,E,r,E,r,r,E,r
"[0.22222220222222006, 0.2222222222222222, 0.22222220222222006, 0.11111113111111331, 0.22222219222221895]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.18518519018518503, 0.22222222222222224]","[0.18518519018518545, 0.2222222222222222, 0.22222220722222136, 0.1111111111111111, 0.18518519018518545]",583,"[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.18518519018518503, 0.22222222222222224]","[0.18518519018518503, 0.22222222222222224, 0.22222220722222258, 0.11111111111111112, 0.18518519018518503]","[0.22222222222222224, 0.22222222222222224, 0.11111111861111109, 0.11111111111111112, 0.2222221997222224]","[0.2222222222222222, 0.2222222222222222, 0.22222220222222006, 0.11111117611111743, 0.2222222222222222]","[0.22222220222222006, 0.2222222222222222, 0.11111112111111221, 0.1111111111111111, 0.22222219222221895]","[0.2222222222222222, 0.22222224222222442, 0.22222220222222006, 0.22222219222221895, 0.2222222222222222]","[0.22222222222222224, 0.22222223722222217, 0.22222222222222224, 0.2222221997222224, 0.22222222222222224]","[0.22222222222222224, 0.22222222222222224, 0.22222220722222258, 0.18518515268518557, 0.2222221997222224]","[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.18518519018518545, 0.2222222222222222]"
E,r,E,584,r,E,E,r,E,r,r,E,r
E,r,E,585,r,E,E,r,E,r,r,E,r
E,r,E,586,r,E,E,r,E,r,r,E,r
E,r,E,587,r,E,E,r,E,r,r,E,r
E,r,E,588,r,E,E,r,E,r,r,E,r
E,r,E,589,r,E,E,r,E,r,r,E,r
"[0.22222222222222224, 0.22222221222222277, 0.22222220722222127, 0.11111111111111112, 0.22222221222222277]","[0.24999995500000077, 0.22222228222222115, 0.22222222222222224, 0.22222221222222238, 0.22222222222222224]","[0.22222222222222224, 0.22222221222222277, 0.11111111111111112, 0.08333333333333334, 0.22222221222222277]",590,"[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.1851851901851852, 0.22222222222222224]","[0.22222222222222224, 0.22222221222222238, 0.11111114111111058, 0.08333331833333359, 0.22222221222222238]","[0.22222222222222224, 0.1851851901851852, 0.22222220722222225, 0.11111111111111112, 0.1851851901851852]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.111111146111111, 0.22222222222222224]","[0.22222222222222224, 0.1851851901851855, 0.22222220722222127, 0.11111111111111112, 0.1851851901851855]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.1851851901851855, 0.22222222222222224]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.1851851901851852, 0.22222222222222224]","[0.22222222222222224, 0.22222221222222238, 0.22222220722222225, 0.1851851551851855, 0.22222221222222238]","[0.25, 0.22222222222222224, 0.22222222222222224, 0.22222221222222277, 0.22222222222222224]"
E,r,E,591,r,E,E,r,E,r,r,E,r
E,r,E,592,r,E,E,r,E,r,r,E,r
E,r,E,593,r,E,E,r,E,r,r,E,r
E,r,E,594,r,E,E,r,E,r,r,E,r
E,r,E,595,r,E,E,r,E,r,r,E,r
E,r,E,596,r,E,E,r,E,r,r,E,r
E,r,E,597,r,E,E,r,E,r,r,E,r
E,r,E,598,r,E,E,r,E,r,r,E,r
E,r,E,599,r,E,E,r,E,r,r,E,r
"[0.1999999955555556, 0.20000000111111113, 0.1999999955555556, 0.1333333322222222, 0.1999999955555556]","[0.26666666166666675, 0.29999996749999897, 0.20000000249999994, 0.20000000249999994, 0.20000000249999994]","[0.1999999955555556, 0.13333333407407402, 0.1333333322222222, 0.1333333296296294, 0.1999999955555556]",600,"[0.20000000249999994, 0.2500000337500004, 0.20000000249999994, 0.20000000249999994, 0.20000000249999994]","[0.20000000249999994, 0.13333333083333337, 0.14999998374999948, 0.14999998374999948, 0.20000000249999994]","[0.20000000249999994, 0.20000000249999994, 0.19999999000000024, 0.13333333083333337, 0.20000000249999994]","[0.20000000111111105, 0.2666666644444444, 0.20000000111111113, 0.1999999955555556, 0.20000000111111113]","[0.1999999955555556, 0.20000000111111113, 0.1999999955555556, 0.1333333322222222, 0.1999999955555556]","[0.20000000111111105, 0.2666666644444444, 0.20000000111111113, 0.1999999955555556, 0.20000000111111113]","[0.20000000249999994, 0.26666666166666675, 0.20000000249999994, 0.20000000249999994, 0.20000000249999994]","[0.20000000249999994, 0.20000000249999994, 0.19999999000000024, 0.14999998374999948, 0.20000000249999994]","[0.26666666814814804, 0.2666666644444444, 0.20000000111111113, 0.1999999955555556, 0.20000000111111113]"
E,r,E,601,r,E,E,r,E,r,r,E,r
"[0.22222221222222258, 0.2222222122222215, 0.08333334083333332, 0.11111110611111129, 0.2222222122222215]","[0.2222222222222222, 0.25, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]","[0.22222221222222258, 0.2222222122222215, 0.08333334083333332, 0.11111110611111129, 0.2222222122222215]",602,"[0.2222222222222222, 0.25, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]","[0.2222222222222222, 0.2222222222222222, 0.08333333333333334, 0.1111111023306236, 0.2222222222222222]","[0.2222222222222222, 0.2222222222222222, 0.08333332455284553, 0.1111111111111111, 0.2222222222222222]","[0.22222221222222258, 0.2500000225, 0.22222221222222258, 0.22222221222222258, 0.2222222122222215]","[0.22222221222222258, 0.2222222122222226, 0.08333334083333332, 0.11111110611111129, 0.2222222122222215]","[0.2222222122222226, 0.2500000225, 0.22222221222222258, 0.22222221222222258, 0.2222222122222215]","[0.2222222222222222, 0.25, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]","[0.2222222222222222, 0.2222222222222222, 0.08333332455284553, 0.1111111023306236, 0.2222222222222222]","[0.22222221222222258, 0.2500000225, 0.22222221222222258, 0.22222221222222258, 0.2222222122222215]"
"[0.2222222193650794, 0.2222222193650794, 0.22222221079365076, 0.1111111096825397, 0.2222222193650794]","[0.22222221949494947, 0.22222222767676766, 0.22222222767676766, 0.22222221949494947, 0.22222221949494947]","[0.2222222193650794, 0.11111111396825396, 0.22222221079365076, 0.1111111096825397, 0.2222222193650794]",603,"[0.22222221949494947, 0.22222222767676766, 0.22222222767676766, 0.22222221949494947, 0.22222221949494947]","[0.22222221949494947, 0.11111110974747473, 0.22222221949494947, 0.11111111383838383, 0.22222221949494947]","[0.22222221949494947, 0.22222221540404039, 0.11111111383838383, 0.11111111383838383, 0.22222221949494947]","[0.2222222322222221, 0.2222222193650794, 0.2222222193650794, 0.1111111311111111, 0.2222222193650794]","[0.2222222193650794, 0.2222222193650794, 0.11111110968253973, 0.1111111096825397, 0.2222222193650794]","[0.2222222322222221, 0.22222221936507947, 0.2222222193650794, 0.2222222193650794, 0.2222222193650794]","[0.22222221949494947, 0.22222222767676766, 0.22222222767676766, 0.22222221949494947, 0.22222221949494947]","[0.22222221949494947, 0.22222221540404039, 0.22222221949494947, 0.22222219904040408, 0.22222221949494947]","[0.22222222793650792, 0.2222222193650794, 0.2222222193650794, 0.2222222193650794, 0.2222222193650794]"
"[0.22222221222222166, 0.2222222147222225, 0.22222221222222166, 0.11111110861111154, 0.22222221222222166]","[0.22222224888889036, 0.2222222188888887, 0.2222222188888887, 0.2222222188888887, 0.2222222188888887]","[0.2222222147222225, 0.2222222147222225, 0.22222221222222166, 0.11111110611111083, 0.11111112611111126]",604,"[0.22222224888889036, 0.2222222188888887, 0.2222222188888887, 0.22222221222222188, 0.2222222188888887]","[0.2222222188888887, 0.2222222188888887, 0.2222222188888887, 0.11111110944444436, 0.11111112444444518]","[0.22222221222222188, 0.11111114444444575, 0.2222222188888887, 0.08333331833333278, 0.22222221222222188]","[0.22222225222222253, 0.2222222147222225, 0.22222221222222166, 0.11111114861111243, 0.22222221222222166]","[0.22222221222222166, 0.11111112611111126, 0.22222221222222166, 0.08333333083333354, 0.22222221222222166]","[0.22222225222222253, 0.2499999925000006, 0.22222221222222166, 0.22222221222222166, 0.22222221222222166]","[0.2222222888888915, 0.24999995499999836, 0.2222222188888887, 0.22222221222222188, 0.2222222188888887]","[0.22222221222222188, 0.2222222188888887, 0.2222222188888887, 0.2222221688888859, 0.22222221222222188]","[0.22222225222222253, 0.2222222147222225, 0.22222221222222166, 0.2222222147222225, 0.2222222147222225]"
"[0.2222222222222222, 0.2222222222222222, 0.11111111111111116, 0.2222222122222231, 0.22222221222222455]","[0.2222222273624089, 0.2222222273624089, 0.22222222063343755, 0.22222222063343755, 0.2222222273624089]","[0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.22222221222222455]",605,"[0.2222222273624089, 0.2222222273624089, 0.22222221642782974, 0.22222222063343755, 0.2222222273624089]","[0.2222222273624089, 0.22222222063343755, 0.11111111368120445, 0.11111111031671878, 0.2222222176895114]","[0.2222222273624089, 0.22222222063343755, 0.11111111368120445, 0.22222221642782974, 0.11111110821391487]","[0.2222222222222222, 0.2222222222222222, 0.11111113111110799, 0.2222222222222222, 0.2222222222222222]","[0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.2222222122222231, 0.11111111111111112]","[0.2222222222222222, 0.2222222222222222, 0.22222222222222224, 0.2222222222222222, 0.2222222222222222]","[0.2222222273624089, 0.2222222273624089, 0.22222221642782974, 0.22222222063343755, 0.2222222273624089]","[0.2222222273624089, 0.22222222063343755, 0.22222219582035316, 0.22222221642782974, 0.2222222176895114]","[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]"
"[0.22222221922222216, 0.22222221922222216, 0.11111110961111108, 0.11111110911111105, 0.22222221922222216]","[0.22222222222222218, 0.22222224222222275, 0.2499999849999997, 0.22222222222222224, 0.22222222222222224]","[0.22222221922222216, 0.22222221922222216, 0.11111110961111108, 0.0833333320833333, 0.22222221922222216]",606,"[0.22222222222222218, 0.22222224222222275, 0.22222222222222224, 0.22222222222222224, 0.22222222222222224]","[0.22222222222222218, 0.22222222222222224, 0.11111111111111109, 0.08333332833333323, 0.22222222222222224]","[0.22222222222222218, 0.11111111111111109, 0.13888887388888835, 0.13888887388888835, 0.22222222222222224]","[0.22222221922222216, 0.22222221922222216, 0.22222223322222245, 0.22222221922222216, 0.22222223322222245]","[0.22222221922222216, 0.11111110961111108, 0.11111110961111108, 0.11111110911111105, 0.22222221922222216]","[0.22222221922222216, 0.22222221922222216, 0.22222223322222245, 0.22222221922222216, 0.22222223322222245]","[0.22222222222222218, 0.2777777477777767, 0.22222222222222224, 0.22222222222222224, 0.22222222222222224]","[0.22222222222222218, 0.22222222222222224, 0.13888887388888835, 0.13888887388888835, 0.22222222222222224]","[0.22222221922222216, 0.22222221922222216, 0.24999999624999988, 0.22222221922222216, 0.22222223322222245]"
E,r,E,607,r,E,E,r,E,r,r,E,r
"[0.22222221422222124, 0.22222221422222124, 0.1111111251111128, 0.11111110711111062, 0.222222196222219]","[0.22222221722222216, 0.22222224422222264, 0.2222222262222223, 0.22222221722222216, 0.2222222262222223]","[0.22222221422222124, 0.22222221422222124, 0.1111111251111128, 0.11111110711111062, 0.222222196222219]",608,"[0.22222221722222216, 0.22222224422222264, 0.2222222262222223, 0.22222221722222216, 0.2222222262222223]","[0.22222221722222216, 0.22222221722222216, 0.11111112211111132, 0.11111111311111115, 0.22222221722222216]","[0.22222221722222216, 0.22222221722222216, 0.11111112211111132, 0.11111111311111115, 0.22222221722222216]","[0.22222221422222124, 0.2222222502222256, 0.22222221422222124, 0.222222196222219, 0.22222221422222124]","[0.22222221422222124, 0.22222221422222124, 0.1111111251111128, 0.11111110711111062, 0.222222196222219]","[0.22222221422222124, 0.2222222502222256, 0.22222221422222124, 0.222222196222219, 0.2222222142222213]","[0.22222221722222216, 0.22222224422222264, 0.2222222262222223, 0.22222221722222216, 0.2222222262222223]","[0.22222221722222216, 0.22222221722222216, 0.11111112211111132, 0.11111111311111115, 0.22222221722222216]","[0.22222221422222124, 0.2222222502222256, 0.22222221422222124, 0.222222196222219, 0.22222221422222124]"
E,r,E,609,r,E,E,r,E,r,r,E,r
E,r,E,610,r,E,E,r,E,r,r,E,r
E,r,E,611,r,E,E,r,E,r,r,E,r
E,r,E,612,r,E,E,r,E,r,r,E,r
E,r,E,613,r,E,E,r,E,r,r,E,r
E,r,E,614,r,E,E,r,E,r,r,E,r
E,r,E,615,r,E,E,r,E,r,r,E,r
E,r,E,616,r,E,E,r,E,r,r,E,r
E,r,E,617,r,E,E,r,E,r,r,E,r
E,r,E,618,r,E,E,r,E,r,r,E,r
E,"[0.24242421742424403, 0.24242421742424403, 0.24242421742424403, 0.24242418823232956, 0.24242421742424403]",E,619,"[0.24242421742424403, 0.24242421742424403, 0.2121212246212113, 0.2121212246212113, 0.24242421742424403]","[0.24242421742424403, 0.12121210871212201, 0.12121210871212201, 0.12121210871212201, 0.24242418823232956]","[0.2121212246212113, 0.24242421742424403, 0.06060606810606011, 0.12121210871212199, 0.2121212246212113]",r,E,r,"[0.24242421742424403, 0.24242427242424044, 0.2121212246212113, 0.2121212246212113, 0.24242421742424403]","[0.24242421742424403, 0.24242421742424403, 0.12121210871212201, 0.12121210871212199, 0.24242418823232956]",r
"[0.1999999899999999, 0.2000000150000002, 0.1999999650000004, 0.1999999650000004, 0.1999999899999999]",r,"[0.1999999899999999, 0.14999998000000037, 0.1000000199999998, 0.14999998000000037, 0.1999999899999999]",620,r,E,E,"[0.2000000150000002, 0.2000000399999996, 0.1999999899999999, 0.1999999899999999, 0.1999999899999999]","[0.1999999899999999, 0.2000000150000002, 0.09999999499999995, 0.09999999499999995, 0.1999999899999999]","[0.2000000150000002, 0.29999998499999986, 0.1999999899999999, 0.1999999899999999, 0.2000000150000002]",r,E,"[0.29999996000000073, 0.2000000399999996, 0.1999999899999999, 0.1999999899999999, 0.1999999899999999]"
E,r,E,621,r,E,E,r,E,r,r,E,r
E,r,E,622,r,E,E,r,E,r,r,E,r
E,r,E,623,r,E,E,r,E,r,r,E,r
"[0.1999999906250001, 0.2000000035416664, 0.19999999875000074, 0.09999999854166663, 0.1999999906250001]",r,"[0.1999999906250001, 0.2000000035416664, 0.19999999875000074, 0.09999999854166663, 0.1999999906250001]",624,r,E,E,"[0.2000000035416664, 0.2999999956249999, 0.19999999875000074, 0.1999999906250001, 0.2000000035416664]","[0.1999999906250001, 0.2000000035416664, 0.17142856892857136, 0.05714285630952379, 0.1999999906250001]","[0.2000000035416664, 0.3428571378571427, 0.19999999875000074, 0.1999999906250001, 0.2000000035416664]",r,E,"[0.2000000035416664, 0.2999999956249999, 0.19999999875000074, 0.1999999906250001, 0.2000000035416664]"
E,r,E,625,r,E,E,r,E,r,r,E,r
E,r,E,626,r,E,E,r,E,r,r,E,r
E,r,E,627,r,E,E,r,E,r,r,E,r
