Trial,entani論文のPerfectIncorporation_wᴸ,entani論文のPerfectIncorporation_wᵁ,entani論文のPerfectIncorporation_wᴸ_1,entani論文のPerfectIncorporation_wᵁ_1,entani論文のPerfectIncorporation_wᴸ_2,entani論文のPerfectIncorporation_wᵁ_2,entani論文のPerfectIncorporation_wᴸ_3,entani論文のPerfectIncorporation_wᵁ_3,entani論文のCommonGround_wᴸ,entani論文のCommonGround_wᵁ,entani論文のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ_1,entani論文のCommonGround_wᴸ_2,entani論文のCommonGround_wᵁ_2,entani論文のCommonGround_wᴸ_3,entani論文のCommonGround_wᵁ_3,entani論文のPartialIncorporation_wᴸ,entani論文のPartialIncorporation_wᵁ,entani論文のPartialIncorporation_wᴸ_1,entani論文のPartialIncorporation_wᵁ_1,entani論文のPartialIncorporation_wᴸ_2,entani論文のPartialIncorporation_wᵁ_2,entani論文のPartialIncorporation_wᴸ_3,entani論文のPartialIncorporation_wᵁ_3,entani論文のPartialIncorporation_Ŵ
738,"[0.17948716698717923, 0.30000001, 0.15000000499999994, 0.10000000333333355, 0.05000000166666677]","[0.3157894695462792, 0.3157894695462796, 0.1578947347731396, 0.2105263130308531, 0.1794871669871792]","[0.21052631303085295, 0.3157894695462792, 0.1578947347731396, 0.1052631565154265, 0.07894736738657022]","[0.3157894695462792, 0.3157894695462796, 0.1578947347731396, 0.21052631303085367, 0.10526316961887527]","[0.19999998999999957, 0.3000000099999999, 0.15000000499999994, 0.10000000333333355, 0.05000000166666677]","[0.3000000099999999, 0.30000001000000065, 0.150000005, 0.19999998999999957, 0.15000000500000032]","[0.17948716698717923, 0.3076923001923072, 0.1538461500961531, 0.15384615009615457, 0.0769230994230774]","[0.3076923001923064, 0.307692300192308, 0.15384619884615455, 0.17948716698717923, 0.1794871669871792]",E,r,E,r,E,r,E,r,"[0.29999995999999957, 0.3000000600000007, 0.14999997999999976, 0.14736848205263198, 0.07894736542105264]","[0.29999995999999957, 0.31578946168421057, 0.15789473084210529, 0.17105263457894726, 0.07894736542105264]","[0.21052631253947363, 0.31578946168421057, 0.15789473084210529, 0.10526316339473689, 0.07894736542105264]","[0.31578946168421057, 0.31578949018421065, 0.15789473084210529, 0.21052631253947363, 0.10526315389473685]","[0.19999998999999985, 0.2999999599999995, 0.14999997999999976, 0.10000002000000023, 0.050000010000000115]","[0.29999995999999957, 0.3000000600000007, 0.14999997999999976, 0.19999998999999985, 0.14999997999999978]","[0.17948719948717948, 0.30769226769230773, 0.15384613384615387, 0.15384613384615387, 0.07692306692307693]","[0.30769226769230773, 0.30769226769230773, 0.15384613384615387, 0.17948719948717948, 0.17948719948717948]","[[0.29999995999999957, 0.31578946168421057, 0.15789473084210529, 0.14736848205263198, 0.07894736542105264], [0.29999995999999957, 0.3000000600000007, 0.14999997999999976, 0.17105263457894726, 0.07894736542105264], [0.29999995999999957, 0.30769226769230773, 0.15384613384615387, 0.1595142730404862, 0.07894736542105264]]"
739,"[0.2222222291187731, 0.2686568592750562, 0.05555555727969358, 0.10000000666666632, 0.06666666873563214]","[0.3333333126436787, 0.3333333436781607, 0.14999999333333358, 0.2686566678464806, 0.14999999333333372]","[0.2222222291187731, 0.29999998666666716, 0.14999999333333308, 0.10000000666666632, 0.07499999666666683]","[0.29999998666666716, 0.300000019999999, 0.14999999333333308, 0.2222222291187731, 0.14999999333333358]","[0.26865666784648085, 0.26865685927505634, 0.059701471108741674, 0.1492536777718541, 0.13432833392323973]","[0.26865685927505634, 0.2985073555437084, 0.1492536777718529, 0.2686566678464806, 0.13432842963752817]","[0.2222222291187731, 0.3333333126436785, 0.055555557279693385, 0.1111111145593869, 0.06666666873563214]","[0.3333333126436787, 0.3333333436781607, 0.11111111455938678, 0.22222222911877323, 0.11111111455938683]",E,r,E,r,E,r,E,r,"[0.2686566997512438, 0.2985074751865672, 0.1111111242258648, 0.17578773813582382, 0.10555558211293203]","[0.2686566997512438, 0.3333333284153007, 0.14999999333333344, 0.17578773813582382, 0.1343283498756219]","[0.19999999666666668, 0.2999999866666669, 0.14999999333333344, 0.10000000666666659, 0.07499999666666672]","[0.2999999866666669, 0.30000001999999976, 0.14999999333333344, 0.19999999666666668, 0.14999999333333344]","[0.2686566997512438, 0.2686566997512438, 0.05970149503731344, 0.1492537375932836, 0.1343283498756219]","[0.2686566997512438, 0.2985074751865672, 0.1492537375932836, 0.2686566997512438, 0.1343283498756219]","[0.2222222189435338, 0.3333333284153007, 0.05555555473588345, 0.1111111094717669, 0.06666666568306015]","[0.3333333284153007, 0.3333333284153007, 0.1111111242258648, 0.2222222189435338, 0.1111111094717669]","[[0.2686566997512438, 0.2999999866666669, 0.14999999333333344, 0.17578773813582382, 0.10555558211293203], [0.2686566997512438, 0.2985074751865672, 0.12271973705074324, 0.17578773813582382, 0.1343283498756219], [0.2686566997512438, 0.3333333284153007, 0.1111111242258648, 0.17578773813582382, 0.1111111094717669]]"
740,"[0.16666668666667134, 0.2857142990476177, 0.09999995000001241, 0.10000007499998148, 0.07142857476190492]","[0.2999998500000377, 0.333333293333325, 0.16666668666667023, 0.24000007999997658, 0.16666664666666325]","[0.16666668666667134, 0.2857142990476177, 0.1666666466666629, 0.1666666466666629, 0.08333332333333125]","[0.28571429904761747, 0.333333293333325, 0.1666666866666706, 0.16666668666667026, 0.1666666466666629]","[0.21428570095238253, 0.28571429904761736, 0.14285714952380885, 0.1428571495238069, 0.07142857476190516]","[0.2857142990476177, 0.28571429904761736, 0.14285714952380887, 0.21428570095238253, 0.14285714952380868]","[0.24000007999997652, 0.2999998500000377, 0.09999995000001255, 0.10000007499998113, 0.12000003999998762]","[0.2999998500000377, 0.3000002249999434, 0.14999992500001885, 0.24000007999997652, 0.14999992500001885]",E,r,E,r,E,r,E,r,"[0.26095235095238173, 0.28571427571428587, 0.1428571728571424, 0.16666668666666715, 0.12000003999999904]","[0.26095235095238173, 0.2999998500000036, 0.1666666466666662, 0.19047616047619098, 0.12000003999999904]","[0.16666668666666715, 0.26095235095238173, 0.1666666466666662, 0.1666666466666662, 0.0833333233333331]","[0.26095235095238173, 0.3333332933333324, 0.16666668666666715, 0.16666668666666715, 0.1666666466666662]","[0.2142857067857144, 0.28571427571428587, 0.14285713785714294, 0.14285713785714294, 0.0714285864285712]","[0.28571427571428587, 0.28571427571428587, 0.1428571728571424, 0.2142857067857144, 0.14285713785714296]","[0.2400000799999981, 0.2999998500000036, 0.0999999500000012, 0.10000007499999819, 0.12000003999999904]","[0.2999998500000036, 0.30000022499999457, 0.1499999250000018, 0.2400000799999981, 0.1499999250000018]","[[0.26095235095238173, 0.28571427571428587, 0.1666666466666662, 0.16666668666666715, 0.12000003999999904], [0.26095235095238173, 0.28571427571428587, 0.1428571728571424, 0.19047616047619098, 0.12000003999999904], [0.26095235095238173, 0.2999998500000036, 0.1428571728571424, 0.17619058619047318, 0.12000003999999904]]"
741,"[0.22222228888888712, 0.250000200000001, 0.05555554777777774, 0.11111114444444363, 0.062499969999999794]","[0.33333328333333334, 0.3749998200000001, 0.12499993999999977, 0.24999955999999826, 0.1250001000000004]","[0.24999955999999826, 0.250000200000001, 0.12499993999999977, 0.12499994, 0.062499969999999794]","[0.2500002, 0.3749998200000001, 0.12499993999999977, 0.24999955999999826, 0.1250001000000005]","[0.22222228888888707, 0.3333332800000011, 0.05555554777777774, 0.11111114444444363, 0.1111110955555555]","[0.3333332800000011, 0.3333332866666665, 0.11111114444444388, 0.22222228888888707, 0.11111114444444485]","[0.22222228888888712, 0.33333328333333334, 0.11111109444444472, 0.11111114444444364, 0.06666665666666699]","[0.33333328333333334, 0.33333328333333617, 0.11111114444444328, 0.22222228888888712, 0.11111114444444364]",E,r,E,r,E,r,E,r,"[0.24999956000000384, 0.3194444877777771, 0.11111114444444489, 0.19444491333333042, 0.1111110955555552]","[0.24999956000000384, 0.3333332833333327, 0.12499994000000053, 0.19444491333333042, 0.1111110955555552]","[0.24999956000000384, 0.25000019999999823, 0.12499994000000053, 0.12499994000000053, 0.062499970000000266]","[0.25000019999999823, 0.3749998200000016, 0.12499994000000053, 0.24999956000000384, 0.12500009999999911]","[0.2222222122222223, 0.3333332799999996, 0.0555555477777776, 0.11111114444444489, 0.1111110955555552]","[0.3333332799999996, 0.3333332866666656, 0.11111114444444489, 0.2222222122222223, 0.11111114444444489]","[0.22222221388888874, 0.3333332833333327, 0.11111109444444423, 0.11111114444444489, 0.06666665666666653]","[0.3333332833333327, 0.3333332833333327, 0.11111114444444489, 0.22222221388888874, 0.11111114444444489]","[[0.24999956000000384, 0.3194444877777771, 0.12499994000000053, 0.19444491333333042, 0.11111109888888815], [0.24999956000000384, 0.3333332866666656, 0.11111114444444489, 0.19444491333333042, 0.1111110955555552], [0.24999956000000384, 0.3333332833333327, 0.11111114444444489, 0.19444491333333042, 0.11111109888888815]]"
742,"[0.17391305424749218, 0.260869599063548, 0.05555555722222216, 0.07692308692307745, 0.05555555722222222]","[0.33333331333333327, 0.3478260377257493, 0.1739130542474918, 0.22222221388888858, 0.1538461413461531]","[0.2222222138888885, 0.33333331333333327, 0.05555555722222216, 0.11111111444444444, 0.05555555722222222]","[0.33333331333333327, 0.3333333433333333, 0.11111111444444431, 0.22222221388888858, 0.11111111444444459]","[0.21538463038461556, 0.3076922826923061, 0.1538461413461536, 0.0769230869230772, 0.10769231519230783]","[0.3076922826923059, 0.3076923476923101, 0.1538461413461536, 0.21538463038461605, 0.1538461413461531]","[0.17391305424749218, 0.2608695990635473, 0.17391301886287375, 0.08695650943143735, 0.08695652712374663]","[0.260869599063548, 0.3478260377257493, 0.1739130542474918, 0.17391305424749218, 0.13043479953177364]",E,r,E,r,E,r,E,r,"[0.2608695990635467, 0.3076923076923077, 0.11111112444444446, 0.16989964170568378, 0.08762543267558665]","[0.27796360782423046, 0.3333333283333333, 0.17391301886287516, 0.16989964170568378, 0.10769229769230798]","[0.2222222188888889, 0.3333333283333333, 0.05555555472222221, 0.11111110944444443, 0.05555555472222221]","[0.3333333283333333, 0.3333333283333333, 0.11111112444444446, 0.2222222188888889, 0.11111110944444445]","[0.21538459538461596, 0.30769230769230765, 0.15384615384615385, 0.07692307692307691, 0.10769229769230798]","[0.3076923076923077, 0.30769230769230765, 0.15384615384615385, 0.21538459538461596, 0.15384615384615385]","[0.17391305424749212, 0.2608695990635467, 0.17391301886287516, 0.08695650943143758, 0.08695652712374606]","[0.2608695990635467, 0.3478260377257503, 0.17391305424749212, 0.17391305424749212, 0.13043479953177334]","[[0.27796360782423046, 0.3333333283333333, 0.11111112444444446, 0.16989964170568378, 0.10769229769230798], [0.2608695990635467, 0.3076923076923077, 0.15384615384615385, 0.16989964170568378, 0.10769229769230798], [0.2608695990635467, 0.3076923076923077, 0.17391301886287516, 0.16989964170568378, 0.08762543267558665]]"
743,"[0.16666672666666393, 0.3157894870175439, 0.1111110711111129, 0.10526316233918148, 0.06666666916666668]","[0.3333333083333334, 0.3333333458333334, 0.16666660666666935, 0.2222222118055554, 0.16666672666666393]","[0.2222222118055554, 0.3333333083333334, 0.1111111152777778, 0.11111111527777781, 0.06666666916666668]","[0.3333333083333334, 0.3333333458333334, 0.11111111527777781, 0.2222222118055554, 0.1111111152777778]","[0.16666672666666393, 0.3157894870175439, 0.11111107111111287, 0.16666660666666935, 0.08333330333333468]","[0.3157894870175439, 0.33333321333333876, 0.16666660666666935, 0.1666667266666639, 0.16666672666666393]","[0.21052630356725194, 0.31578948701754395, 0.1578947435087718, 0.10526316233918133, 0.07894737175438593]","[0.31578948701754395, 0.315789487017544, 0.15789474350877192, 0.21052630356725183, 0.10526316233918126]",E,r,E,r,E,r,E,r,"[0.28070170438596753, 0.3157894736842105, 0.11111112323232333, 0.16666672666666407, 0.07894736842105263]","[0.30555551797979924, 0.33333332878787875, 0.15789472684210523, 0.16666672666666407, 0.08333330333333462]","[0.22222221919191917, 0.33333332878787875, 0.11111110959595959, 0.11111110959595959, 0.06666666575757575]","[0.33333332878787875, 0.33333332878787875, 0.11111112323232333, 0.22222221919191917, 0.11111110959595959]","[0.16666672666666407, 0.28070170438596753, 0.11111107111111283, 0.16666660666666924, 0.08333330333333462]","[0.28070170438596753, 0.3333332133333385, 0.16666660666666924, 0.16666672666666407, 0.16666672666666407]","[0.21052631578947364, 0.3157894736842105, 0.15789472684210523, 0.10526315789473688, 0.07894736842105263]","[0.3157894736842105, 0.3157894736842106, 0.15789473684210525, 0.21052631578947364, 0.10526315789473684]","[[0.30555551797979924, 0.33333332878787875, 0.11111112323232333, 0.16666672666666407, 0.08333330333333462], [0.28070170438596753, 0.3157894736842105, 0.1535087919298233, 0.16666672666666407, 0.08333330333333462], [0.28070170438596753, 0.3157894736842105, 0.15789472684210523, 0.16666672666666407, 0.07894736842105263]]"
744,"[0.19047617847619025, 0.2857143097142856, 0.06374502182508053, 0.07968127728135066, 0.07407406978835882]","[0.3187251091254033, 0.31872510912540264, 0.14814813957671763, 0.24701189981028418, 0.19047617847619036]","[0.24701189981028407, 0.31872510912540264, 0.06374502182508053, 0.07968127728135066, 0.1235059499051419]","[0.3187251091254033, 0.31872510912540264, 0.1235059499051418, 0.24701189981028407, 0.15936255456270165]","[0.22222222222222188, 0.2962963048677273, 0.09876543495591043, 0.14814813957671763, 0.07407406978835882]","[0.29629630486772646, 0.2962963048677273, 0.14814813957671763, 0.2222222222222222, 0.11111111111111094]","[0.19047617847619025, 0.28571430971428563, 0.09523810323809512, 0.142857154857143, 0.09523808923809488]","[0.2857143097142856, 0.285714309714286, 0.14285715485714254, 0.19047617847619036, 0.19047617847619036]",E,r,E,r,E,r,E,r,"[0.28571426771428593, 0.28571430971428535, 0.11640208640211261, 0.15565266291365976, 0.11111108539682393]","[0.28571426771428593, 0.31872498960159756, 0.11640208640211261, 0.19047617847619067, 0.12350599336834418]","[0.24701198673668837, 0.31872498960159756, 0.06374504355668152, 0.0796813044458519, 0.12350599336834418]","[0.31872498960159756, 0.3187252177834076, 0.12350599336834418, 0.24701198673668837, 0.15936249480079878]","[0.22222217079364787, 0.2962961505820023, 0.09876546067019563, 0.14814819100529344, 0.07407409550264672]","[0.2962961505820023, 0.2962963820105869, 0.14814819100529344, 0.22222217079364787, 0.11111108539682393]","[0.19047617847619067, 0.28571426771428593, 0.09523810323809512, 0.14285715485714268, 0.09523808923809533]","[0.28571426771428593, 0.28571430971428535, 0.14285715485714268, 0.19047617847619067, 0.19047617847619067]","[[0.28571426771428593, 0.31872498960159756, 0.11640208640211261, 0.15565266291365976, 0.12350599336834418], [0.28571426771428593, 0.2962963820105869, 0.11640208640211261, 0.19047617847619067, 0.11111108539682393], [0.28571426771428593, 0.28571430971428535, 0.11640208640211261, 0.19047617847619067, 0.1216931576931255]]"
745,"[0.17391305424749243, 0.26086959906354745, 0.09090907690908866, 0.08695650943143723, 0.08695652712374624]","[0.31578945060728775, 0.36363630763635457, 0.17391305424749245, 0.21052630771255068, 0.1818181978181845]","[0.21052630771255068, 0.31578945060728775, 0.10526316481781367, 0.10526316481781367, 0.10526315020242925]","[0.31578945060728775, 0.315789494453441, 0.10526316481781375, 0.21052630771255068, 0.15789472530364387]","[0.17391305424749245, 0.26086959906354745, 0.17391301886287464, 0.08695650943143723, 0.08695652712374623]","[0.26086959906354745, 0.34782603772574894, 0.17391305424749245, 0.17391305424749234, 0.1304347995317736]","[0.1818181978181845, 0.2727273187272815, 0.09090907690908866, 0.09090907690908867, 0.09090907690908864]","[0.2727273187272806, 0.36363630763635457, 0.09090909890909205, 0.18181819781818423, 0.1818181978181845]",E,r,E,r,E,r,E,r,"[0.2608695990635467, 0.2669024344999382, 0.09090910519480475, 0.17391305424749212, 0.12440189332614776]","[0.2727272684415586, 0.3301435540764499, 0.17391301886287516, 0.18181817896103905, 0.12440189332614776]","[0.21052630771255068, 0.31578945060728775, 0.10526316481781367, 0.10526316481781367, 0.10526315020242925]","[0.31578945060728775, 0.315789494453441, 0.10526316481781367, 0.21052630771255068, 0.15789472530364387]","[0.17391305424749212, 0.2608695990635467, 0.17391301886287516, 0.08695650943143758, 0.08695652712374606]","[0.2608695990635467, 0.3478260377257503, 0.17391305424749212, 0.17391305424749212, 0.13043479953177334]","[0.18181817896103905, 0.2727272684415586, 0.09090908948051953, 0.09090908948051953, 0.09090908948051953]","[0.2727272684415586, 0.3636363579220781, 0.09090910519480475, 0.18181817896103905, 0.18181817896103905]","[[0.2727272684415586, 0.315789494453441, 0.10526316481781367, 0.18181817896103905, 0.12440189332614776], [0.2608695990635467, 0.2669024344999382, 0.17391301886287516, 0.17391305424749212, 0.12440189332614776], [0.2727272684415586, 0.3301435540764499, 0.09090910519480475, 0.18181817896103905, 0.12440189332614776]]"
746,"[0.1904761704761917, 0.28571432571428357, 0.05263158253711181, 0.08108107996997, 0.07894737380566776]","[0.32432431987987953, 0.3243243198798799, 0.16216215993994004, 0.21052630091767957, 0.1904761704761918]","[0.21052630091767957, 0.3157894659919033, 0.05263158253711181, 0.1578947476113355, 0.07894737380566776]","[0.3157894659919033, 0.31578949522267086, 0.1578947476113355, 0.21052630091767957, 0.10526315533063442]","[0.20270269992492493, 0.32432431987988, 0.16216215993993946, 0.08108107996997, 0.08108107996997004]","[0.32432431987988025, 0.32432431987988, 0.1621621599399401, 0.20270269992492493, 0.10810812033033018]","[0.1904761704761917, 0.2857143257142835, 0.1428571628571417, 0.1428571628571417, 0.09523808523809575]","[0.2857143257142834, 0.2857143257142835, 0.1428571628571417, 0.19047617047619178, 0.19047617047619192]",E,r,E,r,E,r,E,r,"[0.2857143257142855, 0.2857143257142855, 0.14285716285714276, 0.14671810965932364, 0.08108109931637625]","[0.2857143257142855, 0.32432431020667646, 0.16216215510333823, 0.19047610047619085, 0.0952380852380953]","[0.21052632788249603, 0.3157894653121181, 0.052631577552019686, 0.15789471498164181, 0.07894735749082091]","[0.3157894653121181, 0.3157894653121181, 0.15789471498164181, 0.21052632788249603, 0.10526316394124802]","[0.20270269387917275, 0.32432431020667646, 0.16216215510333823, 0.08108107755166911, 0.08108109931637625]","[0.32432431020667646, 0.32432431020667646, 0.1621621986327525, 0.20270269387917275, 0.10810810340222549]","[0.1904761704761906, 0.2857143257142855, 0.14285716285714276, 0.14285716285714276, 0.0952380852380953]","[0.2857143257142855, 0.2857143257142855, 0.14285716285714276, 0.1904761704761906, 0.1904761704761906]","[[0.2857143257142855, 0.3157894653121181, 0.14285716285714276, 0.17455794680007747, 0.08108109931637625], [0.2857143257142855, 0.32432431020667646, 0.16216215510333823, 0.14671810965932364, 0.08108109931637625], [0.2857143257142855, 0.2857143257142855, 0.14285716285714276, 0.19047610047619085, 0.0952380852380953]]"
747,"[0.18518517518518557, 0.2857142952380953, 0.05714285904761905, 0.07407407907407404, 0.07142857380952364]","[0.29999998666666683, 0.29999998666666683, 0.18518517518518554, 0.22857140285714317, 0.14999999333333439]","[0.22857140285714317, 0.2857142952380953, 0.05714285904761905, 0.14285714761904733, 0.07142857380952364]","[0.2857142952380953, 0.2857142952380953, 0.14285714761904728, 0.22857140285714317, 0.14285714761904728]","[0.18518517518518554, 0.29629627129629627, 0.14814815814814788, 0.07407407907407404, 0.09259258759259265]","[0.29629627129629654, 0.29629631629629616, 0.18518517518518554, 0.1851851751851853, 0.14814815814814764]","[0.19999999111111103, 0.29999998666666683, 0.14999999333333278, 0.09999999555555453, 0.0750000188888888]","[0.29999998666666683, 0.29999998666666683, 0.15000003777777746, 0.19999999111111103, 0.14999999333333439]",E,r,E,r,E,r,E,r,"[0.2777778077777779, 0.2857142714285717, 0.1428571857142849, 0.18518517518518512, 0.08703703703703658]","[0.2857142714285717, 0.2999999866666669, 0.14999999333333344, 0.19312168383597925, 0.09259258759259256]","[0.2285714671428565, 0.2857142714285717, 0.05714285428571434, 0.14285713571428585, 0.07142859285714245]","[0.2857142714285717, 0.2857142714285717, 0.1428571857142849, 0.2285714671428565, 0.14285713571428585]","[0.18518517518518512, 0.29629627129629615, 0.14814815814814822, 0.07407407907407411, 0.09259258759259256]","[0.29629627129629615, 0.29629631629629644, 0.18518517518518507, 0.18518517518518512, 0.14814815814814822]","[0.19999999666666668, 0.2999999866666669, 0.14999999333333344, 0.10000000666666659, 0.07499999666666672]","[0.2999999866666669, 0.30000001999999976, 0.14999999333333344, 0.19999999666666668, 0.14999999333333344]","[[0.2857142714285717, 0.2857142714285717, 0.1428571857142849, 0.19312168383597925, 0.09259258759259256], [0.2777778077777779, 0.29629627129629615, 0.14814815814814822, 0.18518517518518512, 0.09259258759259256], [0.2777778077777779, 0.2999999866666669, 0.14999999333333344, 0.18518517518518512, 0.08703703703703658]]"
748,"[0.16666667266666568, 0.29629638201058933, 0.05555555755555552, 0.07058823007672672, 0.052941209514064]","[0.3529411503836336, 0.3529411503836336, 0.16666663666666764, 0.22222217079364692, 0.16666667266666585]","[0.21176469023018013, 0.3529411503836336, 0.0882352875959084, 0.07058823007672672, 0.052941209514064]","[0.3529411503836336, 0.3529411503836336, 0.105882419028128, 0.21176469023018013, 0.1176470501278779]","[0.16666667266666585, 0.29629638201058883, 0.05555555755555582, 0.16666667266666574, 0.16666663666666737]","[0.2962963820105892, 0.3333333453333349, 0.16666663666666764, 0.16666667266666574, 0.16666667266666585]","[0.22222217079364684, 0.296296382010589, 0.07407409550264754, 0.14814819100529492, 0.09876546067019643]","[0.2962963820105894, 0.296296382010589, 0.14814819100529336, 0.22222217079364692, 0.11111108539682352]",E,r,E,r,E,r,E,r,"[0.28213503881004154, 0.296296382010586, 0.0882353058460413, 0.16557743051353907, 0.1111110853968242]","[0.2821350559529001, 0.3529411394335539, 0.0882353058460413, 0.2222221707936484, 0.16666663666666562]","[0.2117646920551934, 0.3529411394335539, 0.0882353058460413, 0.07058824467683304, 0.05294117301379835]","[0.3529411394335539, 0.3529412233841652, 0.1058823460275967, 0.2117646920551934, 0.11764704647785129]","[0.1666666966666677, 0.28213503881004154, 0.055555545555555204, 0.16666663666666562, 0.16666663666666562]","[0.28213503881004154, 0.33333327333333124, 0.16666663666666562, 0.1666666966666677, 0.1666666966666677]","[0.2222221707936484, 0.29629626629629496, 0.0740740955026465, 0.148148191005293, 0.09876546067019533]","[0.29629626629629496, 0.296296382010586, 0.148148191005293, 0.2222221707936484, 0.1111110853968242]","[[0.28213503881004154, 0.3529411394335539, 0.0882353058460413, 0.16557743051353907, 0.1111110853968242], [0.28213503881004154, 0.296296382010586, 0.0882353058460413, 0.16666663666666562, 0.16666663666666562], [0.2821350559529001, 0.296296382010586, 0.0882353058460413, 0.2222221707936484, 0.1111110853968242]]"
749,"[0.1800001133333497, 0.30000030000004446, 0.05999992666665576, 0.08571429571428564, 0.0769230919230761]","[0.34285711285714277, 0.35999955999993455, 0.1800001133333497, 0.21538460538461568, 0.1142857042857146]","[0.1800001133333497, 0.30000030000004446, 0.05999992666665576, 0.17999977999996736, 0.09000005666667503]","[0.30000030000004446, 0.35999955999993455, 0.1800001133333497, 0.18000011333335048, 0.10000010000001482]","[0.21428570428571433, 0.34285711285714277, 0.11428570428571413, 0.08571429571428564, 0.08571429571428563]","[0.34285711285714277, 0.34285718285714256, 0.11428570428571413, 0.21428570428571433, 0.11428570428571469]","[0.21538460538461623, 0.30769230269230796, 0.1538461513461538, 0.15384615134615326, 0.07692309192307695]","[0.3076923026923076, 0.30769230269230796, 0.153846183846153, 0.21538460538461565, 0.10769230269230762]",E,r,E,r,E,r,E,r,"[0.27285714525714444, 0.30769210769230754, 0.11428572668571413, 0.18000000000000002, 0.08560469320439412]","[0.27285714525714444, 0.3428571380571429, 0.15384605384615377, 0.18000000000000002, 0.08999998999999845]","[0.18000000000000002, 0.2999999999999999, 0.060000000000000005, 0.18000000000000002, 0.08999998999999845]","[0.2999999999999999, 0.36000000000000004, 0.18000000000000002, 0.18000000000000002, 0.09999999999999996]","[0.21428571128571433, 0.3428571380571429, 0.1142857126857143, 0.08571428451428573, 0.08571428451428573]","[0.3428571380571429, 0.3428571380571429, 0.11428572668571413, 0.21428571128571433, 0.1142857126857143]","[0.21538473538461547, 0.30769210769230754, 0.15384605384615377, 0.15384605384615377, 0.07692302692307688]","[0.30769210769230754, 0.30769210769230754, 0.15384605384615377, 0.21538473538461547, 0.10769236769230774]","[[0.27285714525714444, 0.3428571380571429, 0.11428572668571413, 0.18000000000000002, 0.08999998999999845], [0.27285714525714444, 0.3428571380571429, 0.11428572668571413, 0.18000000000000002, 0.08999998999999845], [0.27285714525714444, 0.30769210769230754, 0.15384605384615377, 0.18000000000000002, 0.08560469320439412]]"
750,"[0.21052638078947672, 0.28571430071428633, 0.05263157144736805, 0.06593406911053651, 0.0952381002380954]","[0.32967031343503556, 0.32967034555268254, 0.16483515671751778, 0.21428569928571364, 0.14285715035714314]","[0.21052638078947672, 0.3157894286842083, 0.05263157144736805, 0.15789461934209995, 0.10526314289473608]","[0.3157894286842086, 0.3157894286842083, 0.15789461934209995, 0.21052638078947672, 0.10526319039473839]","[0.2105263807894771, 0.32967031343503556, 0.1098901044783451, 0.06593406911053651, 0.1098901151842275]","[0.32967031343503556, 0.32967034555268254, 0.16483515671751778, 0.2105263807894776, 0.1098901151842275]","[0.21428569928571375, 0.2857143007142857, 0.1428571503571435, 0.14285715035714297, 0.0952381002380954]","[0.2857143007142865, 0.28571430071428594, 0.14285715035714353, 0.21428569928571364, 0.14285715035714341]",E,r,E,r,E,r,E,r,"[0.285714300714286, 0.285714300714286, 0.11740894717670947, 0.15731632348974128, 0.10526319039473787]","[0.285714300714286, 0.3296703134350357, 0.142857150357143, 0.17582413303005756, 0.10989011518422755]","[0.21052638078947575, 0.31578942868420906, 0.05263157144736818, 0.15789461934210156, 0.10526314289473636]","[0.31578942868420906, 0.31578942868420906, 0.15789461934210156, 0.21052638078947575, 0.10526319039473787]","[0.197802191272786, 0.3296703134350357, 0.10989010447834524, 0.06593406911053654, 0.10989011518422755]","[0.3296703134350357, 0.32967034555268265, 0.16483515671751786, 0.197802191272786, 0.10989011518422755]","[0.21428569928571398, 0.285714300714286, 0.142857150357143, 0.14285715035714303, 0.09523810023809533]","[0.285714300714286, 0.285714300714286, 0.14285715035714303, 0.21428569928571398, 0.14285715035714303]","[[0.285714300714286, 0.31578942868420906, 0.11740894717670947, 0.17582413303005756, 0.10526319039473787], [0.285714300714286, 0.3296703134350357, 0.11740894717670947, 0.15731632348974128, 0.10989011518422755], [0.285714300714286, 0.285714300714286, 0.142857150357143, 0.17582413303005756, 0.10989011518422755]]"
