Trial,entani論文のPerfectIncorporation_wᴸ,解の非唯一性考慮のPerfectIncorporation_wᴸ,entani論文のPerfectIncorporation_wᵁ,解の非唯一性考慮のPerfectIncorporation_wᵁ,entani論文のPerfectIncorporation_wᴸ_1,解の非唯一性考慮のPerfectIncorporation_wᴸ_1,entani論文のPerfectIncorporation_wᵁ_1,解の非唯一性考慮のPerfectIncorporation_wᵁ_1,entani論文のPerfectIncorporation_wᴸ_2,解の非唯一性考慮のPerfectIncorporation_wᴸ_2,entani論文のPerfectIncorporation_wᵁ_2,解の非唯一性考慮のPerfectIncorporation_wᵁ_2,entani論文のPerfectIncorporation_wᴸ_3,解の非唯一性考慮のPerfectIncorporation_wᴸ_3,entani論文のPerfectIncorporation_wᵁ_3,解の非唯一性考慮のPerfectIncorporation_wᵁ_3
776,"[0.2769230994230773, 0.14285714487153173, 0.27692306692307667, 0.030769233269230797, 0.04081632509176315]","[0.27692309859576836, 0.14285714285714296, 0.2769230672907695, 0.030769233177307558, 0.04081632653061218]","[0.2974358674358966, 0.28301885869375865, 0.2857142756423421, 0.1446540738195453, 0.1446540738195449]","[0.29743586853897597, 0.28571425572984377, 0.2857142857142854, 0.14465407434279964, 0.1446540743427997]","[0.2769230994230773, 0.1487179337179485, 0.27692306692307667, 0.030769233269230797, 0.1384615334615382]","[0.27692309859576836, 0.14871793426948798, 0.2769230672907695, 0.030769233177307558, 0.13846153364538483]","[0.297435867435897, 0.27692306692307667, 0.2769230994230772, 0.13846154971153865, 0.13846154971153873]","[0.29743586853897575, 0.27692306729076965, 0.276923098595768, 0.13846154929788418, 0.138461549297884]","[0.2830188586937586, 0.14465407381954487, 0.28301885869375903, 0.05660378396952086, 0.09433963994920205]","[0.28301885903316737, 0.14465407434279964, 0.28301885903316726, 0.056603783587686834, 0.0943396393128114]","[0.28301885869375965, 0.28301885869375865, 0.2830189198476053, 0.1446540738195453, 0.1446540738195449]","[0.28301885903316737, 0.28301885903316715, 0.2830189179384342, 0.14465407434279945, 0.1446540743427997]","[0.2857142756423431, 0.14285714487153156, 0.2769230669230765, 0.07142856891058552, 0.04081632509176315]","[0.2857142857142859, 0.14285714285714296, 0.28571425572984377, 0.0714285714285714, 0.04081632653061218]","[0.28571428974306307, 0.2769230669230765, 0.2857142756423421, 0.14285714487153173, 0.14285714487153156]","[0.2857142857142859, 0.28571425572984377, 0.28571428571428525, 0.14285714285714296, 0.14285714285714296]"
777,"[0.24999996727287754, 0.1111111711112088, 0.12500002727250126, 0.06896551903830621, 0.03703702703705966]","[0.2500001409722097, 0.14285705295139492, 0.12500007048610476, 0.07142852881968653, 0.03174604673032306]","[0.41379310063601243, 0.24999996727288123, 0.3333332433329714, 0.24999996727247986, 0.12499998363643876]","[0.4285711588541848, 0.28571410590278984, 0.28571442057290763, 0.2500001409722097, 0.14285705295139492]","[0.4137931006358554, 0.13793103354533748, 0.20689655031766532, 0.06896551903830621, 0.04597701118177916]","[0.4285711588541848, 0.14285705295139492, 0.2142855794270924, 0.07142852881968653, 0.04761901765046497]","[0.41379310063601243, 0.2068965571149186, 0.2068965571149186, 0.13793103354528513, 0.10344827515883266]","[0.4285711588541848, 0.2142855864590596, 0.2142855864590596, 0.14285705295139492, 0.1071427897135462]","[0.24999996727287752, 0.24999996727247986, 0.12500002727273332, 0.12499999818173779, 0.062499999091197495]","[0.2500001409722095, 0.25000014097220974, 0.12500007048610476, 0.14285706230159445, 0.07142853115079723]","[0.25000005454546664, 0.24999996727288123, 0.24999999636347559, 0.24999996727247986, 0.12499998363643876]","[0.2500001409722095, 0.25000014097220974, 0.2857141246031889, 0.2500001409722097, 0.12500007048610484]","[0.333333243333539, 0.11111117111093576, 0.22222220722224564, 0.11111108111124061, 0.03703702703703656]","[0.2857144205729076, 0.14285705295139492, 0.28571410590278984, 0.09523814019096918, 0.03174604673032306]","[0.33333324333371506, 0.22222220722171823, 0.333333243333539, 0.11111117111107707, 0.111111171111244]","[0.2857144205729076, 0.28571410590278984, 0.28571442057290763, 0.14285705295139492, 0.14285705295139492]"
778,"[0.40677967870116055, 0.09944751254836358, 0.19889505051297296, 0.055248618082425045, 0.023391815279290754]","[0.43298971019687604, 0.0994475115226997, 0.19889506908887838, 0.05524861751261079, 0.024054986773905232]","[0.4972375627418154, 0.2105262932894637, 0.24861878137090948, 0.2105263080308546, 0.1355932262337202]","[0.4972375576134985, 0.21649485509843835, 0.24861877880674976, 0.21649485509843802, 0.14432990339895982]","[0.4210526160617018, 0.10526315401542502, 0.2105262932894637, 0.10526316875681177, 0.023391815279290754]","[0.43298971019687604, 0.10824742754921557, 0.2164948550984344, 0.10824744048256545, 0.024054986773904524]","[0.4210526160617018, 0.2105262932894637, 0.2105263375136178, 0.21052630803085245, 0.0526315843784048]","[0.43298971019687865, 0.2164948550984344, 0.21649488096514233, 0.21649485509843802, 0.054123720241281925]","[0.4067796787011586, 0.13559318276003662, 0.20338983935057942, 0.05811138267159408, 0.05084745983764536]","[0.4329897101968767, 0.14432985842046067, 0.21649485509843835, 0.06185567288526776, 0.0541237137746096]","[0.4067796787011586, 0.20338983935057994, 0.2033898393505822, 0.13559318276003357, 0.1355932262337202]","[0.4329897101968769, 0.21649485509843835, 0.2164948550984384, 0.1443298584204606, 0.14432990339895874]","[0.4972375627418154, 0.09944751254836308, 0.19889505051297446, 0.055248618082424206, 0.035516968767272665]","[0.4972375576134985, 0.0994475115226997, 0.19889506908887838, 0.05524861751261079, 0.03551696840096511]","[0.4972375627418154, 0.19889505051297413, 0.24861878137090948, 0.09944752525648741, 0.05524861808242407]","[0.4972375576134985, 0.19889506908887833, 0.24861877880674976, 0.09944753454443894, 0.05524861751261309]"
779,"[0.240000014117646, 0.13793103266457657, 0.10344827449843261, 0.1000000112499997, 0.0666666741666665]","[0.27642274428987856, 0.1379310355904121, 0.10344827669280907, 0.09756100978877942, 0.0666666738238123]","[0.41379309799373043, 0.23999997000000212, 0.240000014117646, 0.20689654899686516, 0.13793103266457762]","[0.41379310677123626, 0.2764227442898784, 0.27642274428987856, 0.2068965453551306, 0.13821137214493928]","[0.3999999700000014, 0.1666667104166651, 0.13333332333333367, 0.1000000112499997, 0.0666666741666665]","[0.3999999969326518, 0.199999998466326, 0.13333333231088376, 0.10000001073571861, 0.0666666738238123]","[0.3999999700000014, 0.19999998500000066, 0.2000000224999992, 0.16666671041666511, 0.10000001124999919]","[0.3999999969326518, 0.199999998466326, 0.20000002147143692, 0.19999999846632605, 0.10000001073571863]","[0.240000014117646, 0.15999999470588291, 0.23999997000000212, 0.10666666313725523, 0.07999999000000071]","[0.27642274428987856, 0.1463415146831693, 0.27642274428987856, 0.09756100978877942, 0.07317075734158465]","[0.31999998941176566, 0.23999997000000212, 0.240000014117646, 0.15999999470588291, 0.120000007058823]","[0.2926830293663383, 0.27642274428987856, 0.27642274428987856, 0.14634151468316925, 0.13821137214493928]","[0.4137930979937303, 0.13793103266457657, 0.10344827449843261, 0.10344827449843198, 0.10344827449843175]","[0.41379309071026105, 0.13793103559041195, 0.10344827669280907, 0.11206896842483169, 0.11206896842483176]","[0.41379309799373043, 0.13793104584639598, 0.20689654899686397, 0.20689654899686333, 0.13793103266457762]","[0.41379310677123626, 0.13793103559041195, 0.22413793684966338, 0.20689654535513058, 0.1379310355904121]"
780,"[0.30000000800000104, 0.03999999935483872, 0.19999999199999935, 0.034722223156801985, 0.05000000133333361]","[0.30000001579777863, 0.04000000103932756, 0.23000000597613404, 0.03472222504325397, 0.05000000263296304]","[0.3599999941935485, 0.19999999199999935, 0.35999999419354817, 0.15624997728972048, 0.15625000420560797]","[0.3600000093539482, 0.28749998880990724, 0.35999998337075917, 0.15624999238321452, 0.1562499923832141]","[0.35999999419354817, 0.03999999935483872, 0.19999999199999935, 0.11999999806451606, 0.05999999903225808]","[0.3599999833707588, 0.04000000103932756, 0.23000000597613404, 0.12000000311798276, 0.060000001558991344]","[0.3599999941935485, 0.19999999199999935, 0.35999999419354817, 0.11999999806451606, 0.12000001419354815]","[0.3600000093539481, 0.23000000597613404, 0.35999998337075917, 0.1200000031179829, 0.12000000311798235]","[0.30000000800000026, 0.10000000266666675, 0.19999999199999935, 0.07500000200000001, 0.05000000133333379]","[0.30000001579777863, 0.10000000526592627, 0.2874999888099072, 0.07500000394944481, 0.050000002632963135]","[0.30000000800000026, 0.19999999199999935, 0.3000000079999999, 0.15000000400000055, 0.15000000400000052]","[0.30000001579777885, 0.2874999888099072, 0.30000001579777885, 0.15000000789888931, 0.15000000789888931]","[0.31250000841121484, 0.06250000168224339, 0.19999999199999935, 0.034722223156803345, 0.15624997728971618]","[0.3124999847664288, 0.06250000507785704, 0.24826389890355174, 0.03472222504325397, 0.1562499923832141]","[0.31250000841121484, 0.19999999199999935, 0.3125000084112139, 0.15624997728972018, 0.15625000420560797]","[0.3125000253892851, 0.24826389890355174, 0.3124999847664291, 0.15624999238321452, 0.1562499923832141]"
781,"[0.2999999828571497, 0.09090909424242452, 0.18181818848484887, 0.024330902142750063, 0.036496353214125775]","[0.3000000190272299, 0.1000000036072462, 0.20000000721449193, 0.02433090175744998, 0.03649635263617498]","[0.4379561926477197, 0.21897809632385623, 0.2999999828571511, 0.1818181701515136, 0.18181817015151291]","[0.4379561950275161, 0.26249998493677745, 0.3000000190272294, 0.1999999891782617, 0.19999998917826228]","[0.36363634030302716, 0.09090909424242452, 0.18181818848484887, 0.09090909424242444, 0.09090909424242452]","[0.39999997835652457, 0.1000000036072462, 0.2000000072144918, 0.1000000036072459, 0.10000000360724604]","[0.36363637696969775, 0.18181818848484887, 0.1818181884848491, 0.18181817015151355, 0.18181817015151358]","[0.4000000144289855, 0.20000000721449193, 0.2000000072144918, 0.1999999891782617, 0.19999998917826228]","[0.2999999828571497, 0.10000000857142463, 0.1999999885714291, 0.09999999428571163, 0.07499999571428742]","[0.3000000190272299, 0.10000000634241027, 0.2624999849367773, 0.1000000063424098, 0.07500000475680746]","[0.3000000257142743, 0.19999998857142864, 0.2999999828571511, 0.14999999142857484, 0.1499999914285751]","[0.30000001902723233, 0.26249998493677745, 0.3000000190272294, 0.15000000951361492, 0.15000000951361495]","[0.4379561926477197, 0.14598539754923992, 0.21897809632385767, 0.024330902142750063, 0.036496353214125775]","[0.4379561950275144, 0.14598539834250487, 0.2189780975137573, 0.02433090175744998, 0.03649635263617498]","[0.4379561926477197, 0.218978096323856, 0.21897811928475464, 0.0875912385295439, 0.14598539754923995]","[0.4379561950275146, 0.21897809751375782, 0.21897811581704982, 0.08759123900550274, 0.14598539834250457]"
782,"[0.28571429662337855, 0.09999999756756775, 0.20000000729729744, 0.06153846366863891, 0.03418803537146631]","[0.28571430798268327, 0.09999999882492679, 0.19999999764985357, 0.06153846153846158, 0.03418803418803417]","[0.399999990270271, 0.2735042483563426, 0.307692318343196, 0.20000000729729744, 0.15384614186390552]","[0.39999999529970715, 0.2982905629609266, 0.30769230769230754, 0.19999999764985366, 0.15384615384615394]","[0.399999990270271, 0.09999999756756775, 0.20000000729729744, 0.10000000162162125, 0.044444443363363506]","[0.39999999529970715, 0.09999999882492679, 0.19999999764985357, 0.09999999882492681, 0.04444444392218962]","[0.399999990270271, 0.2000000032432425, 0.20000000729729758, 0.20000000729729744, 0.09999999756756764]","[0.39999999529970715, 0.19999999764985357, 0.19999999764985357, 0.19999999764985366, 0.10000001057565898]","[0.3076923183431953, 0.15384614186390655, 0.2735042483563426, 0.061538463668638896, 0.03418803537146631]","[0.30769230769230715, 0.15384615384615394, 0.2982905629609266, 0.06153846153846158, 0.03418803418803417]","[0.30769231834319677, 0.2735042483563426, 0.3076923183431945, 0.07692307958579818, 0.15384614186390683]","[0.30769230769230715, 0.2982905629609265, 0.30769230769230793, 0.07692307692307682, 0.15384615384615394]","[0.28571429662337694, 0.14285714831168916, 0.2142857033766221, 0.09523809887445951, 0.07142857415584475]","[0.28571430798268327, 0.1428571539913417, 0.2738095061803758, 0.09523810266089447, 0.07142857699567076]","[0.28571429662337694, 0.2142857033766221, 0.28571429662337855, 0.14285714831168952, 0.14285714831168927]","[0.28571430798268355, 0.2738095061803758, 0.28571430798268327, 0.14285715399134152, 0.14285715399134163]"
783,"[0.2857142657142872, 0.08633095490697008, 0.14285714901098873, 0.08633095490697011, 0.028571430238094983]","[0.3076923171390354, 0.08379889260240313, 0.1538461585695177, 0.08379889260240313, 0.028571430340261092]","[0.3999999941666676, 0.21582731537087627, 0.345323675834784, 0.2857142657142872, 0.14285713824175847]","[0.39999999380908746, 0.2681564398083396, 0.3351954878128606, 0.3076923171390354, 0.15384613810160724]","[0.3999999941666675, 0.17142856684523913, 0.1999999970833338, 0.0999999985416669, 0.028571430238094983]","[0.3999999938090865, 0.18571428947305313, 0.19999999690454334, 0.0999999984522716, 0.028571430340261092]","[0.3999999941666676, 0.1999999970833335, 0.2000000116666651, 0.17142856684523877, 0.0999999985416669]","[0.3999999938090865, 0.1999999969045434, 0.20000001238182583, 0.1857142894730532, 0.0999999984522716]","[0.2857142657142872, 0.14285713824175847, 0.1428571490109886, 0.14285713824175847, 0.07142856912087923]","[0.3076923171390354, 0.15384613810160724, 0.1538461585695177, 0.15384613810160722, 0.07692306905080377]","[0.2857142980219775, 0.14285714901098848, 0.285714276483517, 0.2857142657142872, 0.14285713824175847]","[0.3076923171390354, 0.1538461585695177, 0.3076922762032148, 0.3076923171390354, 0.15384613810160724]","[0.34532367583478407, 0.08633095490697008, 0.21582731537087732, 0.08633095490697026, 0.03597121922847936]","[0.3351954878128606, 0.08379889260240313, 0.2681564398083396, 0.08379889260240313, 0.04469273996805704]","[0.34532381962788034, 0.21582731537087627, 0.345323675834784, 0.10791365768543845, 0.11510789194492765]","[0.3351955704096125, 0.2681564398083396, 0.3351954878128606, 0.13407821990416996, 0.11173182927095418]"
784,"[0.2702702970559815, 0.09374999999999509, 0.187500000000002, 0.11428583428571921, 0.028571458571430234]","[0.2702702971281626, 0.09374999999999994, 0.1874999999999999, 0.10714291061990154, 0.0357142723450246]","[0.37500000000000394, 0.2702702574131256, 0.2857138857142669, 0.1875000000000026, 0.17708332333332727]","[0.3750000000000001, 0.2857141787601972, 0.28571417876019695, 0.18750000000000028, 0.17708332587142075]","[0.28571388571426337, 0.11428583428571921, 0.22857131857142124, 0.1142858342857192, 0.028571458571430234]","[0.28571417876019695, 0.10714291061990143, 0.2857141787601968, 0.10714291061990154, 0.0357142723450246]","[0.34285750285715766, 0.22857131857141738, 0.28571388571426876, 0.1142858342857192, 0.14285694285713169]","[0.3214287318597046, 0.28571417876019806, 0.28571417876019695, 0.14285708938009842, 0.14285708938009847]","[0.27027029705598127, 0.15315313529600777, 0.2702702574131285, 0.13513512870656497, 0.054054059411196065]","[0.2702702971281626, 0.15315313524789156, 0.27027025737848237, 0.13513512868924102, 0.054054059425632524]","[0.3063062705920302, 0.2702702574131256, 0.2702702970559803, 0.13513514852799094, 0.13513514852799063]","[0.3063062704957833, 0.27027025737848165, 0.2702702971281626, 0.1351351485640813, 0.1351351485640813]","[0.35416664666666187, 0.09374999999999467, 0.18750000000000197, 0.1875000000000014, 0.06250000000000058]","[0.3541666517428415, 0.09374999999999994, 0.1874999999999999, 0.18749999999999925, 0.06250000000000132]","[0.37500000000000394, 0.18749999999998876, 0.1875000000000041, 0.1875000000000026, 0.17708332333332727]","[0.3749999999999998, 0.1874999999999999, 0.1874999999999999, 0.18750000000000164, 0.17708332587142075]"
785,"[0.29629615058204195, 0.11698719555860854, 0.1904761984761905, 0.08653845510988988, 0.04761904961904772]","[0.32432433848953335, 0.11698718917967547, 0.19047620724779613, 0.08653845766146318, 0.047619051811949115]","[0.4326922755494492, 0.22222217079366197, 0.29629615058204195, 0.19047619847619074, 0.1428571068571429]","[0.43269228830731665, 0.21634614415365808, 0.3243243384895316, 0.19047620724779618, 0.166666637316357]","[0.380952396952381, 0.1428571068571429, 0.19047619847619005, 0.09523809923809502, 0.047619049619047685]","[0.380952414495593, 0.16666663731635709, 0.19047620724779624, 0.09523810362389756, 0.047619051811949115]","[0.380952396952381, 0.19047619847619074, 0.19047619847619005, 0.19047619847619074, 0.1428571068571429]","[0.38095241449559325, 0.1904762072477953, 0.19047620724779646, 0.1904762072477965, 0.166666637316357]","[0.4326922755494471, 0.11698719555860881, 0.2163461377747246, 0.08653845510988988, 0.04807691950549435]","[0.4326922883073165, 0.11698718917967547, 0.2163461441536575, 0.08653845766146318, 0.048076920923035185]","[0.4326922755494492, 0.21634613777472322, 0.21634613777472472, 0.11698719555860831, 0.11698719555860893]","[0.43269228830731665, 0.21634614415365808, 0.2163461441536575, 0.11698718917967524, 0.11698718917967547]","[0.29629615058204195, 0.14814819100528268, 0.22222217079366208, 0.09876546067018784, 0.07407409550264049]","[0.32432433848953335, 0.1621621255687073, 0.21621622565968734, 0.10810811282984437, 0.08108108462238327]","[0.2962963820105635, 0.22222217079366252, 0.29629615058204195, 0.1481481910052811, 0.11111108539683076]","[0.32432433848953346, 0.2162162256596884, 0.32432433848953335, 0.16216212556870707, 0.10810811282984453]"
786,"[0.25000005999999964, 0.05616850453889602, 0.12499999000000095, 0.08445336209141348, 0.04761904458107229]","[0.30769236877976436, 0.056168504521176714, 0.11538467138145087, 0.08445336212786507, 0.04761904545466782]","[0.5055165408500644, 0.24999998000000162, 0.25275827042503135, 0.19047617832429165, 0.19047617832429165]","[0.5055165406905904, 0.23076934276290165, 0.30769236877976436, 0.1904761818186713, 0.19047618181867135]","[0.3809523566485833, 0.12698412951577265, 0.19047619427365786, 0.09523809713682893, 0.04761904458107229]","[0.3809523636373427, 0.12698412878777682, 0.19047619318166492, 0.09523809659083278, 0.04761904545466782]","[0.38095238854731794, 0.19047619427365892, 0.19047619427365786, 0.19047617832429165, 0.19047617832429165]","[0.38095238636333056, 0.19047619318166523, 0.19047619318166492, 0.1904761818186713, 0.19047618181867135]","[0.25000005999999825, 0.12499998999999948, 0.12499999000000034, 0.1250000299999992, 0.12499998999999966]","[0.30769236877976436, 0.11538453902529414, 0.11538467138145087, 0.15384618438988218, 0.11538453902529452]","[0.3749999699999985, 0.24999998000000162, 0.25000005999999825, 0.12500002999999993, 0.1250000299999996]","[0.3461536170758836, 0.23076934276290173, 0.30769236877976436, 0.15384618438988218, 0.15384618438988218]","[0.5055165408500644, 0.05616850453889604, 0.16890672418282787, 0.08445336209141391, 0.07221664869286594]","[0.5055165406905903, 0.056168504521176714, 0.16890672425573014, 0.08445336212786507, 0.07221664867008437]","[0.5055165408500644, 0.16890672418282787, 0.25275827042503135, 0.10110332209459294, 0.08445336209141524]","[0.5055165406905904, 0.16890672425573014, 0.25275827034529513, 0.10110330813811806, 0.08445337630481972]"
787,"[0.3302745543578148, 0.08510632297874719, 0.2018358123852897, 0.053191451861713035, 0.03669717270642406]","[0.35573122529644297, 0.08510639049033238, 0.1865614012637627, 0.053191502882598246, 0.0395256916996048]","[0.43049330782827167, 0.20627788404883, 0.33027455435781433, 0.21276580744685505, 0.16513591467895467]","[0.4304932855611735, 0.20627797682844248, 0.3557312252964428, 0.21276597622583093, 0.17786561264822123]","[0.3302745543578148, 0.16513591467895458, 0.2018358123852897, 0.06605491087156325, 0.03669717270642406]","[0.35573122529644297, 0.17786561264822096, 0.1865614012637627, 0.07114624505928847, 0.0395256916996048]","[0.3302745543578165, 0.2018358123852897, 0.3302745543578148, 0.10091790619264485, 0.16513591467895458]","[0.35573122529644324, 0.1865614012637627, 0.35573122529644297, 0.0932807006318815, 0.1778656126482209]","[0.425531614893707, 0.08510632297874327, 0.20567408386515867, 0.053191451861713035, 0.07092193581561737]","[0.42553195245166187, 0.08510639049033238, 0.2056736887568978, 0.053191502882598246, 0.07092199207527702]","[0.425531614893707, 0.20567408386514743, 0.2127658074468498, 0.21276580744685505, 0.10283704193257945]","[0.42553195245166187, 0.2056736887568978, 0.21276601153039298, 0.21276597622583093, 0.10283684437844912]","[0.43049330782827167, 0.14349776927609054, 0.20627788404882721, 0.103138942024415, 0.05381166347853708]","[0.4304932855611735, 0.14349776185372481, 0.2062779768284429, 0.10313898841422146, 0.053811660695146715]","[0.43049330782827167, 0.20627788404883, 0.2152466539141352, 0.10762332695707538, 0.1031389420244273]","[0.4304932855611735, 0.20627797682844248, 0.21524664278058683, 0.10762332139029339, 0.10313898841422132]"
788,"[0.24390242569105822, 0.08633094936070809, 0.19512192233062614, 0.04347826464315019, 0.03597122029881128]","[0.24000010080273057, 0.08571429121611426, 0.20000000000000018, 0.0408163293006539, 0.03809523626129396]","[0.3902438446612524, 0.26086955314191984, 0.3453236942250199, 0.24390242569105822, 0.1304347765709597]","[0.39999999999999986, 0.28571425986056154, 0.3428571263516576, 0.24000010080273057, 0.1428571299302815]","[0.24390242569105822, 0.19512192233062559, 0.19512192233062614, 0.09756100672086437, 0.09756096116531277]","[0.24000010080273057, 0.19999999999999993, 0.20000000000000018, 0.10000000000000005, 0.09999999999999996]","[0.3902438446612523, 0.19512201344172875, 0.19512192233062614, 0.24390242569105822, 0.12195121284552911]","[0.39999999999999986, 0.20000000000000018, 0.20000000000000023, 0.24000010080273057, 0.12000005040136529]","[0.26086955314191945, 0.15217392625102566, 0.26086955314191945, 0.04347826464315023, 0.07608696312551272]","[0.28571425986056226, 0.14285715255228942, 0.28571425986056165, 0.0408163293006539, 0.071428576276145]","[0.3043478525020516, 0.26086955314191984, 0.26086955314191945, 0.15217392625102544, 0.1304347765709597]","[0.28571430510457735, 0.28571425986056154, 0.28571425986056165, 0.14285715255228942, 0.14285712993028155]","[0.34532369422501885, 0.08633094936070809, 0.2158273217928649, 0.06906475948856662, 0.03597122029881128]","[0.34285712635165805, 0.08571429121611426, 0.22857141756777213, 0.06857143297289114, 0.03809523626129396]","[0.34532379744283237, 0.2158273217928649, 0.34532369422502174, 0.10791366089643226, 0.11510789807500554]","[0.34285716486445633, 0.22857141756777707, 0.3428571263516576, 0.11428570878388189, 0.11428570878388603]"
789,"[0.24999958000000924, 0.1250002099999954, 0.1987951357228917, 0.06976744073075802, 0.031007753235055637]","[0.27450981217543036, 0.13253012754840165, 0.1987951913226021, 0.06976743944401487, 0.03100775086400654]","[0.3975902714457832, 0.279069762923032, 0.27906976292303226, 0.24999958000000894, 0.19879513572289165]","[0.3975903826452042, 0.2790697577760597, 0.27906975777605947, 0.27450981217543036, 0.1987951782888839]","[0.279069762923032, 0.17441860182689464, 0.279069762923032, 0.06976744073075802, 0.031007753235055637]","[0.27906975777605886, 0.1860465744556156, 0.27906975777605947, 0.06976743944401487, 0.03100775086400654]","[0.27906977911550074, 0.279069762923032, 0.279069762923032, 0.174418601826895, 0.09302325430767733]","[0.27906975777605886, 0.2790697577760598, 0.27906975777605947, 0.1860465744556156, 0.093023287227807]","[0.24999958000000894, 0.12500020999999528, 0.24999986000000332, 0.12499993000000131, 0.03571434571428444]","[0.27450981217542975, 0.13725490608771537, 0.27450978210779214, 0.13725490608771496, 0.03921568745363276]","[0.25000041999999073, 0.24999986000000352, 0.2499998600000035, 0.24999958000000894, 0.12499993000000131]","[0.27450981217542975, 0.27450978210779187, 0.27450981217542986, 0.27450981217543036, 0.13725490608771507]","[0.3975902714457832, 0.13253009048192774, 0.1987951357228916, 0.07228920062650582, 0.05421690046987951]","[0.3975903565777681, 0.13253012754840165, 0.1987951913226021, 0.07228914626234456, 0.054216859696758296]","[0.3975902714457832, 0.1987951357228923, 0.21686760187951767, 0.13253009048192815, 0.19879513572289165]","[0.3975903826452042, 0.19879519132260193, 0.2168674387870337, 0.13253012754840188, 0.1987951782888839]"
790,"[0.27272724939393617, 0.08108108566441471, 0.14814814380032199, 0.04545455378787968, 0.03703704181964529]","[0.27272727787427786, 0.0810810855183311, 0.1481481481481481, 0.04545454631237964, 0.037037037037037174]","[0.4444444314009664, 0.27272724939393733, 0.3243243118243247, 0.16216215591216146, 0.13636362469696867]","[0.44444444444444436, 0.27272727787427786, 0.32432431222273417, 0.1621621561113674, 0.14814811149761672]","[0.27272724939393617, 0.25974028640693, 0.27272724939393617, 0.04545455378787968, 0.0649350716017319]","[0.27272727787427786, 0.25974025385796834, 0.27272727787427786, 0.04545454631237964, 0.06493506346449218]","[0.27272732272727807, 0.27272724939393733, 0.27272724939393617, 0.1298701432034638, 0.13636362469696867]","[0.27272727787427786, 0.27272727787427786, 0.27272727787427786, 0.12987012692898436, 0.13636363893713924]","[0.3243243118243231, 0.08108108566441471, 0.20270269874436903, 0.10810810394144177, 0.06486486236486713]","[0.3243243122227338, 0.0810810855183311, 0.25135136062923735, 0.10810810407424469, 0.06486486244454691]","[0.32432434265765886, 0.20270269874436903, 0.3243243118243253, 0.162162155912162, 0.10810810394144103]","[0.32432434207332306, 0.25135136062923735, 0.32432431222273417, 0.16216215611136717, 0.1081081040742446]","[0.4444444314009658, 0.1296296287600644, 0.14814814380032176, 0.07407407190016063, 0.03703704181964529]","[0.4444444444444443, 0.14814811149761672, 0.14814814814814814, 0.07407407407407411, 0.037037037037037174]","[0.4444444314009664, 0.22222221570048298, 0.14814814380032176, 0.14814816727858307, 0.1296296287600644]","[0.44444444444444436, 0.22222222222222202, 0.14814814814814814, 0.14814814814814828, 0.14814811149761672]"
791,"[0.2857142977142869, 0.06879606767606847, 0.1366707655507613, 0.04761904961904761, 0.03846156846153548]","[0.28571431122899343, 0.06879606760538295, 0.13667076579562829, 0.04761905187149911, 0.038697792354898994]","[0.6191646090846175, 0.23809520609523568, 0.3846153596153868, 0.14285714885714346, 0.14285714885714346]","[0.6191646084484467, 0.261904740642509, 0.3819444178666206, 0.14285715561448592, 0.14285715561449672]","[0.38461535961538673, 0.07692307192307735, 0.23076921576923304, 0.07692307192307733, 0.0384615684615362]","[0.38194441786662464, 0.0763888835733258, 0.24999999999999586, 0.07638888357332493, 0.0416666985600534]","[0.38461535961538673, 0.23076921576923304, 0.3846153596153868, 0.07692313692306918, 0.07692307192307714]","[0.38194441786662464, 0.24999999999999586, 0.3819444178666301, 0.08333339712010003, 0.07638888357334038]","[0.2857142977142869, 0.14285714885714346, 0.23809520609524046, 0.04761904961904761, 0.14285714885714282]","[0.28571431122898305, 0.14285715561449247, 0.26190474064250235, 0.04761905187149911, 0.14285715561449502]","[0.2857142977142887, 0.23809520609523843, 0.28571429771428564, 0.14285714885714346, 0.14285714885714346]","[0.28571431122898305, 0.26190474064251723, 0.2857143112289768, 0.14285715561449672, 0.14285715561449672]","[0.6191646090846175, 0.0687960676760686, 0.1366707655507613, 0.06879606767606859, 0.03869779213778895]","[0.6191646084484467, 0.06879606760538295, 0.13667076579562829, 0.0687960676053763, 0.038697792354898994]","[0.6191646090846175, 0.1366707655507613, 0.1547911685511558, 0.06879606767606859, 0.08845208701208954]","[0.6191646084484467, 0.13667076579563514, 0.15479116941959337, 0.0687960676053763, 0.08845208692120048]"
