Trial,entani論文のPartialIncorporation_wᴸ,解の非唯一性考慮のPartialIncorporation_wᴸ,entani論文のPartialIncorporation_wᵁ,解の非唯一性考慮のPartialIncorporation_wᵁ,entani論文のPartialIncorporation_wᴸ_1,解の非唯一性考慮のPartialIncorporation_wᴸ_1,entani論文のPartialIncorporation_wᵁ_1,解の非唯一性考慮のPartialIncorporation_wᵁ_1,entani論文のPartialIncorporation_wᴸ_2,解の非唯一性考慮のPartialIncorporation_wᴸ_2,entani論文のPartialIncorporation_wᵁ_2,解の非唯一性考慮のPartialIncorporation_wᵁ_2,entani論文のPartialIncorporation_wᴸ_3,解の非唯一性考慮のPartialIncorporation_wᴸ_3,entani論文のPartialIncorporation_wᵁ_3,解の非唯一性考慮のPartialIncorporation_wᵁ_3,entani論文のPartialIncorporation_Ŵ,解の非唯一性考慮のPartialIncorporation_Ŵ
910,"[0.31034471615762205, 0.20000005999999954, 0.17241400738918838, 0.08823565411765188, 0.04289190686274172]","[0.36144576865098954, 0.2000000600000061, 0.18072295944848665, 0.0882356541176494, 0.04289190686274375]","[0.4411762305882321, 0.31034471615762205, 0.22058811529411604, 0.15689654529556757, 0.050000014999999884]","[0.44117623058823374, 0.2578312719005239, 0.22058811529411687, 0.14999998499999842, 0.05000001500000153]","[0.3666667366666661, 0.19999994000000046, 0.19999994000000046, 0.10000002999999977, 0.050000014999999884]","[0.3666667366666738, 0.1999999399999939, 0.1999999399999939, 0.10000003000000306, 0.05000001500000153]","[0.3999998800000009, 0.20000005999999954, 0.20000005999999954, 0.18333336833333305, 0.09999997000000023]","[0.3999998799999878, 0.2000000600000061, 0.2000000600000061, 0.1833333683333369, 0.09999996999999695]","[0.31034471615762205, 0.17241375881772986, 0.15517235807881102, 0.05747133579639613, 0.03448280147783768]","[0.36144576865098954, 0.18072288432549477, 0.18072288432549477, 0.060240986482828884, 0.036144591889697326]","[0.31034471615762205, 0.31034471615762205, 0.17241400738918838, 0.17241375881772986, 0.17241375881772986]","[0.36144576865098954, 0.36144576865098954, 0.18072295944848665, 0.18072288432549477, 0.18072288432549477]","[0.4411762305882321, 0.20710809313725828, 0.22058811529411604, 0.027573514411764505, 0.02941188470588396]","[0.44117623058823374, 0.20710809313725628, 0.22058811529411687, 0.02757351441176461, 0.029411884705883132]","[0.4411762305882321, 0.22058811529411604, 0.22058811529411604, 0.08823565411765188, 0.10355404656862914]","[0.44117623058823374, 0.22058811529411687, 0.22058811529411687, 0.0882356541176494, 0.10355404656862814]","[[0.3999998800000009, 0.20000005999999954, 0.20000005999999954, 0.14999998500000017, 0.050000014999999884], [0.31034471615762205, 0.31034471615762205, 0.17241400738918838, 0.15689654529556757, 0.050000014999999884], [0.4411762305882321, 0.20710809313725828, 0.22058811529411604, 0.08823565411765188, 0.04289190686274172]]","[[0.3999998799999878, 0.2000000600000061, 0.2000000600000061, 0.14999998499999842, 0.05000001500000153], [0.36144576865098954, 0.2578312719005239, 0.18072295944848665, 0.14999998499999842, 0.05000001500000153], [0.44117623058823374, 0.20710809313725628, 0.22058811529411687, 0.0882356541176494, 0.04289190686274375]]"
911,"[0.37500001333333344, 0.18260870539575996, 0.18750000666666672, 0.15072464793757023, 0.06666666666666667]","[0.3870967948439135, 0.19354839742195676, 0.19354839742195676, 0.12903221160119455, 0.07741940811970517]","[0.39999998000000314, 0.19565213596432346, 0.2, 0.15624996999999965, 0.09375000333333336]","[0.39999998857142904, 0.19565213596432454, 0.19999999428571452, 0.12903221160119455, 0.09677419871097838]","[0.38315219198996764, 0.19565213596432346, 0.19565218314381322, 0.09782609157190661, 0.02173913146042369]","[0.3831521919899669, 0.19565213596432454, 0.19565218314381297, 0.09782609157190648, 0.021739131460423663]","[0.39130436628762644, 0.19565218314381322, 0.19565218314381322, 0.19565213596432346, 0.1277173973299892]","[0.39130436628762594, 0.19565218314381297, 0.19565218314381297, 0.19565213596432454, 0.127717397329989]","[0.37499994222222177, 0.12500000444444448, 0.18750000666666672, 0.06250000222222224, 0.09375000333333336]","[0.38709675927939585, 0.12903226494797118, 0.19354839742195676, 0.06451613247398559, 0.09677419871097838]","[0.37500001333333344, 0.18750000666666672, 0.18750000666666672, 0.18749997111111089, 0.18749997111111089]","[0.3870967948439135, 0.19354839742195676, 0.19354839742195676, 0.19354837963969793, 0.19354837963969793]","[0.39999998000000314, 0.13333333333333333, 0.2, 0.1, 0.06666666666666667]","[0.39999998857142904, 0.13333333904761882, 0.19999999428571452, 0.09999999714285726, 0.06666666952380941]","[0.4, 0.2, 0.2, 0.19999999000000157, 0.1]","[0.4000000171428565, 0.19999999428571452, 0.19999999428571452, 0.19999999428571452, 0.09999999714285726]","[[0.39130436628762644, 0.19565213596432346, 0.19565218314381322, 0.15072464793757023, 0.06666666666666667], [0.37500001333333344, 0.18750000666666672, 0.18750000666666672, 0.15624996999999965, 0.09375000333333336], [0.39999998000000314, 0.18260870539575996, 0.2, 0.15072464793757023, 0.06666666666666667]]","[[0.39130436628762594, 0.19565213596432454, 0.19565218314381297, 0.12903221160119455, 0.08835910300304199], [0.3870967948439135, 0.19354839742195676, 0.19354839742195676, 0.12903221160119455, 0.09677419871097838], [0.39999998857142904, 0.19354839742195676, 0.19999999428571452, 0.12903221160119455, 0.07741940811970517]]"
912,"[0.36363638363636347, 0.18181819181818176, 0.13793145448278205, 0.055900620178555176, 0.09147374586060103]","[0.363636383636364, 0.181818191818182, 0.14285725682079747, 0.05590062017855525, 0.09147374586059974]","[0.4472049614284414, 0.18181819181818176, 0.2236024807142207, 0.18125348686667198, 0.09147374586060103]","[0.447204961428442, 0.181818191818182, 0.223602480714221, 0.18125348686667223, 0.09147374586059974]","[0.4472049614284414, 0.1366459612767605, 0.2236024807142207, 0.024844720079357854, 0.04968944183930034]","[0.447204961428442, 0.15217391888898957, 0.223602480714221, 0.02484472007935789, 0.049689441839300276]","[0.44720497655370306, 0.2236024807142207, 0.2236024807142207, 0.055900620178555176, 0.1366459612767605]","[0.4472049765537025, 0.223602480714221, 0.223602480714221, 0.05590062017855525, 0.15217391888898957]","[0.4137926234482491, 0.13793145448278205, 0.13793087448274968, 0.10344815586206227, 0.06896572724139102]","[0.4285713353284385, 0.14285725682079747, 0.14285711177614616, 0.10714283383210962, 0.07142862841039874]","[0.4137926234482491, 0.20689631172412454, 0.13793145448278205, 0.20689631172412454, 0.13793145448278205]","[0.4285713353284385, 0.21428566766421925, 0.14285725682079747, 0.21428566766421925, 0.14285725682079747]","[0.36363638363636347, 0.18181813681818215, 0.18181819181818173, 0.09090909590909087, 0.09090909590909087]","[0.363636383636364, 0.1818181368181807, 0.181818191818182, 0.090909095909091, 0.090909095909091]","[0.36363638363636347, 0.18181819181818176, 0.18181819181818173, 0.18181819181818176, 0.18181813681818215]","[0.363636383636364, 0.181818191818182, 0.181818191818182, 0.181818191818182, 0.1818181368181807]","[[0.4472049614284414, 0.18181819181818176, 0.2236024807142207, 0.055900620178555176, 0.09147374586060103], [0.4137926234482491, 0.18181819181818176, 0.13793145448278205, 0.1749839843901861, 0.09147374586060103], [0.36363638363636347, 0.18181819181818176, 0.18181819181818173, 0.18125348686667198, 0.09147374586060103]]","[[0.447204961428442, 0.181818191818182, 0.223602480714221, 0.05590062017855525, 0.09147374586059974], [0.4285713353284385, 0.181818191818182, 0.14285725682079747, 0.15527947017198224, 0.09147374586059974], [0.363636383636364, 0.181818191818182, 0.181818191818182, 0.18125348686667223, 0.09147374586059974]]"
913,"[0.41379312462474593, 0.15384614884615413, 0.17307694182692202, 0.13186814717741044, 0.07142856498527217]","[0.413793145801222, 0.15384615003663002, 0.17307693736263743, 0.13186814598693383, 0.0714285649852726]","[0.46153844653846243, 0.1644562226864567, 0.2142856949558165, 0.13793101595334728, 0.07692307442307707]","[0.4615384501098901, 0.1677718188073245, 0.21428569495581778, 0.1346153874725274, 0.07692307501831501]","[0.42857144403534675, 0.14285714801178226, 0.2142856949558165, 0.05428571444035348, 0.07142856498527217]","[0.4285714440353458, 0.14285714801178193, 0.21428569495581778, 0.05428571444035344, 0.0714285649852726]","[0.42857144403534675, 0.2142856949558165, 0.21714285776141393, 0.14285714801178226, 0.08571428880706936]","[0.4285714440353458, 0.21428569495581778, 0.21714285776141376, 0.14285714801178193, 0.08571428880706915]","[0.46153844653846243, 0.15384614884615413, 0.15384614884615413, 0.05769231394230734, 0.07692307442307707]","[0.4615384501098901, 0.15384615003663002, 0.15384615003663002, 0.057692312454212476, 0.07692307501831501]","[0.46153844653846243, 0.15384614884615413, 0.17307694182692202, 0.15384614884615413, 0.15384614884615413]","[0.4615384501098901, 0.15384615003663002, 0.17307693736263743, 0.15384615003663002, 0.15384615003663002]","[0.41379312462474593, 0.13793101595334728, 0.20689656231237297, 0.06896552077079099, 0.04597701384719399]","[0.413793145801222, 0.16666663254901556, 0.206896572900611, 0.06896552430020367, 0.04597701620013578]","[0.41379312462474593, 0.20689656231237297, 0.20689656231237297, 0.13793101595334728, 0.10344828115618648]","[0.413793145801222, 0.206896572900611, 0.206896572900611, 0.16666663254901556, 0.1034482864503055]","[[0.42857144403534675, 0.15384614884615413, 0.2142856949558165, 0.13186814717741044, 0.07142856498527217], [0.46153844653846243, 0.15384614884615413, 0.17307694182692202, 0.1346153883653844, 0.07692307442307707], [0.41379312462474593, 0.1644562226864567, 0.20689656231237297, 0.13793101595334728, 0.07692307442307707]]","[[0.4285714440353458, 0.15384615003663002, 0.21428569495581778, 0.13186814598693383, 0.0714285649852726], [0.4615384501098901, 0.15384615003663002, 0.17307693736263743, 0.1346153874725274, 0.07692307501831501], [0.413793145801222, 0.1677718188073245, 0.206896572900611, 0.1346153874725274, 0.07692307501831501]]"
914,"[0.306122520979595, 0.189873417721519, 0.25316455696202533, 0.11111117111110812, 0.05907174995780606]","[0.2903227635601104, 0.18987341772151897, 0.2531645569620253, 0.12658227848101264, 0.05907174419204047]","[0.37130799687763694, 0.20210092960199122, 0.306122520979595, 0.12658227848101267, 0.05907174995780606]","[0.3713080026434026, 0.23370045020672608, 0.29999965017011215, 0.12658227848101264, 0.05907174419204047]","[0.306122520979595, 0.1530612604897975, 0.24489784038366824, 0.061224504195919, 0.034013613442177223]","[0.30000003886998755, 0.15000001943499378, 0.29999965017011215, 0.060000007773997506, 0.03333333765222083]","[0.306122520979595, 0.24489784038366824, 0.306122520979595, 0.1530612604897975, 0.08163261346122275]","[0.30000003886998755, 0.29999965017011215, 0.30000003886998755, 0.15000001943499378, 0.09999988339003739]","[0.37130799687763694, 0.12658227848101267, 0.189873417721519, 0.12658227848101267, 0.05063291139240507]","[0.3713080026434026, 0.12658227848101264, 0.18987341772151897, 0.12658227848101264, 0.05063291139240506]","[0.379746835443038, 0.189873417721519, 0.25316455696202533, 0.12658227848101267, 0.18565399843881847]","[0.37974683544303794, 0.18987341772151897, 0.2531645569620253, 0.12658227848101264, 0.1856540013217013]","[0.33333324333333786, 0.11111117111110812, 0.22222220722222297, 0.11111108111111262, 0.03703702703703754]","[0.2903227635601104, 0.14516122426996014, 0.2903224485399203, 0.09677425452003681, 0.03225808484001227]","[0.33333324333333786, 0.22222220722222297, 0.33333324333333786, 0.11111117111110812, 0.11111117111110812]","[0.2903227635601104, 0.2903224485399203, 0.2903227635601104, 0.14516122426996014, 0.14516122426996014]","[[0.306122520979595, 0.20210092960199122, 0.306122520979595, 0.12658227848101267, 0.05907174995780606], [0.37130799687763694, 0.189873417721519, 0.25316455696202533, 0.12658227848101267, 0.05907174995780606], [0.33333324333333786, 0.19036131461815298, 0.306122520979595, 0.11111117111110812, 0.05907174995780606]]","[[0.30000003886998755, 0.2143462882868472, 0.29999965017011215, 0.12658227848101264, 0.05907174419204047], [0.3713080026434026, 0.18987341772151897, 0.2531645569620253, 0.12658227848101264, 0.05907174419204047], [0.2903227635601104, 0.23370045020672608, 0.2903227635601104, 0.12658227848101264, 0.05907174419204047]]"
915,"[0.2916672266665881, 0.16666668333333462, 0.18749972833337322, 0.14583361333329406, 0.09859156291279558]","[0.33333333888888883, 0.16666666944444442, 0.16666666944444442, 0.16666666944444447, 0.09161295263757353]","[0.3380281639077017, 0.16666668333333462, 0.2708328766667272, 0.16901408195385084, 0.16666665833333272]","[0.36129015787475494, 0.18322590527514707, 0.18692327401175166, 0.17910447761194032, 0.16666665277777779]","[0.3380281639077017, 0.05633802731795028, 0.197183095612826, 0.16901408195385084, 0.04225352048846271]","[0.35820895522388063, 0.05970149253731344, 0.18507477575456113, 0.17910447761194032, 0.04477611940298508]","[0.3380281639077017, 0.197183095612826, 0.3380281639077017, 0.16901408195385084, 0.09859156291279558]","[0.35820895522388063, 0.18507477575456113, 0.35820895522388063, 0.17910447761194032, 0.09253738787728057]","[0.2916672266665881, 0.14583361333329406, 0.24999920000011225, 0.041666746666655444, 0.036458403333323515]","[0.36129015787475494, 0.18064507893737747, 0.18322590527514707, 0.05161287969639357, 0.04516126973434437]","[0.2916672266665881, 0.24999920000011225, 0.2916672266665881, 0.14583361333329406, 0.12499960000005612]","[0.36129015787475494, 0.18322590527514707, 0.36129015787475494, 0.18064507893737747, 0.09161295263757353]","[0.33333331666666544, 0.16666668333333462, 0.16666668333333462, 0.0666666533333323, 0.16666665833333272]","[0.33333333888888883, 0.16666666944444442, 0.16666666944444442, 0.06666666444444445, 0.16666665277777779]","[0.33333336666666924, 0.16666668333333462, 0.2666666133333292, 0.16666665833333272, 0.16666668333333462]","[0.33333333888888883, 0.16666666944444442, 0.2666666577777778, 0.16666666944444442, 0.16666666944444442]","[[0.3380281639077017, 0.16666668333333462, 0.22769950789231733, 0.16901408195385084, 0.09859156291279558], [0.2916672266665881, 0.16666668333333462, 0.2708328766667272, 0.14583361333329406, 0.12499960000005612], [0.33333331666666544, 0.16666668333333462, 0.18749972833337322, 0.14583361333329406, 0.16666665833333272]]","[[0.35820895522388063, 0.18322590527514707, 0.18692327401175166, 0.17910447761194032, 0.09253738787728057], [0.36129015787475494, 0.18322590527514707, 0.18692327401175166, 0.17694771020077274, 0.09161295263757353], [0.33333333888888883, 0.16666666944444442, 0.16666666944444442, 0.16666666944444447, 0.16666665277777779]]"
916,"[0.36363641286713017, 0.1502461194187275, 0.20689670772413193, 0.1428571728571405, 0.07142858642857025]","[0.3636364128671342, 0.14285718952380932, 0.2068967077241374, 0.142857142857143, 0.0714285714285715]","[0.42857141357142975, 0.18181820643356508, 0.20689670772413193, 0.17622008654660265, 0.07142858642857025]","[0.42857142857142844, 0.1818182064335671, 0.2142856676190475, 0.16883114165167976, 0.0714285714285715]","[0.41379306744827726, 0.1379310224827591, 0.20689653372413863, 0.10344835386206597, 0.028735615183908696]","[0.41379306744827604, 0.13793102248275865, 0.20689653372413802, 0.1034483538620687, 0.02873561518390812]","[0.41379306744827726, 0.20689653372413863, 0.20689670772413193, 0.14367807591954349, 0.1379310224827591]","[0.41379306744827604, 0.20689653372413802, 0.2068967077241374, 0.1436780759195406, 0.13793102248275865]","[0.2272727411188804, 0.18181820643356508, 0.18181820643356508, 0.09090906937063052, 0.06818180202797289]","[0.2840908925524471, 0.1818182064335671, 0.1818182064335671, 0.09090906937062879, 0.0681818020279716]","[0.36363641286713017, 0.18181820643356508, 0.27272720811189155, 0.2272727411188804, 0.09090910321678254]","[0.3636364128671342, 0.1818182064335671, 0.2727272081118864, 0.2840908925524471, 0.09090910321678355]","[0.42857141357142975, 0.10714285339285744, 0.17857145732142626, 0.07142856892857162, 0.07142858642857025]","[0.42857142857142844, 0.10714285714285711, 0.2142856676190475, 0.0714285714285715, 0.0714285714285715]","[0.42857141357142975, 0.17857145732142626, 0.21428570678571487, 0.1428571728571405, 0.10714285339285744]","[0.42857142857142844, 0.2142856676190475, 0.2142857142857145, 0.142857142857143, 0.10714285714285711]","[[0.41379306744827726, 0.16502446554188005, 0.20689670772413193, 0.1428571728571405, 0.07142858642857025], [0.36363641286713017, 0.18181820643356508, 0.20689670772413193, 0.17622008654660265, 0.07142858642857025], [0.42857141357142975, 0.1502461194187275, 0.20689670772413193, 0.1428571728571405, 0.07142858642857025]]","[[0.41379306744827604, 0.165024510541872, 0.2068967077241374, 0.142857142857143, 0.0714285714285715], [0.3636364128671342, 0.1818182064335671, 0.2142856676190475, 0.16883114165167976, 0.0714285714285715], [0.42857142857142844, 0.14285718952380932, 0.2142856676190475, 0.142857142857143, 0.0714285714285715]]"
917,"[0.3333333433333334, 0.13559322299385043, 0.18181824181817927, 0.14312619041681302, 0.11111111444444448]","[0.3333333533333338, 0.1666666766666669, 0.18181824181818051, 0.13225472442456332, 0.09090912090909026]","[0.4067796376541164, 0.18181813181818396, 0.20338983449077563, 0.1854990360647798, 0.11111111444444448]","[0.4067796447119424, 0.1818181318181829, 0.20338983328773713, 0.1854990189344843, 0.11111111777777792]","[0.4067796376541164, 0.13559322299385043, 0.2033898188270582, 0.05084745470676455, 0.04519774099795014]","[0.4067796447119424, 0.13559322219182476, 0.2033898223559712, 0.0508474555889928, 0.045197740730608255]","[0.40677966898155127, 0.20338983449077563, 0.2033898188270582, 0.2033898188270582, 0.13559322299385043]","[0.40677966657547426, 0.20338983328773713, 0.2033898223559712, 0.2033898223559712, 0.13559322219182476]","[0.22727269227272873, 0.18181813181818396, 0.18181813181818396, 0.09090912090908963, 0.09090912090908963]","[0.27272730772727205, 0.1818181318181829, 0.1818181318181829, 0.09090912090909026, 0.09090912090909026]","[0.3636362636363679, 0.18181813181818396, 0.18181824181817927, 0.18181824181817927, 0.22727269227272873]","[0.3636362636363658, 0.1818181318181829, 0.18181824181818051, 0.18181824181818051, 0.27272730772727205]","[0.22222222888888898, 0.16666664166666645, 0.1666666716666667, 0.11111111444444448, 0.11111111444444448]","[0.27777776444444413, 0.1666666766666669, 0.1666666766666669, 0.11111111777777792, 0.11111111777777792]","[0.3333333433333334, 0.1666666716666667, 0.22222222888888896, 0.22222222888888898, 0.16666664166666645]","[0.3333333533333338, 0.1666666766666669, 0.22222223555555584, 0.27777776444444413, 0.1666666766666669]","[[0.4067796376541164, 0.13559322299385043, 0.20338983449077563, 0.14312619041681302, 0.11111111444444448], [0.3636362636363679, 0.18181813181818396, 0.18181824181817927, 0.16161624828282434, 0.11111111444444448], [0.3333333433333334, 0.1666666716666667, 0.20338983449077563, 0.1854990360647798, 0.11111111444444448]]","[[0.4067796447119424, 0.1666666766666669, 0.20338983328773713, 0.13225472442456332, 0.09090912090909026], [0.3636362636363658, 0.1818181318181829, 0.18181824181818051, 0.18181824181818054, 0.09090912090909026], [0.3333333533333338, 0.1666666766666669, 0.20338983328773713, 0.1854990189344843, 0.11111111777777792]]"
918,"[0.3453237678728658, 0.19047619847619024, 0.19047619847619024, 0.09584091885401051, 0.10791366190056913]","[0.3711340206185567, 0.19047620647619112, 0.19047620647619112, 0.12371134020618557, 0.08004323669548964]","[0.40384614384615325, 0.19047619847619024, 0.24117844912608621, 0.13018154419466993, 0.10791366190056913]","[0.40384614441475575, 0.19047620647619112, 0.21364744019734377, 0.1370641815935125, 0.1010309925017231]","[0.40384614384615325, 0.1346153846153846, 0.20192307692307693, 0.057692307692307696, 0.0673076923076923]","[0.40384614441475575, 0.1346153882831505, 0.20192307220737787, 0.05769230926420737, 0.06730769414157525]","[0.40384615384615385, 0.20192307692307693, 0.20192307692307693, 0.1346153846153846, 0.1346153846153846]","[0.40384616484945157, 0.20192307220737787, 0.20192307220737787, 0.1346153882831505, 0.13461538147158525]","[0.3809523969523805, 0.14285710685714392, 0.19047619847619024, 0.09523809923809512, 0.04761904961904756]","[0.38095241295238225, 0.16666663866666553, 0.19047620647619112, 0.09523810323809556, 0.04761905161904778]","[0.3809523969523805, 0.19047619847619024, 0.19047619847619024, 0.19047619847619024, 0.14285710685714392]","[0.38095241295238225, 0.19047620647619112, 0.19047620647619112, 0.19047620647619112, 0.16666663866666553]","[0.34532370563406006, 0.08633094196821645, 0.21582732380113825, 0.1151079226242886, 0.03836930754142953]","[0.3711340206185567, 0.09278350515463918, 0.2020619850034462, 0.12371134020618557, 0.041237113402061855]","[0.3453237678728658, 0.21582732380113825, 0.34532370563406006, 0.1151079226242886, 0.10791366190056913]","[0.3711340206185567, 0.2020619850034462, 0.3711340206185567, 0.12371134020618557, 0.1010309925017231]","[[0.40384614384615325, 0.19047619847619024, 0.20192307692307693, 0.09584091885401051, 0.10791366190056913], [0.3809523969523805, 0.19047619847619024, 0.19047619847619024, 0.13018154419466993, 0.10791366190056913], [0.3453237678728658, 0.19047619847619024, 0.24117844912608621, 0.1151079226242886, 0.10791366190056913]]","[[0.40384614441475575, 0.19047620647619112, 0.20192307220737787, 0.12371134020618557, 0.08004323669548964], [0.38095241295238225, 0.19047620647619112, 0.19047620647619112, 0.1370641815935125, 0.1010309925017231], [0.3711340206185567, 0.19047620647619112, 0.21364744019734377, 0.12371134020618557, 0.1010309925017231]]"
919,"[0.333333353333333, 0.09302324490486308, 0.18217060899929188, 0.1666666766666665, 0.09302324490486308]","[0.3529411976643602, 0.11627906421188673, 0.1795367489835913, 0.14604467858746573, 0.09302325136950938]","[0.4651162245243154, 0.1666666766666665, 0.222222195555556, 0.1666666766666665, 0.111111097777778]","[0.4651162568475469, 0.1764705387831595, 0.20689651907689444, 0.14604467858746573, 0.11764706588812013]","[0.39215676274508393, 0.0784313525490168, 0.19607829637253005, 0.07843143754902876, 0.07843143754902876]","[0.4137930381537889, 0.08275860763075778, 0.20689651907689444, 0.06896554580771735, 0.06896554580771735]","[0.392156762745084, 0.19607829637253005, 0.23529431264708628, 0.19607838137254197, 0.09803919068627098]","[0.4137930381537889, 0.20689651907689444, 0.20689663742315206, 0.20689651907689444, 0.10344825953844722]","[0.333333353333333, 0.1666666766666665, 0.1666666766666665, 0.111111097777778, 0.111111097777778]","[0.3529411976643602, 0.1764705387831595, 0.1764705988321801, 0.11764706588812013, 0.11764706588812013]","[0.333333353333333, 0.1666666766666665, 0.222222195555556, 0.1666666766666665, 0.1666666766666665]","[0.3529411976643602, 0.1764705988321801, 0.23529413177624026, 0.1764705387831595, 0.1764705988321801]","[0.4651162245243154, 0.09302324490486308, 0.11627905613107885, 0.10852715814658091, 0.09302324490486308]","[0.4651162568475469, 0.09302325136950938, 0.11627906421188673, 0.10852714252368559, 0.09302325136950938]","[0.4651162245243154, 0.11627905613107883, 0.21705431629316183, 0.2325581122621577, 0.09302324490486308]","[0.4651162568475469, 0.11627906421188673, 0.21705428504737118, 0.23255812842377346, 0.09302325136950938]","[[0.392156762745084, 0.14705907352944853, 0.19607829637253005, 0.1666666766666665, 0.09803919068627098], [0.333333353333333, 0.1666666766666665, 0.222222195555556, 0.1666666766666665, 0.111111097777778], [0.4651162245243154, 0.09302324490486308, 0.18217060899929188, 0.1666666766666665, 0.09302324490486308]]","[[0.4137930381537889, 0.14024251281234157, 0.20689651907689444, 0.14604467858746573, 0.09302325136950938], [0.3529411976643602, 0.1764705387831595, 0.20689651907689444, 0.14604467858746573, 0.11764706588812013], [0.4651162568475469, 0.11627906421188673, 0.1795367489835913, 0.14604467858746573, 0.09302325136950938]]"
920,"[0.25000004500000106, 0.1864406479660986, 0.2033899265084845, 0.10526320646616932, 0.07671725962788745]","[0.27272731048459725, 0.18644067488917856, 0.20338987666232172, 0.10526319189473819, 0.07671720984766342]","[0.4210526087218026, 0.24999995499999894, 0.21052627721804204, 0.21275646315407049, 0.07671725962788745]","[0.4210526155789468, 0.2727272667655899, 0.2105263077894734, 0.167301905112676, 0.07671720984766342]","[0.4210526087218026, 0.05263157609022533, 0.21052627721804204, 0.10526315218045068, 0.05263160323308466]","[0.4210526155789468, 0.05263157694736835, 0.2105263077894734, 0.1052631538947367, 0.052631595947369096]","[0.4210526087218026, 0.21052627721804204, 0.21052630436090136, 0.10526320646616932, 0.21052630436090136]","[0.4210526155789468, 0.2105263077894734, 0.2105263077894734, 0.10526319189473819, 0.2105263077894734]","[0.3728812959321972, 0.1864406479660986, 0.1864406479660986, 0.06779664216949484, 0.050847481627121126]","[0.37288134977835713, 0.18644067488917856, 0.18644067488917856, 0.06779662555410723, 0.05084746916558043]","[0.3728812959321972, 0.1864406479660986, 0.2033899265084845, 0.1864406479660986, 0.1864406479660986]","[0.37288134977835713, 0.18644067488917856, 0.20338987666232172, 0.18644067488917856, 0.18644067488917856]","[0.24999998499999965, 0.24999995499999894, 0.12500002250000053, 0.12499999249999981, 0.0416666641666666]","[0.2727272667655899, 0.2727272667655899, 0.13636365524229865, 0.13636363338279495, 0.04545454446093165]","[0.25000004500000106, 0.24999998499999965, 0.24999998499999962, 0.24999995499999894, 0.12499999249999981]","[0.2727273104845973, 0.2727272667655899, 0.2727272667655899, 0.2727272667655899, 0.13636363338279495]","[[0.4210526087218026, 0.1864406479660986, 0.21052627721804204, 0.10526320646616932, 0.07671725962788745], [0.3728812959321972, 0.1864406479660986, 0.2033899265084845, 0.16057086996533224, 0.07671725962788745], [0.25000004500000106, 0.24999995499999894, 0.21052627721804204, 0.21275646315407049, 0.07671725962788745]]","[[0.4210526155789468, 0.18644067488917856, 0.2105263077894734, 0.10526319189473819, 0.07671720984766342], [0.37288134977835713, 0.18644067488917856, 0.20338987666232172, 0.16057088882247916, 0.07671720984766342], [0.27272731048459725, 0.2727272667655899, 0.2105263077894734, 0.167301905112676, 0.07671720984766342]]"
921,"[0.36363637363636353, 0.08647451110864565, 0.18181818681818177, 0.07317079170730945, 0.07317079170730945]","[0.36363638363636425, 0.15151518484847676, 0.18181816681818544, 0.09090911090908604, 0.030303036969695347]","[0.5853657186585537, 0.18181818681818177, 0.19148935170212703, 0.18181815931818213, 0.09090909340909088]","[0.5454545004545563, 0.18181819181818212, 0.19148935084498592, 0.18181813681818043, 0.09090909590909106]","[0.3829787234042553, 0.13829787234042554, 0.19148935170212703, 0.09574468085106383, 0.0425531914893617]","[0.3829787285471119, 0.16489362259270443, 0.19148935084498592, 0.09574467542249296, 0.04255319206079022]","[0.3829787234042553, 0.19148936170212766, 0.19148936170212766, 0.19148936170212766, 0.13829787234042554]","[0.3829787285471119, 0.19148936427355595, 0.19148935084498592, 0.19148936427355595, 0.16489362259270443]","[0.22727271977272737, 0.18181818681818177, 0.18181818681818177, 0.09090909340909088, 0.09090909340909088]","[0.2727272602272723, 0.18181819181818212, 0.18181819181818212, 0.09090909590909106, 0.09090909590909106]","[0.36363637363636353, 0.18181818681818177, 0.18181818681818177, 0.18181818681818177, 0.22727271977272737]","[0.36363638363636425, 0.18181819181818212, 0.18181819181818212, 0.18181819181818212, 0.2727272602272723]","[0.5853657186585537, 0.07317079170730945, 0.14634142966463842, 0.06504063540650597, 0.024390263902436482]","[0.5454545004545563, 0.09090911090908604, 0.18181816681818547, 0.060606055606061825, 0.030303036969695347]","[0.5853657186585537, 0.14634142966463842, 0.19512190621951792, 0.07317079170730945, 0.07317079170730945]","[0.5454545004545563, 0.18181816681818547, 0.18181816681818547, 0.09090911090908604, 0.09090911090908604]","[[0.3829787234042553, 0.1528046721663446, 0.19148935170212703, 0.18181815931818213, 0.09090909340909088], [0.36363637363636353, 0.18181818681818177, 0.18181818681818177, 0.18181815931818213, 0.09090909340909088], [0.5853657186585537, 0.08647451110864565, 0.18181818681818177, 0.07317079170730945, 0.07317079170730945]]","[[0.3829787285471119, 0.18181819181818212, 0.19148935084498592, 0.18181813681818043, 0.06189559197153964], [0.36363638363636425, 0.18181819181818212, 0.18181819181818212, 0.18181813681818043, 0.09090909590909106], [0.5454545004545563, 0.15151518484847676, 0.18181816681818544, 0.09090911090908604, 0.030303036969695347]]"
