Trial,entani論文のPartialIncorporation_wᴸ,解の非唯一性考慮のPartialIncorporation_wᴸ,entani論文のPartialIncorporation_wᵁ,解の非唯一性考慮のPartialIncorporation_wᵁ,entani論文のPartialIncorporation_wᴸ_1,解の非唯一性考慮のPartialIncorporation_wᴸ_1,entani論文のPartialIncorporation_wᵁ_1,解の非唯一性考慮のPartialIncorporation_wᵁ_1,entani論文のPartialIncorporation_wᴸ_2,解の非唯一性考慮のPartialIncorporation_wᴸ_2,entani論文のPartialIncorporation_wᵁ_2,解の非唯一性考慮のPartialIncorporation_wᵁ_2,entani論文のPartialIncorporation_wᴸ_3,解の非唯一性考慮のPartialIncorporation_wᴸ_3,entani論文のPartialIncorporation_wᵁ_3,解の非唯一性考慮のPartialIncorporation_wᵁ_3,entani論文のPartialIncorporation_Ŵ,解の非唯一性考慮のPartialIncorporation_Ŵ
898,"[0.22222224404040303, 0.1991824333986808, 0.23076925846153773, 0.222222244040403, 0.08695651602484461]","[0.2307693657692568, 0.1705685986910942, 0.2307692676923075, 0.2051281951282032, 0.1025640975641016]","[0.26086954807453383, 0.1991824333986808, 0.2637805013824653, 0.23076921846153878, 0.09259257713804787]","[0.2608695543083005, 0.20066878723013784, 0.2608695543083005, 0.23076922769230768, 0.1025640975641016]","[0.26086954807453383, 0.08695651602484461, 0.21739125720496816, 0.1304348068944104, 0.08695651602484461]","[0.2608695543083005, 0.08695651810276683, 0.2608695543083005, 0.13043479806324096, 0.08695651810276683]","[0.26086954807453383, 0.21739125720496816, 0.2608696137888208, 0.26086954807453383, 0.13043477403726692]","[0.2608695543083005, 0.2608695543083005, 0.2608695961264819, 0.2608695543083005, 0.13043477715415025]","[0.222222244040403, 0.074074081346801, 0.22222219494949622, 0.18518515427609575, 0.09259257713804787]","[0.2051281951282032, 0.0769231219230856, 0.2307693657692568, 0.2051281951282032, 0.1025640975641016]","[0.22222224404040303, 0.22222219494949622, 0.3703703085521915, 0.222222244040403, 0.1111111220202015]","[0.2307693657692568, 0.2307693657692568, 0.4102563902564064, 0.2051281951282032, 0.1025640975641016]","[0.23076925846153773, 0.10576921346153893, 0.23076921846153878, 0.23076921846153878, 0.07692308615384591]","[0.23076922769230768, 0.10576922269230773, 0.23076922769230768, 0.23076922769230768, 0.07692308923076917]","[0.3173076403846168, 0.23076921846153878, 0.23076925846153773, 0.23076925846153773, 0.11538462923076886]","[0.31730766807692323, 0.23076922769230768, 0.2307692676923075, 0.23076922769230768, 0.11538461384615384]","[[0.26086954807453383, 0.1991824333986808, 0.23076925846153773, 0.222222244040403, 0.08695651602484461], [0.22222224404040303, 0.1991824333986808, 0.2637805013824653, 0.222222244040403, 0.09259257713804787], [0.25232257365339805, 0.1991824333986808, 0.23076925846153773, 0.23076921846153878, 0.08695651602484461]]","[[0.2608695543083005, 0.1705685986910942, 0.2608695543083005, 0.2051281951282032, 0.1025640975641016], [0.2307693657692568, 0.20066878723013784, 0.2608695543083005, 0.2051281951282032, 0.1025640975641016], [0.2608695543083005, 0.17502785274298277, 0.2307692676923075, 0.23076922769230768, 0.1025640975641016]]"
899,"[0.25000005777777906, 0.17810123810117007, 0.2307693207692319, 0.2307693207692319, 0.09009003009009155]","[0.25051972432829933, 0.17810123810118028, 0.2307693207692288, 0.2307693207692288, 0.09009003009009055]","[0.27027009027027465, 0.17810123810117007, 0.24999998666666634, 0.231808687364293, 0.09009003009009155]","[0.27027009027027166, 0.17810123810118028, 0.2505196867112011, 0.2307693207692288, 0.09009003009009055]","[0.2307693207692319, 0.08461533961538405, 0.23076919076923028, 0.23076919076923028, 0.0769231069230773]","[0.2307693207692288, 0.08461533961538562, 0.23076919076923166, 0.23076919076923166, 0.07692310692307626]","[0.3384613584615362, 0.23076919076923028, 0.2307693207692319, 0.2307693207692319, 0.11538466038461595]","[0.33846135846154246, 0.23076919076923166, 0.2307693207692288, 0.2307693207692288, 0.1153846603846144]","[0.24999995111110998, 0.12500002888888953, 0.24999998666666634, 0.12499999333333317, 0.062499987777777495]","[0.2505196867112011, 0.12525986216414967, 0.2505196867112011, 0.12525984335560056, 0.06262992167780028]","[0.25000005777777906, 0.24999998666666634, 0.24999998666666634, 0.24999995111110998, 0.12499997555555499]","[0.25051972432829933, 0.2505196867112011, 0.2505196867112011, 0.2505196867112011, 0.12525984335560056]","[0.27027009027027465, 0.05405412905405223, 0.21321329321321128, 0.21321329321321128, 0.09009003009009155]","[0.27027009027027166, 0.054054129054053476, 0.21321329321321258, 0.21321329321321258, 0.09009003009009055]","[0.2702706452702611, 0.21321329321321128, 0.27027009027027465, 0.27027009027027465, 0.13513504513513733]","[0.2702706452702674, 0.21321329321321258, 0.27027009027027166, 0.27027009027027166, 0.13513504513513583]","[[0.27027009027027465, 0.17810123810117007, 0.2307693207692319, 0.2307693207692319, 0.09009003009009155], [0.25000005777777906, 0.17810123810117007, 0.24999998666666634, 0.231808687364293, 0.09009003009009155], [0.27027009027027465, 0.17810123810117007, 0.2307693207692319, 0.2307693207692319, 0.09009003009009155]]","[[0.27027009027027166, 0.17810123810118028, 0.2307693207692288, 0.2307693207692288, 0.09009003009009055], [0.25051972432829933, 0.17810123810118028, 0.2505196867112011, 0.2307693207692288, 0.09009003009009055], [0.27027009027027166, 0.17810123810118028, 0.2307693207692288, 0.2307693207692288, 0.09009003009009055]]"
900,"[0.30000002045454705, 0.14307691520979057, 0.23076925846153773, 0.23076925846153773, 0.07692308615384591]","[0.2999999602941187, 0.15796695605656585, 0.2307692584615384, 0.2307692584615384, 0.062033100119903484]","[0.303571448308272, 0.15796694861480665, 0.23999998909090828, 0.23999998909090828, 0.07692308615384591]","[0.30357144086651133, 0.15796695605656585, 0.2399999917647061, 0.2399999917647061, 0.07692308615384613]","[0.23076925846153773, 0.10576921346153893, 0.23076921846153878, 0.23076921846153878, 0.07692308615384591]","[0.2307692584615384, 0.1057692134615385, 0.2307692184615385, 0.2307692184615385, 0.07692308615384613]","[0.3173076403846168, 0.23076921846153878, 0.23076925846153773, 0.23076925846153773, 0.11538462923076886]","[0.3173076403846155, 0.2307692184615385, 0.2307692584615384, 0.2307692584615384, 0.1153846292307692]","[0.23809522756892162, 0.101190482769424, 0.23809522756892162, 0.23809522756892162, 0.047619045513784326]","[0.23809523153786052, 0.1011904802888371, 0.23809523153786052, 0.23809523153786052, 0.047619046307572105]","[0.303571448308272, 0.23809522756892162, 0.23809522756892162, 0.23809522756892162, 0.11904761378446081]","[0.30357144086651133, 0.23809523153786052, 0.23809523153786052, 0.23809523153786052, 0.11904761576893026]","[0.23999998909090828, 0.10000000681818234, 0.23999998909090828, 0.23999998909090828, 0.03999999818181805]","[0.24000002117647, 0.09999998676470623, 0.2399999917647061, 0.2399999917647061, 0.04000000352941167]","[0.30000002045454705, 0.23999998909090828, 0.23999998909090828, 0.23999998909090828, 0.11999999454545414]","[0.2999999602941187, 0.2399999917647061, 0.24000002117647, 0.24000002117647, 0.120000010588235]","[[0.303571448308272, 0.15796694861480665, 0.23076925846153773, 0.23076925846153773, 0.07692308615384591], [0.303571448308272, 0.1433150104000388, 0.23809522756892162, 0.23809522756892162, 0.07692308615384591], [0.30000002045454705, 0.14307691520979057, 0.23999998909090828, 0.23999998909090828, 0.07692308615384591]]","[[0.30357144086651133, 0.15796695605656585, 0.2307692584615384, 0.2307692584615384, 0.07692308615384613], [0.30357144086651133, 0.15796695605656585, 0.23809523153786052, 0.23809523153786052, 0.06227114000120179], [0.2999999602941187, 0.15796695605656585, 0.2399999917647061, 0.2399999917647061, 0.062033100119903484]]"
901,"[0.25000003000000026, 0.11567170804104424, 0.24999998999999987, 0.2499999699999998, 0.10447761944029824]","[0.2500000279999988, 0.1250000139999994, 0.24067169004104483, 0.24999996400000146, 0.10447761944029876]","[0.2798507125186579, 0.12500001500000013, 0.24999998999999987, 0.2499999699999998, 0.12499999499999996]","[0.27985071251865556, 0.1250000139999994, 0.24999999600000017, 0.24999996400000146, 0.12499999800000008]","[0.24999998999999992, 0.12500001500000013, 0.24999998999999987, 0.12499999499999996, 0.12499999499999993]","[0.24999999600000017, 0.1250000139999994, 0.24999999600000017, 0.12499999800000008, 0.12499999800000008]","[0.25000003000000026, 0.24999998999999987, 0.24999998999999992, 0.24999998999999992, 0.12499999499999993]","[0.2500000279999988, 0.24999999600000017, 0.24999999600000017, 0.24999999600000017, 0.12499999800000008]","[0.24999998999999987, 0.06250000416666673, 0.2291666608333351, 0.2291666608333351, 0.06249999749999997]","[0.24999996400000146, 0.0625000149999994, 0.2291666749999993, 0.2291666749999993, 0.062499991000000366]","[0.31250002083333367, 0.2291666608333351, 0.24999998999999987, 0.24999998999999987, 0.12499999499999993]","[0.312500074999997, 0.2291666749999993, 0.24999996400000146, 0.24999996400000146, 0.12499998200000073]","[0.2798507125186579, 0.05597015925373099, 0.20895523888059647, 0.20895523888059647, 0.09328357083955263]","[0.27985071251865556, 0.05597015925373168, 0.20895523888059753, 0.20895523888059753, 0.09328357083955185]","[0.27985079626865494, 0.20895523888059647, 0.2798507125186579, 0.2798507125186579, 0.10447761944029824]","[0.2798507962686584, 0.20895523888059753, 0.27985071251865556, 0.27985071251865556, 0.10447761944029876]","[[0.25000003000000026, 0.12500001500000013, 0.24999998999999987, 0.2499999699999998, 0.12499999499999996], [0.2798507125186579, 0.11567170804104424, 0.24999998999999987, 0.24999996999999982, 0.10447761944029824], [0.2798507125186579, 0.11567170804104424, 0.24999998999999987, 0.2499999699999998, 0.10447761944029824]]","[[0.2500000279999988, 0.1250000139999994, 0.24999999600000017, 0.24999996400000146, 0.12499999800000008], [0.27985071251865556, 0.1250000139999994, 0.24067169004104483, 0.24999996400000146, 0.10447761944029876], [0.27985071251865556, 0.1250000139999994, 0.24067169004104483, 0.24999996400000146, 0.10447761944029876]]"
902,"[0.24000008000000284, 0.20923065304029023, 0.23076924362637272, 0.23076924362637272, 0.0666314421752261]","[0.24137932866594927, 0.2067307574877154, 0.23076924362637383, 0.23076924362637383, 0.06913132515668086]","[0.249230916373633, 0.20923065304029023, 0.2413793015948279, 0.2413793015948279, 0.07999994333333132]","[0.25198937938440247, 0.2067307574877154, 0.2413792943448271, 0.2413792943448271, 0.07974137587513451]","[0.2413793015948279, 0.12931034920258605, 0.2413793015948279, 0.2413793015948279, 0.0344827573706897]","[0.24137935234482893, 0.12931032382758556, 0.2413792943448271, 0.2413792943448271, 0.034482764620689846]","[0.2586206984051721, 0.2413793015948279, 0.2413793015948279, 0.2413793015948279, 0.12931034920258605]","[0.2586206476551711, 0.2413792943448271, 0.24137935234482893, 0.24137935234482893, 0.12931032382758556]","[0.23076924362637272, 0.14102563031135606, 0.23076922505494546, 0.23076922505494546, 0.0769230812087909]","[0.23076924362637383, 0.14102563031135515, 0.230769225054945, 0.230769225054945, 0.07692308120879128]","[0.28205126062271213, 0.23076922505494546, 0.23076924362637272, 0.23076924362637272, 0.11538462181318636]","[0.2820512606227103, 0.230769225054945, 0.23076924362637383, 0.23076924362637383, 0.11538462181318691]","[0.24000008000000284, 0.12000004000000142, 0.21999990666666336, 0.15999988666666265, 0.07999994333333132]","[0.23922412762540352, 0.12068966433297464, 0.2413792943448271, 0.15948275175026902, 0.07974137587513451]","[0.24000008000000284, 0.21999990666666336, 0.3199997733333253, 0.24000008000000284, 0.08000002666666761]","[0.24137932866594927, 0.2413792943448271, 0.31896550350053804, 0.23922412762540352, 0.07974137587513451]","[[0.2413793015948279, 0.20923065304029023, 0.2413793015948279, 0.2413793015948279, 0.0666314421752261], [0.249230916373633, 0.20923065304029023, 0.23076924362637272, 0.23076924362637272, 0.07999994333333132], [0.24000008000000284, 0.20923065304029023, 0.23076924362637272, 0.24000008000000284, 0.07999994333333132]]","[[0.24137932866594927, 0.2067307574877154, 0.2413792943448271, 0.2413792943448271, 0.06913132515668086], [0.25198937938440247, 0.2067307574877154, 0.23076924362637383, 0.23076924362637383, 0.07974137587513451], [0.24137932866594927, 0.2067307574877154, 0.2413792943448271, 0.23076924362637383, 0.07974137587513451]]"
903,"[0.2608695652173913, 0.13250508598343905, 0.23809528809523703, 0.23809528809523703, 0.11904764404761851]","[0.26086956521739135, 0.13146996215320758, 0.23809528809523833, 0.23809528809523833, 0.11904764404761917]","[0.2704760838095258, 0.13428569595238163, 0.23999997999999953, 0.23999997999999953, 0.13043477260869554]","[0.27047608694677827, 0.1342856928151257, 0.23999998941176534, 0.23999998941176537, 0.13043478260869568]","[0.23809528809523703, 0.0809523559523815, 0.2380952180952385, 0.2380952180952385, 0.0476190576190474]","[0.23809528809523833, 0.08095235595238084, 0.23809521809523798, 0.23809521809523798, 0.04761905761904766]","[0.323809423809526, 0.2380952180952385, 0.23809528809523703, 0.23809528809523703, 0.11904764404761851]","[0.3238094238095234, 0.23809521809523798, 0.23809528809523833, 0.23809528809523833, 0.11904764404761917]","[0.23999997999999953, 0.13333335000000038, 0.23999997999999953, 0.23999997999999953, 0.039999996666666586]","[0.23999998941176537, 0.13333334215686218, 0.23999998941176537, 0.23999998941176537, 0.039999998235294223]","[0.26666670000000076, 0.23999997999999953, 0.23999997999999953, 0.23999997999999953, 0.11999998999999976]","[0.26666668431372437, 0.23999998941176537, 0.23999998941176537, 0.23999998941176537, 0.11999999470588268]","[0.2608695652173913, 0.08695652173913043, 0.21739130434782608, 0.13043478260869565, 0.13043477260869554]","[0.26086956521739135, 0.08695652173913046, 0.23913040192546706, 0.13043478260869568, 0.13043478260869568]","[0.2608695652173913, 0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.13043478260869565]","[0.26086956521739135, 0.23913040192546706, 0.26086956521739135, 0.26086956521739135, 0.13043478260869568]","[[0.2704760838095258, 0.13428569595238163, 0.23809528809523703, 0.23809528809523703, 0.11904764404761851], [0.26666670000000076, 0.13428569595238163, 0.23999997999999953, 0.23999997999999953, 0.11904764404761851], [0.2608695652173913, 0.13250508598343905, 0.23809528809523703, 0.23809528809523703, 0.13043477260869554]]","[[0.27047608694677827, 0.1342856928151257, 0.23809528809523833, 0.23809528809523833, 0.11904764404761917], [0.26666668431372437, 0.1342856928151257, 0.23999998941176534, 0.23999998941176537, 0.11904764404761917], [0.26086956521739135, 0.13146996215320758, 0.23913040192546706, 0.23809528809523833, 0.13043478260869568]]"
904,"[0.22222225380116972, 0.15277776119883046, 0.2500000100000001, 0.22222225380116972, 0.11111112690058486]","[0.2283467866930563, 0.16502629084960455, 0.24999999652173932, 0.20997372828082905, 0.10498686414041453]","[0.24999998333333318, 0.15972221615497034, 0.28472214934210527, 0.22916666361111146, 0.12499999166666659]","[0.24999998956521802, 0.20669262436396083, 0.24999999652173932, 0.22916666159420238, 0.12499999478260901]","[0.22222225380116972, 0.0740740846003899, 0.22222218274853778, 0.18518514044834292, 0.07407405617933717]","[0.20997372828082905, 0.0761155955643521, 0.2283467866930563, 0.20997372828082905, 0.08398949131233163]","[0.22222225380116972, 0.22222218274853778, 0.37037028089668583, 0.22222225380116972, 0.11111112690058486]","[0.2283467866930563, 0.2283467866930563, 0.4199474565616581, 0.20997372828082905, 0.10498686414041453]","[0.24999998333333318, 0.12500000500000005, 0.24999998333333318, 0.12500000500000005, 0.12499999166666659]","[0.24999998956521802, 0.125000005217391, 0.24999999652173932, 0.12499999826086966, 0.12499999478260901]","[0.2500000100000001, 0.24999998333333318, 0.2500000100000001, 0.24999998333333318, 0.12499999166666659]","[0.250000010434782, 0.24999999652173932, 0.24999999652173932, 0.24999998956521802, 0.12499999826086966]","[0.24999998333333318, 0.06250000694444452, 0.22916666361111146, 0.22916666361111146, 0.062499995833333294]","[0.24999998956521802, 0.06250000318840561, 0.22916667485507233, 0.22916666159420238, 0.06249999913043483]","[0.3125000347222226, 0.22916666361111146, 0.24999998333333318, 0.24999998333333318, 0.12499999166666659]","[0.31250001594202803, 0.22916667485507233, 0.24999999652173932, 0.24999998956521802, 0.12499999478260901]","[[0.22222225380116972, 0.15972221615497034, 0.28472214934210527, 0.22222225380116972, 0.11111112690058486], [0.24999998333333318, 0.15277776119883046, 0.2500000100000001, 0.22222225380116972, 0.12499999166666659], [0.24999998333333318, 0.15972221615497034, 0.2500000100000001, 0.22916666361111146, 0.11111112690058486]]","[[0.2283467866930563, 0.20669262436396083, 0.24999999652173932, 0.20997372828082905, 0.10498686414041453], [0.24999998956521802, 0.16502629084960455, 0.24999999652173932, 0.20997372828082905, 0.12499999478260901], [0.24999998956521802, 0.16502629084960455, 0.24999999652173932, 0.22916666159420238, 0.10580706146923573]]"
905,"[0.2500000100000001, 0.139705837352935, 0.23529417764706517, 0.23529417764706517, 0.12499999166666657]","[0.24999999652173938, 0.13970584148338458, 0.23529417764704877, 0.23529417764704877, 0.12499999478260909]","[0.2591037347899222, 0.14530791824928085, 0.24999998333333315, 0.2380952180952381, 0.12499999166666657]","[0.26470580843990876, 0.13970584148338458, 0.24999998956521818, 0.23809521809523915, 0.12499999478260909]","[0.23809528809523808, 0.13095235595238097, 0.2380952180952381, 0.2380952180952381, 0.047619057619047604]","[0.2380952880952355, 0.13095235595238228, 0.23809521809523915, 0.23809521809523915, 0.047619057619047105]","[0.26190471190476194, 0.2380952180952381, 0.23809528809523808, 0.23809528809523803, 0.13095235595238097]","[0.26190471190476455, 0.23809521809523915, 0.2380952880952355, 0.2380952880952355, 0.13095235595238228]","[0.24999998333333315, 0.12500000500000005, 0.24999998333333315, 0.12500000500000005, 0.12499999166666657]","[0.24999999652173938, 0.12499999826086969, 0.24999998956521818, 0.1250000052173909, 0.12499999478260909]","[0.2500000100000001, 0.24999998333333315, 0.2500000100000001, 0.24999998333333315, 0.12499999166666657]","[0.24999999652173938, 0.24999998956521818, 0.2500000104347818, 0.24999999652173938, 0.12499999826086969]","[0.23529417764706517, 0.1323529111764674, 0.2352940926470562, 0.2352940926470562, 0.05882354441176629]","[0.23529417764704877, 0.13235291117647563, 0.23529409264706302, 0.23529409264706302, 0.05882354441176219]","[0.2647058223529348, 0.2352940926470562, 0.23529417764706517, 0.23529417764706517, 0.1323529111764674]","[0.26470582235295126, 0.23529409264706302, 0.23529417764704877, 0.23529417764704877, 0.13235291117647563]","[[0.2591037347899222, 0.139705837352935, 0.2380952180952381, 0.2380952180952381, 0.12499999166666657], [0.2500000100000001, 0.139705837352935, 0.24999998333333315, 0.23529417764706517, 0.12499999166666657], [0.2591037347899222, 0.14530791824928085, 0.23529417764706517, 0.23529417764706517, 0.12499999166666657]]","[[0.25910372754352795, 0.13970584148338458, 0.23809521809523915, 0.23809521809523915, 0.12499999478260909], [0.24999999652173938, 0.13970584148338458, 0.24999998956521818, 0.23529417764704877, 0.12499999478260909], [0.26470580843990876, 0.13970584148338458, 0.23529417764704877, 0.23529417764704877, 0.12499999478260909]]"
906,"[0.22222225380117183, 0.22222218274853528, 0.2380952880952359, 0.22222225380117183, 0.05363991981698288]","[0.22834678669305528, 0.22834678669305528, 0.23809528809524005, 0.20997372828082914, 0.04751530251342819]","[0.24137929914482728, 0.22222218274853528, 0.2592592534697851, 0.24137929914482728, 0.07407405617933596]","[0.24137930359783885, 0.22834678669305528, 0.24934320702072876, 0.24137930359783885, 0.08398949131233166]","[0.24137929914482728, 0.09913793803448295, 0.24137929914482728, 0.24137929914482728, 0.03448275702068961]","[0.24137930359783885, 0.09913793525135069, 0.24137930359783885, 0.24137930359783885, 0.034482757656834125]","[0.29741381410344886, 0.24137929914482728, 0.24137929914482728, 0.24137929914482728, 0.12068964957241364]","[0.2974138057540521, 0.24137930359783885, 0.24137930359783885, 0.24137930359783885, 0.12068965179891943]","[0.22222225380117183, 0.07407408460039061, 0.22222218274853528, 0.1851851404483399, 0.07407405617933596]","[0.20997372828082914, 0.07611559556435175, 0.22834678669305528, 0.20997372828082914, 0.08398949131233166]","[0.22222225380117183, 0.22222218274853528, 0.3703702808966798, 0.22222225380117183, 0.11111112690058592]","[0.22834678669305528, 0.22834678669305528, 0.41994745656165827, 0.20997372828082914, 0.10498686414041457]","[0.2380952880952359, 0.08095235595238205, 0.238095218095239, 0.238095218095239, 0.04761905761904718]","[0.23809528809524005, 0.08095235595237998, 0.2380952180952373, 0.2380952180952373, 0.04761905761904801]","[0.3238094238095282, 0.238095218095239, 0.2380952880952359, 0.2380952880952359, 0.11904764404761795]","[0.32380942380951994, 0.2380952180952373, 0.23809528809524005, 0.23809528809524005, 0.11904764404762003]","[[0.24137929914482728, 0.22222218274853528, 0.24137929914482728, 0.24137929914482728, 0.05363991981698288], [0.22222225380117183, 0.22222218274853528, 0.2592592534697851, 0.22222225380117183, 0.07407405617933596], [0.24137929914482728, 0.22222218274853528, 0.2380952880952359, 0.2380952880952359, 0.06020794191616577]]","[[0.24137930359783885, 0.22834678669305528, 0.24137930359783885, 0.24137930359783885, 0.04751530251342819], [0.22834678669305528, 0.22834678669305528, 0.24934320702072876, 0.20997372828082914, 0.08398949131233166], [0.24137930359783885, 0.22834678669305528, 0.23809528809524005, 0.23809528809524005, 0.05408333351862575]]"
907,"[0.24242459242427175, 0.21739124934782306, 0.2499999799999985, 0.18181803181816925, 0.08992119361661893]","[0.26666666053259264, 0.2051282565591115, 0.26666670653814784, 0.1538461866686391, 0.06666666513314816]","[0.26086954521739025, 0.2358362021409416, 0.2499999799999985, 0.18181803181816925, 0.08992119361661893]","[0.26666666053259264, 0.24615378112747233, 0.30769223110650873, 0.1538461866686391, 0.06666666513314816]","[0.26086954521739025, 0.08695651507246342, 0.21739124934782306, 0.13043481094203052, 0.06521738630434756]","[0.26666666053259264, 0.08888888684419755, 0.26666666053259264, 0.13333335326907392, 0.06666666513314816]","[0.26086954521739025, 0.21739124934782306, 0.26086962188406104, 0.26086954521739025, 0.13043477260869513]","[0.26666666053259264, 0.26666666053259264, 0.26666670653814784, 0.26666666053259264, 0.13333333026629632]","[0.18181803181816925, 0.12121229621213588, 0.2424241799242372, 0.18181803181816925, 0.0727272127272677]","[0.1538461866686391, 0.15384611555325436, 0.30769223110650873, 0.1538461866686391, 0.06153847466745564]","[0.24242459242427175, 0.2424241799242372, 0.3636360636363385, 0.18181803181816925, 0.09090901590908462]","[0.30769223110650873, 0.30769223110650873, 0.3076923733372782, 0.1538461866686391, 0.07692309333431956]","[0.18181799181816613, 0.12878799878788869, 0.2499999799999985, 0.12499998999999926, 0.060606010606056415]","[0.16666665133148156, 0.13333333026629632, 0.26666665992425975, 0.13333335326907392, 0.055555550443827185]","[0.25757599757577737, 0.2499999799999985, 0.2499999799999985, 0.18181803181816925, 0.18181799181816613]","[0.26666666053259264, 0.26666665992425975, 0.26666670653814784, 0.16666665133148156, 0.16666665133148156]","[[0.26086954521739025, 0.21739124934782306, 0.2499999799999985, 0.18181803181816925, 0.08992119361661893], [0.24242459242427175, 0.2358362021409416, 0.2499999799999985, 0.18181803181816925, 0.08992119361661893], [0.25757599757577737, 0.22068479698943588, 0.2499999799999985, 0.18181803181816925, 0.08992119361661893]]","[[0.26666666053259264, 0.24615378112747233, 0.26666670653814784, 0.1538461866686391, 0.06666666513314816], [0.26666666053259264, 0.2051282565591115, 0.30769223110650873, 0.1538461866686391, 0.06666666513314816], [0.26666666053259264, 0.24615378112747233, 0.26666670653814784, 0.1538461866686391, 0.06666666513314816]]"
908,"[0.24242459242427175, 0.21911384449880475, 0.23076925846153898, 0.16666678666665838, 0.07692308615384633]","[0.26923086045094924, 0.19230752723691938, 0.23076925846153948, 0.15384623590236812, 0.07692311795118406]","[0.25000017999998747, 0.24999946000003737, 0.2500001799999876, 0.23076921846153822, 0.08333339333332919]","[0.26923086045094924, 0.19230752723691938, 0.30769225845857917, 0.23076921846153797, 0.08974358395372738]","[0.23076925846153898, 0.10576921346153816, 0.23076921846153822, 0.23076921846153822, 0.07692308615384633]","[0.23076925846153948, 0.10576921346153781, 0.23076921846153797, 0.23076921846153797, 0.07692308615384649]","[0.31730764038461445, 0.23076921846153822, 0.23076925846153898, 0.23076925846153898, 0.11538462923076949]","[0.31730764038461345, 0.23076921846153797, 0.23076925846153948, 0.23076925846153948, 0.11538462923076974]","[0.16666678666665838, 0.13888874888889857, 0.24999946000003737, 0.1250000899999938, 0.08333339333332919]","[0.17948716790745475, 0.13461543022547462, 0.26923086045094924, 0.13461543022547462, 0.08974358395372738]","[0.27777749777779714, 0.24999946000003737, 0.2500001799999876, 0.16666678666665838, 0.16666678666665838]","[0.26923086045094924, 0.26923086045094924, 0.26923086045094924, 0.17948716790745475, 0.17948716790745475]","[0.18181803181816925, 0.12121229621213588, 0.2424241799242372, 0.18181803181816925, 0.0727272127272677]","[0.15384623590236812, 0.15384612922928959, 0.30769225845857917, 0.15384612922928959, 0.06153845169171583]","[0.24242459242427175, 0.2424241799242372, 0.3636360636363385, 0.18181803181816925, 0.09090901590908462]","[0.30769225845857917, 0.30769225845857917, 0.30769225845857917, 0.15384623590236812, 0.07692311795118406]","[[0.24242459242427175, 0.21911384449880475, 0.23076925846153898, 0.23076921846153822, 0.07692308615384633], [0.25000017999998747, 0.24999946000003737, 0.2500001799999876, 0.16666678666665838, 0.08333339333332919], [0.24242459242427175, 0.2424241799242372, 0.2500001799999876, 0.18181803181816925, 0.08333301583333425]]","[[0.26923086045094924, 0.19230752723691938, 0.23076925846153948, 0.23076921846153797, 0.07692313538905383], [0.26923086045094924, 0.19230752723691938, 0.26923086045094924, 0.17948716790745475, 0.08974358395372738], [0.26923086045094924, 0.19230752723691938, 0.30769225845857917, 0.15384623590236812, 0.07692311795118406]]"
909,"[0.22222224404040303, 0.15277777095959708, 0.2500000100000001, 0.222222244040403, 0.1111111220202015]","[0.2307693657692568, 0.16987181948718055, 0.2500000015384614, 0.2051281951282032, 0.1025640975641016]","[0.24999998333333318, 0.19444437989899233, 0.2500000100000001, 0.222222244040403, 0.12499999166666659]","[0.24999998923076988, 0.21153833999997684, 0.2500000015384614, 0.2051281951282032, 0.12499999461538494]","[0.222222244040403, 0.074074081346801, 0.22222219494949622, 0.18518515427609575, 0.09259257713804787]","[0.2051281951282032, 0.0769231219230856, 0.2307693657692568, 0.2051281951282032, 0.1025640975641016]","[0.22222224404040303, 0.22222219494949622, 0.3703703085521915, 0.222222244040403, 0.1111111220202015]","[0.2307693657692568, 0.2307693657692568, 0.4102563902564064, 0.2051281951282032, 0.1025640975641016]","[0.24999998333333318, 0.12500000500000005, 0.24999998333333318, 0.12500000500000005, 0.12499999166666659]","[0.24999998923076988, 0.12500000692307653, 0.24999998923076988, 0.12499999461538494, 0.12499999461538494]","[0.2500000100000001, 0.24999998333333318, 0.2500000100000001, 0.24999998333333318, 0.12499999166666659]","[0.25000001384615306, 0.2500000015384614, 0.24999998923076988, 0.24999998923076988, 0.1250000007692307]","[0.23529413027863824, 0.05882353256965956, 0.20588233715170223, 0.17647057086687237, 0.11764704724458158]","[0.23529411764705882, 0.058823529411764705, 0.2352940893137261, 0.1764705882352941, 0.11764705882352941]","[0.23529413027863824, 0.20588233715170223, 0.35294114173374475, 0.23529413027863827, 0.11764706513931913]","[0.23529411764705882, 0.2352940893137261, 0.3529411764705882, 0.23529411764705882, 0.11764705882352941]","[[0.22222224404040303, 0.19444437989899233, 0.2500000100000001, 0.222222244040403, 0.1111111220202015], [0.24999998333333318, 0.15277777095959708, 0.2500000100000001, 0.222222244040403, 0.12499999166666659], [0.23529413027863824, 0.17483656843637707, 0.2500000100000001, 0.222222244040403, 0.11764704724458158]]","[[0.2307693657692568, 0.21153833999997684, 0.2500000015384614, 0.2051281951282032, 0.1025640975641016], [0.24999998923076988, 0.16987181948718055, 0.2500000015384614, 0.2051281951282032, 0.12499999461538494], [0.23529411764705882, 0.19193062686274717, 0.2500000015384614, 0.2051281951282032, 0.11764705882352941]]"
