Trial,entani論文のCommonGround_wᴸ,解の非唯一性考慮のCommonGround_wᴸ,entani論文のCommonGround_wᵁ,解の非唯一性考慮のCommonGround_wᵁ,entani論文のCommonGround_wᴸ_1,解の非唯一性考慮のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ_1,解の非唯一性考慮のCommonGround_wᵁ_1,entani論文のCommonGround_wᴸ_2,解の非唯一性考慮のCommonGround_wᴸ_2,entani論文のCommonGround_wᵁ_2,解の非唯一性考慮のCommonGround_wᵁ_2,entani論文のCommonGround_wᴸ_3,解の非唯一性考慮のCommonGround_wᴸ_3,entani論文のCommonGround_wᵁ_3,解の非唯一性考慮のCommonGround_wᵁ_3
266,"[0.22222224404040303, 0.22222212585858908, 0.2222222113131318, 0.2222222113131318, 0.11111112202020151]",E,"[0.22222224404040303, 0.2222222113131318, 0.22222226404040335, 0.22222224404040303, 0.11111112202020151]",r,"[0.22222224404040303, 0.1388888729797984, 0.2222222113131318, 0.2222222113131318, 0.11111112202020151]",E,"[0.2777777459595968, 0.2222222113131318, 0.22222226404040335, 0.22222224404040303, 0.1388888729797984]",r,"[0.22222224404040303, 0.1388888729797984, 0.2222222113131318, 0.2222222113131318, 0.11111112202020151]",E,"[0.2777777459595968, 0.2222222113131318, 0.22222226404040335, 0.22222224404040303, 0.1388888729797984]",r,"[0.22222224404040303, 0.074074081346801, 0.2222222113131318, 0.1851851542760957, 0.09259257713804785]",E,"[0.22222224404040303, 0.2222222113131318, 0.3703703085521914, 0.22222224404040303, 0.11111112202020151]",r
267,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
268,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
269,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
270,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
271,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
272,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
273,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
274,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
275,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
276,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
277,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
278,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
279,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
280,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
281,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
282,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
283,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
284,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
285,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
286,"[0.22222222109722203, 0.2222221979097229, 0.22222222109722203, 0.22222222109722203, 0.11111111054861102]","[0.2222222222222222, 0.22222218150793616, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111]","[0.22222224334722304, 0.22222222615972292, 0.22222222109722203, 0.22222222109722203, 0.11111111654861]","[0.22222224793650805, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.1111111261111114]","[0.22222222109722203, 0.11111112167361152, 0.22222222615972292, 0.16666664866666667, 0.11111109911111111]","[0.2222222222222222, 0.11111111648391823, 0.2222222222222222, 0.16666665592105243, 0.11111110394736828]","[0.22222224334722304, 0.22222222615972292, 0.33333329733333333, 0.22222222109722203, 0.11111111654861]","[0.22222223296783647, 0.2222222222222222, 0.33333331184210485, 0.2222222222222222, 0.11111111648391823]","[0.22222222109722203, 0.14814814708564866, 0.22222222109722203, 0.22222222109722203, 0.11111111054861102]","[0.2222222222222222, 0.14814814314814806, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111]","[0.2962962941712973, 0.22222222615972292, 0.22222222109722203, 0.22222222109722203, 0.11111111654861]","[0.2962962862962961, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.1111111261111114]","[0.2222221927847214, 0.11111112167361152, 0.22222222109722203, 0.22222222109722203, 0.11111111054861102]","[0.22222221579365078, 0.11111112396825402, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111]","[0.22222224334722304, 0.22222222109722203, 0.22222222109722203, 0.22222222109722203, 0.2222221927847214]","[0.22222224793650805, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.22222221579365078]"
287,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
288,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
289,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
290,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
291,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
292,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
293,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
294,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
295,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
296,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
297,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
298,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
299,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
300,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
301,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
302,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
303,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
304,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
305,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
306,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
307,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
308,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
309,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
310,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
311,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
312,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
313,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
314,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
315,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
316,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
317,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
318,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
319,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
320,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
321,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
322,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
323,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
324,E,"[0.23529413884083086, 0.13725488813004613, 0.23529412734861532, 0.23529410881632049, 0.11764703339100294]",r,"[0.23529413884083086, 0.13725494269175334, 0.23529412734861532, 0.23529413884083086, 0.11764706942041543]",E,"[0.23529413884083086, 0.11764706942041543, 0.23529413884083086, 0.17647055008650442, 0.11764703339100294]",r,"[0.23529413884083086, 0.23529413884083086, 0.35294110017300884, 0.23529413884083086, 0.11764706942041543]",E,"[0.23529413884083086, 0.13235293345263846, 0.23529409948441934, 0.23529409948441934, 0.058823534710207716]",r,"[0.2647058669052769, 0.23529409948441934, 0.23529412734861532, 0.23529413884083086, 0.13235293345263846]",E,"[0.23529413884083086, 0.13725488813004613, 0.23529410881632049, 0.23529410881632049, 0.058823534710207716]",r,"[0.27450977626009226, 0.23529410881632049, 0.23529412734861532, 0.23529413884083086, 0.11764706942041543]"
325,"[0.25000000800000055, 0.12500000400000028, 0.2499999759999983, 0.12500000400000028, 0.12499998800000003]","[0.2500000215576937, 0.12500001077884684, 0.24999999152644167, 0.12500001077884684, 0.1249999846105761]","[0.25000000800000055, 0.2499999759999983, 0.25000000800000055, 0.25000000800000055, 0.12500000400000028]","[0.2500000215576937, 0.24999999152644167, 0.2500000215576937, 0.2500000215576937, 0.12500001077884684]","[0.25000000800000055, 0.09374999499999967, 0.2499999759999983, 0.12500000400000028, 0.12499998800000003]","[0.2500000215576937, 0.09374998652644147, 0.24999999152644167, 0.12500001077884684, 0.1249999846105761]","[0.281249984999999, 0.2499999759999983, 0.25000000800000055, 0.25000000800000055, 0.12500000400000028]","[0.2812499595793244, 0.24999999152644167, 0.2500000215576937, 0.2500000215576937, 0.12500001077884684]","[0.25000000800000055, 0.12500000400000028, 0.25000000800000055, 0.12500000400000028, 0.049999969999998395]","[0.2500000215576937, 0.12500001077884684, 0.24999999152644167, 0.12500001121981932, 0.05000000431153873]","[0.25000000800000055, 0.2499999759999983, 0.25000000800000055, 0.25000000800000055, 0.12500000400000028]","[0.2500000215576937, 0.24999999152644167, 0.2500000215576937, 0.2500000215576937, 0.12500001077884684]","[0.25000000800000055, 0.12500000400000028, 0.2499999759999983, 0.12500000400000028, 0.06250000200000014]","[0.2500000215576937, 0.12500001077884684, 0.24999999152644167, 0.12500001077884684, 0.06250000538942342]","[0.25000000800000055, 0.2499999759999983, 0.25000000800000055, 0.25000000800000055, 0.12500000400000028]","[0.2500000215576937, 0.24999999152644167, 0.2500000215576937, 0.2500000215576937, 0.12500001077884684]"
326,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
327,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
328,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
329,"[0.23529417764705632, 0.1470587335294138, 0.23529409264705986, 0.2352940926470599, 0.05882354441176409]","[0.23529417764705965, 0.13235291117647013, 0.2352940926470585, 0.2352940926470585, 0.05882354441176491]","[0.2647058223529455, 0.23529409264705986, 0.23529417764705635, 0.23529417764705632, 0.11764708882352816]","[0.26470582235294027, 0.22058827029411793, 0.23529417764705965, 0.23529417764705965, 0.11764708882352985]","[0.23529417764705632, 0.13235291117647097, 0.23529409264705986, 0.23529409264705986, 0.05882354441176408]","[0.23529417764705965, 0.1323529111764702, 0.2352940926470593, 0.2352940926470593, 0.05882354441176491]","[0.2647058223529455, 0.23529409264705986, 0.23529417764705632, 0.23529417764705632, 0.13235291117647097]","[0.2647058223529404, 0.2352940926470593, 0.23529417764705965, 0.23529417764705965, 0.1323529111764702]","[0.23529417764705632, 0.13235291117647185, 0.23529409264705986, 0.2352940926470599, 0.05882354441176316]","[0.23529417764705965, 0.13235291117647013, 0.2352940926470585, 0.2352940926470585, 0.05882354441176491]","[0.2647058223529437, 0.23529409264705986, 0.23529417764705635, 0.23529417764705632, 0.13235291117647185]","[0.26470582235294027, 0.2352940926470585, 0.23529417764705965, 0.23529417764705965, 0.13235291117647013]","[0.23529417764705632, 0.08235291117647184, 0.2352940926470599, 0.2352940926470599, 0.05882354441176409]","[0.23529417764705965, 0.08235291117647019, 0.2352940926470585, 0.2352940926470585, 0.05882354441176491]","[0.32941164470588735, 0.2352940926470599, 0.23529417764705635, 0.23529417764705632, 0.11764708882352816]","[0.32941164470588075, 0.2352940926470585, 0.23529417764705965, 0.23529417764705965, 0.11764708882352985]"
330,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
331,E,"[0.2380952880952383, 0.11904766555060176, 0.2380952880952383, 0.238095218095238, 0.11904764404761874]",r,"[0.2380953311012035, 0.11904777855656658, 0.2380952880952383, 0.23809528809523747, 0.11904764404761915]",E,"[0.2380952880952383, 0.08095235595238084, 0.238095218095238, 0.238095218095238, 0.04761905761904767]",r,"[0.3238094238095234, 0.238095218095238, 0.2380952880952383, 0.2380952880952383, 0.11904764404761915]",E,"[0.23809528809523747, 0.11904766555060176, 0.23809528809523747, 0.11904764404761874, 0.11904764404761874]",r,"[0.2380953311012035, 0.2380952880952383, 0.23809528809523747, 0.23809528809523747, 0.23809528809523747]",E,"[0.2380952880952383, 0.11904766555060176, 0.2380952880952383, 0.11904764404761915, 0.11904764404761915]",r,"[0.2380953311012035, 0.2380952880952383, 0.2380952880952383, 0.23809528809523747, 0.2380952880952383]"
332,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
333,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
334,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
335,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
336,E,"[0.2307692207692306, 0.1153846103846153, 0.2307692207692306, 0.2307692207692306, 0.11538457978264816]",r,"[0.2307692207692306, 0.11538466401744636, 0.23076923906552668, 0.23076923023836698, 0.11538461511918349]",E,"[0.21153847403846174, 0.1153846103846153, 0.2307692207692306, 0.2307692207692306, 0.07692307358974354]",r,"[0.2307692207692306, 0.2307692207692306, 0.23076923906552668, 0.2307692207692306, 0.21153847403846174]",E,"[0.2307692207692306, 0.1153846103846153, 0.2307692207692306, 0.1730768696739722, 0.11538457978264816]",r,"[0.2307692207692306, 0.2307692207692306, 0.3461537393479444, 0.23076923023836698, 0.11538461511918349]",E,"[0.2115384693038937, 0.1153846103846153, 0.23076923023836698, 0.2307692207692306, 0.07692307968850891]",r,"[0.2307692207692306, 0.23076923023836698, 0.23076923906552668, 0.23076923023836698, 0.2115384693038937]"
337,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
338,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
339,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
340,"[0.23076922326923063, 0.10576923451923087, 0.23076922326923063, 0.23076922326923063, 0.11538459663461524]","[0.23076923076923075, 0.1057692374358978, 0.23076923076923075, 0.23076923076923075, 0.11538460038461522]","[0.31730770730769253, 0.1923077335576928, 0.23076922326923063, 0.23076922326923063, 0.11538461163461532]","[0.3173077123076934, 0.19230773397436024, 0.23076923076923075, 0.23076923076923075, 0.11538461538461538]","[0.23076922326923063, 0.08461538836538467, 0.21794872669871804, 0.21794872669871804, 0.11538459663461524]","[0.23076923076923075, 0.08461538461538459, 0.21794872294871798, 0.21794872294871798, 0.11538460038461522]","[0.33846155346153867, 0.21794872669871804, 0.23076922326923063, 0.23076922326923063, 0.11538461163461532]","[0.33846153846153837, 0.21794872294871798, 0.23076923076923075, 0.23076923076923075, 0.11538461538461538]","[0.23076922326923058, 0.10576923451923087, 0.23076922326923058, 0.23076922326923063, 0.07692307442307687]","[0.23076923076923075, 0.1057692374358978, 0.23076923076923075, 0.23076923076923075, 0.07692307692307693]","[0.31730770730769253, 0.23076922326923063, 0.23076922326923058, 0.23076922326923063, 0.11538461163461532]","[0.3173077123076934, 0.23076923076923075, 0.23076923076923075, 0.23076923076923075, 0.11538461538461538]","[0.23076922326923063, 0.08461538836538467, 0.23076922326923063, 0.23076922326923063, 0.07692307442307687]","[0.23076923076923075, 0.08461538461538463, 0.23076922381735943, 0.23076922381735943, 0.07692307692307693]","[0.33846155346153867, 0.23076922326923063, 0.23076922326923063, 0.23076922326923063, 0.11538461163461532]","[0.33846153846153854, 0.23076922381735943, 0.23076923076923075, 0.23076923076923075, 0.11538461538461538]"
341,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
342,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
343,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
344,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
345,E,"[0.23076922381579024, 0.11538462392712522, 0.23076922381578954, 0.23076922381578954, 0.07692307460526318]",r,"[0.23076924785425043, 0.15384619136133512, 0.2307692299089067, 0.23076922381579024, 0.11538461190789512]",E,"[0.21153846422064784, 0.11538462392712522, 0.23076922381578954, 0.23076922381578954, 0.07692307460526318]",r,"[0.23076924785425043, 0.23076922381578954, 0.2307692299089067, 0.23076922381579024, 0.21153846422064784]",E,"[0.23076922381579024, 0.07692308261808348, 0.23076922381578954, 0.17307691690199037, 0.057692305633996785]",r,"[0.23076924785425043, 0.23076922381578954, 0.34615383380398074, 0.23076922381579024, 0.11538461190789512]",E,"[0.2115384642206468, 0.11538462392712522, 0.23076922381578954, 0.23076922381578954, 0.07692307460526318]",r,"[0.23076924785425043, 0.23076922381578954, 0.2307692299089067, 0.23076922381578954, 0.2115384642206468]"
346,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
347,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
348,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
349,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
350,E,"[0.26666665448782956, 0.08888888482927651, 0.2666666294878299, 0.1333333279890681, 0.08888888482927651]",r,"[0.26666665448782956, 0.25555556634691295, 0.2666666559781362, 0.26666665448782956, 0.13333332724391478]",E,"[0.26666665448782956, 0.0666666724580239, 0.25555556634691295, 0.1333333279890681, 0.08888888482927651]",r,"[0.2666666898320956, 0.25555556634691295, 0.2666666559781362, 0.26666665448782956, 0.13333332724391478]",E,"[0.26666665448782956, 0.08888888482927651, 0.2666666294878299, 0.1333333279890681, 0.05333333089756591]",r,"[0.26666665448782956, 0.2666666294878299, 0.2666666559781362, 0.26666665448782956, 0.13333332724391478]",E,"[0.26666665448782956, 0.08888888482927651, 0.2666666294878299, 0.1333333279890681, 0.0444444426630227]",r,"[0.26666665448782956, 0.2666666294878299, 0.2666666559781362, 0.26666665448782956, 0.13333332724391478]"
351,"[0.23076922876923095, 0.19230764768269468, 0.23076922876923095, 0.23076922876923095, 0.11538460588461556]",E,"[0.23076925439423027, 0.19230770780769169, 0.2307692547692286, 0.23076922876923095, 0.11538461438461547]",r,"[0.23076922876923095, 0.11538462938461615, 0.21153844153846035, 0.15384612684615226, 0.05128204228205075]",E,"[0.2307692587692323, 0.21153844153846035, 0.3076922536923045, 0.23076922876923095, 0.11538462938461615]",r,"[0.23076922876923095, 0.07692308479807676, 0.21153845122596163, 0.17307690882692334, 0.11538460588461556]",E,"[0.23076925439423027, 0.21153845122596168, 0.3461538176538467, 0.23076922876923095, 0.11538461438461547]",r,"[0.23076922876923095, 0.14102563402564172, 0.23076922876923095, 0.23076922876923095, 0.0769230849230762]",E,"[0.28205126805128344, 0.23076922876923095, 0.2307692547692286, 0.23076922876923095, 0.11538461438461547]",r
352,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
353,"[0.23076922153846186, 0.14102564679487137, 0.23076922153846186, 0.23076922153846186, 0.07692307384615395]","[0.23076923288687784, 0.14102563314328795, 0.23076923288687784, 0.23076923288687784, 0.07692306845248861]","[0.2820512993589741, 0.23076922153846186, 0.23076922153846186, 0.23076922153846186, 0.11538461076923093]","[0.28205128463951745, 0.23076923288687784, 0.23076923288687784, 0.23076923288687784, 0.11538461644343892]","[0.23076922153846186, 0.14102565064102515, 0.2307692157692318, 0.2307692157692318, 0.07692307192307726]","[0.23076923288687784, 0.14102563314328795, 0.23076923288687784, 0.23076923288687784, 0.07692307762895928]","[0.2820513012820503, 0.23076922153846186, 0.2307692157692318, 0.23076922153846186, 0.11538461076923093]","[0.28205128463951745, 0.23076923288687784, 0.23076923288687784, 0.23076923288687784, 0.11538461644343892]","[0.23076922153846186, 0.10576923653846138, 0.23076922153846186, 0.23076922153846186, 0.07692307384615395]","[0.23076923288687784, 0.10576923069276016, 0.23076922789864263, 0.23076922789864263, 0.07692306845248861]","[0.3173077096153841, 0.23076922153846186, 0.23076922153846186, 0.23076922153846186, 0.11538461076923093]","[0.31730769207828047, 0.23076923288687784, 0.23076923288687784, 0.23076922789864263, 0.11538461644343892]","[0.23076922153846186, 0.14102564679487137, 0.23076922153846186, 0.23076922153846186, 0.07692307384615395]","[0.23076923288687784, 0.14102564231975873, 0.23076923288687784, 0.23076923288687784, 0.07692306845248861]","[0.2820512993589741, 0.23076922153846186, 0.23076922153846186, 0.23076922153846186, 0.11538461076923093]","[0.28205128463951745, 0.23076923288687784, 0.23076923288687784, 0.23076923288687784, 0.11538461644343892]"
354,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
355,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
356,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
357,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
358,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
359,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
360,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
361,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
362,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
363,E,"[0.2500000021701388, 0.12500000108506942, 0.25000000217013885, 0.12500000108506942, 0.12499999240451397]",r,"[0.25000000217013885, 0.25000000217013885, 0.25000000217013885, 0.2500000021701388, 0.12500001263555047]",E,"[0.2500000021701386, 0.08333333405671296, 0.25000000217013885, 0.12500000108506942, 0.12499999240451397]",r,"[0.25000000217013885, 0.25000000217013885, 0.25000000217013885, 0.2500000021701388, 0.2500000021701386]",E,"[0.2500000021701388, 0.08333333405671296, 0.25000000217013885, 0.12500000108506942, 0.12499999240451397]",r,"[0.25000000217013885, 0.25000000217013885, 0.25000000217013885, 0.2500000021701388, 0.2500000021701388]",E,"[0.2500000021701388, 0.12500000108506942, 0.25000000217013885, 0.12500000108506942, 0.0625000005425347]",r,"[0.25000000217013885, 0.25000000217013885, 0.25000000217013885, 0.2500000021701388, 0.12500001263555047]"
364,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
365,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
366,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
367,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
368,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
369,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
370,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
371,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
372,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
373,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
374,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
375,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
376,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
377,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
378,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
379,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
380,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
381,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
382,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
383,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
384,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
385,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
386,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
387,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
388,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
389,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
390,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
391,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
392,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
393,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
394,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
395,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
396,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
397,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
398,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
399,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
400,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
401,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
402,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
403,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
404,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
405,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
406,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
407,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
408,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
409,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
410,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
411,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
412,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
413,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
414,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
415,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
416,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
417,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
418,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
419,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
420,"[0.23076923076923078, 0.15384613884615345, 0.23076923076923078, 0.23076923076923078, 0.07692306692307616]","[0.23076923076923075, 0.14102563602564094, 0.23076923076923075, 0.23076923076923075, 0.07692307692307691]","[0.26923076923076916, 0.2307692407692314, 0.23076923076923078, 0.23076923076923078, 0.11538463038461579]","[0.2692307816117213, 0.21794874032966985, 0.23076923076923075, 0.23076923076923075, 0.11538463038461556]","[0.23076923076923078, 0.13461538461538458, 0.23076923076923078, 0.23076923076923078, 0.07692306692307616]","[0.23076923076923075, 0.13461539080586066, 0.23076923076923075, 0.23076923076923075, 0.07692307692307691]","[0.26923076923076916, 0.23076923076923078, 0.23076923076923078, 0.23076923076923078, 0.13461538461538458]","[0.2692307816117213, 0.23076923076923075, 0.23076923076923075, 0.23076923076923075, 0.13461539080586066]","[0.23076923076923078, 0.14102563602564086, 0.23076923076923078, 0.23076923076923078, 0.07692306692307638]","[0.23076923076923075, 0.14102563602564097, 0.23076923076923075, 0.23076923076923075, 0.07692307692307691]","[0.2820512720512817, 0.2307692407692314, 0.23076923076923078, 0.23076923076923078, 0.11538463038461579]","[0.28205127205128194, 0.23076923076923075, 0.23076923076923075, 0.23076923076923075, 0.11538463038461556]","[0.23076923076923078, 0.14102563602564086, 0.23076923076923078, 0.23076923076923078, 0.07692307692307693]","[0.23076923076923075, 0.14102563602564094, 0.23076923076923075, 0.23076923076923075, 0.07692307692307691]","[0.2820512720512817, 0.23076923076923078, 0.23076923076923078, 0.23076923076923078, 0.11538463038461579]","[0.2820512720512819, 0.23076923076923075, 0.23076923076923075, 0.23076923076923075, 0.11538463038461556]"
421,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
422,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
423,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
