Trial,entani論文のCommonGround_wᴸ,解の非唯一性考慮のCommonGround_wᴸ,entani論文のCommonGround_wᵁ,解の非唯一性考慮のCommonGround_wᵁ,entani論文のCommonGround_wᴸ_1,解の非唯一性考慮のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ_1,解の非唯一性考慮のCommonGround_wᵁ_1,entani論文のCommonGround_wᴸ_2,解の非唯一性考慮のCommonGround_wᴸ_2,entani論文のCommonGround_wᵁ_2,解の非唯一性考慮のCommonGround_wᵁ_2,entani論文のCommonGround_wᴸ_3,解の非唯一性考慮のCommonGround_wᴸ_3,entani論文のCommonGround_wᵁ_3,解の非唯一性考慮のCommonGround_wᵁ_3
490,"[0.222222209064327, 0.222222209064327, 0.222222209064327, 0.222222209064327, 0.11111111637426921]","[0.222222219722222, 0.222222219722222, 0.222222219722222, 0.222222219722222, 0.2222221897222223]","[0.222222209064327, 0.222222209064327, 0.22222223274853842, 0.22222223274853842, 0.11111113953216303]","[0.222222219722222, 0.222222219722222, 0.22222224222222223, 0.22222222722222232, 0.22222221972222228]","[0.22222223274853842, 0.06666666035087696, 0.222222209064327, 0.222222209064327, 0.11111111637426921]","[0.22222221972222228, 0.06666665916666664, 0.222222219722222, 0.222222219722222, 0.11111112111111111]","[0.2666666414035078, 0.222222209064327, 0.22222223274853842, 0.22222223274853842, 0.22222223274853842]","[0.26666663666666657, 0.222222219722222, 0.22222224222222223, 0.22222224222222223, 0.22222221972222228]","[0.22222220274854054, 0.11111111058479423, 0.222222209064327, 0.11111111637426921, 0.11111111637426921]","[0.222222219722222, 0.111111109861111, 0.222222219722222, 0.11111111908333297, 0.11111111361111116]","[0.22222222116958845, 0.222222209064327, 0.22222223274853842, 0.22222223274853842, 0.22222220274854054]","[0.222222219722222, 0.222222219722222, 0.22222224222222223, 0.22222222722222232, 0.22222221972222228]","[0.222222209064327, 0.222222209064327, 0.222222209064327, 0.11111111637426921, 0.11111111637426921]","[0.222222219722222, 0.222222219722222, 0.222222219722222, 0.11111112111111111, 0.11111111361111116]","[0.222222209064327, 0.222222209064327, 0.22222223274853842, 0.22222223274853842, 0.22222223274853842]","[0.222222219722222, 0.222222219722222, 0.22222224222222223, 0.22222222722222232, 0.22222221972222228]"
491,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
492,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
493,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
494,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
495,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
496,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
497,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
498,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
499,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
500,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
501,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
502,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
503,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
504,"[0.22222222097222227, 0.11111111236111108, 0.22222222097222227, 0.22222222097222227, 0.11111110673611127]","[0.22222220722222202, 0.11111112611111126, 0.22222222222222235, 0.22222222222222235, 0.11111111111111117]","[0.22222222472222217, 0.22222223034722194, 0.22222222659722196, 0.22222222097222227, 0.22222222097222227]","[0.22222225222222255, 0.22222222222222235, 0.22222222222222235, 0.22222223722222237, 0.22222220722222202]","[0.22222222097222227, 0.11111111236111108, 0.22222222097222227, 0.22222222097222227, 0.11111111048611114]","[0.22222220722222202, 0.11111112611111126, 0.22222222222222235, 0.22222222222222235, 0.11111111111111117]","[0.22222222472222217, 0.22222223034722194, 0.22222222097222227, 0.22222222097222227, 0.22222222097222227]","[0.22222225222222255, 0.22222222222222235, 0.22222222222222235, 0.22222223722222237, 0.22222220722222202]","[0.22222222097222227, 0.0833333328645834, 0.22222222659722196, 0.22222222097222227, 0.11111110673611127]","[0.22222220722222202, 0.08333333333333331, 0.22222222222222235, 0.22222222722222226, 0.11111111111111117]","[0.24999999859375022, 0.22222223034722194, 0.22222222659722196, 0.22222222097222227, 0.22222222097222227]","[0.24999999999999994, 0.22222222722222226, 0.22222222222222235, 0.22222223722222237, 0.22222220722222202]","[0.22222222097222227, 0.11111111236111108, 0.22222222097222227, 0.22222222097222227, 0.11111110673611127]","[0.22222220722222202, 0.11111112611111128, 0.22222222222222235, 0.22222222222222235, 0.11111111111111117]","[0.22222222472222217, 0.22222222097222227, 0.22222222659722196, 0.22222222097222227, 0.22222222097222227]","[0.22222225222222255, 0.22222222222222235, 0.22222222222222235, 0.22222223722222237, 0.22222220722222202]"
505,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
506,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
507,E,"[0.24999999357725716, 0.1250000007782109, 0.2500000022578126, 0.1250000011289063, 0.12499999244835061]",r,"[0.2500000022578126, 0.25000000225781277, 0.2500000022578126, 0.25000000225781277, 0.2500000022578126]",E,"[0.24999999357725716, 0.1250000007782109, 0.2500000022578126, 0.1250000011289063, 0.12500000112890639]",r,"[0.2500000022578126, 0.25000000225781277, 0.2500000022578126, 0.25000000225781277, 0.2500000022578126]",E,"[0.2500000022578126, 0.08333333408593754, 0.2500000022578126, 0.1250000011289063, 0.12499999244835061]",r,"[0.2500000022578126, 0.25000000225781277, 0.2500000022578126, 0.25000000225781277, 0.2500000022578126]",E,"[0.24999999357725716, 0.08333333408593754, 0.2500000022578126, 0.1250000011289063, 0.12500000112890639]",r,"[0.2500000022578126, 0.25000000225781277, 0.2500000022578126, 0.25000000225781277, 0.2500000022578126]"
508,"[0.22222221850129187, 0.0833333329844962, 0.22222221850129187, 0.22222221850129187, 0.11111110925064593]","[0.22222222040404035, 0.08333334287878805, 0.22222222040404035, 0.22222222040404035, 0.11111111020202018]","[0.25000001151162815, 0.22222222478036185, 0.22222221850129187, 0.22222221850129187, 0.22222221850129187]","[0.2500000040909092, 0.22222222858585874, 0.22222222040404035, 0.22222222040404035, 0.22222224204626984]","[0.22222221850129187, 0.0833333361240311, 0.22222221850129187, 0.22222221850129187, 0.11111110925064593]","[0.22222222040404035, 0.08333334287878805, 0.22222222040404035, 0.22222222040404035, 0.11111111020202018]","[0.2500000083720933, 0.22222222478036185, 0.22222221850129187, 0.22222221850129187, 0.22222221850129187]","[0.2500000040909092, 0.22222222858585874, 0.22222222040404035, 0.22222222040404035, 0.22222224204626984]","[0.22222222268733854, 0.0833333329844962, 0.22222221850129187, 0.22222221850129187, 0.11111111134366927]","[0.22222222040404035, 0.08333333469696974, 0.22222222040404035, 0.22222222040404035, 0.11111111020202018]","[0.25000001151162815, 0.22222222478036185, 0.22222222268733854, 0.22222221850129187, 0.22222221850129187]","[0.2500000040909092, 0.22222222858585874, 0.22222222040404035, 0.22222222040404035, 0.22222224204626984]","[0.22222221850129187, 0.0833333329844962, 0.22222221850129187, 0.22222221850129187, 0.11111110925064593]","[0.22222222040404035, 0.08333333469696974, 0.22222222040404035, 0.22222222040404035, 0.11111111020202018]","[0.25000001151162815, 0.22222221850129187, 0.22222221850129187, 0.22222221850129187, 0.22222221850129187]","[0.2500000040909092, 0.22222222858585874, 0.22222222040404035, 0.22222222040404035, 0.22222222040404035]"
509,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
510,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
511,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
512,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
513,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
514,"[0.222222209222222, 0.2222222152222239, 0.2222222152222239, 0.2222222242222213, 0.11111111211111065]","[0.22222221805712955, 0.22222221736011416, 0.22222222069218836, 0.22222221805712955, 0.22222219495361634]","[0.2222222152222239, 0.2222222152222239, 0.2222222332222202, 0.2222222242222213, 0.1111111361111089]","[0.22222222069218836, 0.22222221805712955, 0.22222222926037857, 0.22222222926037857, 0.22222221805712955]","[0.222222209222222, 0.06666666666666729, 0.2222222152222239, 0.2222222242222213, 0.11111111211111065]","[0.22222221805712955, 0.06666666468442267, 0.22222222069218836, 0.22222221805712955, 0.11111111463018929]","[0.26666666666666916, 0.2222222152222239, 0.2222222332222202, 0.2222222242222213, 0.222222209222222]","[0.2666666587376907, 0.22222222069218836, 0.22222222926037857, 0.22222222926037857, 0.22222221805712955]","[0.222222209222222, 0.1111111111111122, 0.2222222152222239, 0.2222222242222213, 0.11111111211111065]","[0.22222222069218836, 0.11111111034609418, 0.22222222069218836, 0.22222221805712955, 0.11111111463018929]","[0.2222222222222244, 0.2222222152222239, 0.2222222332222202, 0.2222222242222213, 0.222222209222222]","[0.22222222069218836, 0.22222221805712955, 0.22222222926037857, 0.22222222926037857, 0.22222222545229342]","[0.222222209222222, 0.222222209222222, 0.2222222152222239, 0.11111112011111006, 0.11111111211111065]","[0.22222221805712955, 0.22222221736011416, 0.22222222069218836, 0.11111111463018929, 0.11111111463018929]","[0.2222222152222239, 0.222222209222222, 0.22222224022222012, 0.2222222242222213, 0.2222222152222239]","[0.22222222069218836, 0.22222221805712955, 0.22222222926037857, 0.22222222926037857, 0.22222222069218836]"
515,"[0.22222221222222222, 0.18518517518518562, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111]","[0.2222222144157845, 0.18518517850529, 0.22222221447531113, 0.22222221447531113, 0.1111111222376538]","[0.2222222222222222, 0.22222222222222232, 0.2222222222222222, 0.2222222222222222, 0.14814816814814757]","[0.22222222443562534, 0.22222222443562534, 0.22222221447531113, 0.22222222443562534, 0.14814817818783005]","[0.22222221222222222, 0.055555555555555525, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111]","[0.2222222144157845, 0.05555555276895933, 0.22222222443562534, 0.22222221447531113, 0.1111111222376538]","[0.27777777777777785, 0.22222222222222232, 0.2222222222222222, 0.2222222222222222, 0.22222222222222232]","[0.27777776384479663, 0.22222222443562534, 0.2222222444753076, 0.22222222443562534, 0.22222221447531113]","[0.22222221222222222, 0.1111111111111111, 0.22222222222221985, 0.11111111111110993, 0.1111111111111119]","[0.2222222144157845, 0.11111111221781267, 0.22222221447531113, 0.11111110723765556, 0.11111111221781267]","[0.2222222222222222, 0.2222222222222238, 0.22222222222221985, 0.2222222222222222, 0.2222222222222242]","[0.22222222443562534, 0.22222222443562534, 0.22222221447531113, 0.22222222443562534, 0.22222222443562534]","[0.18518517518518562, 0.18518517518518562, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111]","[0.18518519129188674, 0.18518517850529, 0.22222221447531113, 0.22222221447531113, 0.11111111221781267]","[0.22222222222222232, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.18518517518518562]","[0.22222222443562534, 0.22222222443562534, 0.22222221447531113, 0.22222222443562534, 0.18518519129188674]"
516,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
517,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
518,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
519,"[0.2222222224924919, 0.11111111003003007, 0.2222222200600602, 0.22222222006006026, 0.1111111100300301]","[0.22222222322222224, 0.11111110711111108, 0.22222222322222224, 0.22222221872222214, 0.1111111071111111]","[0.22222223222222176, 0.22222222978978934, 0.2222222200600602, 0.22222222006006026, 0.2222222224924919]","[0.22222222322222235, 0.22222222322222188, 0.22222222322222224, 0.22222222322222224, 0.22222222322222224]","[0.2222222224924919, 0.11111111246246255, 0.22222222006006026, 0.22222222006006026, 0.11111111003003013]","[0.22222222322222224, 0.11111110711111108, 0.22222222322222224, 0.22222222322222224, 0.1111111071111111]","[0.2222222249249251, 0.22222222978978934, 0.22222222006006026, 0.22222222006006026, 0.2222222224924919]","[0.22222222322222235, 0.22222222322222224, 0.22222222322222224, 0.22222222322222224, 0.22222222322222224]","[0.22222222006006015, 0.11111111003003007, 0.22222222006006015, 0.22222222006006015, 0.1111111100300301]","[0.22222222322222224, 0.11111111161111117, 0.22222222322222224, 0.22222221872222214, 0.1111111071111111]","[0.22222222006006015, 0.22222222978978934, 0.2222222200600602, 0.22222222006006015, 0.2222222224924919]","[0.22222222322222235, 0.22222222322222188, 0.22222222322222224, 0.22222222322222224, 0.22222222322222224]","[0.2222222224924919, 0.11111111003003007, 0.2222222200600602, 0.22222222006006026, 0.1111111100300301]","[0.22222222322222224, 0.11111110711111108, 0.22222222322222224, 0.22222221872222214, 0.11111111161111112]","[0.22222223222222176, 0.22222222006006026, 0.2222222200600602, 0.22222222006006026, 0.2222222224924919]","[0.22222222322222235, 0.22222222322222188, 0.22222222322222224, 0.22222222322222224, 0.22222222322222224]"
520,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
521,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
522,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
523,"[0.22222221222222222, 0.18518517518518507, 0.22222222222222143, 0.22222222222222182, 0.11111111111111091]","[0.22222221322222233, 0.18518517518518504, 0.22222222222222232, 0.22222222222222232, 0.11111111111111116]","[0.2222222222222227, 0.2222222222222227, 0.22222222222222143, 0.22222222222222182, 0.1481481681481473]","[0.22222222222222232, 0.22222222222222188, 0.22222222222222232, 0.22222222222222232, 0.14814816714814796]","[0.22222221222222222, 0.1111111111111109, 0.2222222222222227, 0.22222222222222182, 0.11111111111111091]","[0.22222221322222233, 0.11111111111111116, 0.22222222222222188, 0.22222222222222232, 0.11111111111111116]","[0.2222222222222218, 0.2222222222222227, 0.2222222222222227, 0.22222222222222182, 0.2222222222222227]","[0.22222222222222232, 0.22222222222222188, 0.22222222222222232, 0.22222222222222232, 0.22222222222222188]","[0.18518517518518507, 0.18518517518518507, 0.22222222222222182, 0.22222222222222182, 0.11111111111111091]","[0.18518519018518514, 0.18518517518518504, 0.22222222222222232, 0.22222222222222232, 0.11111111111111116]","[0.2222222222222227, 0.2222222222222227, 0.22222222222222182, 0.22222222222222182, 0.18518517518518507]","[0.22222222222222232, 0.22222222222222188, 0.22222222222222232, 0.22222222222222232, 0.18518519018518514]","[0.22222221222222222, 0.11111111111111135, 0.22222222222222143, 0.22222222222222182, 0.11111111111111091]","[0.22222221322222233, 0.11111111111111116, 0.22222222222222232, 0.22222222222222232, 0.11111111111111116]","[0.2222222222222227, 0.2222222222222227, 0.22222222222222143, 0.22222222222222182, 0.2222222222222227]","[0.22222222222222232, 0.22222222222222232, 0.22222222222222232, 0.22222222222222232, 0.22222222222222232]"
524,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
525,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
526,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
527,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
528,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
529,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
530,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
531,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
532,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
533,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
534,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
535,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
536,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
537,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
538,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
539,"[0.22222222472222197, 0.11111110486111155, 0.22222222097222233, 0.22222222097222233, 0.111111112361111]","[0.2222222206763286, 0.1111111103381643, 0.22222222644927517, 0.2222222206763286, 0.1111111057487924]","[0.22222222472222197, 0.22222222097222233, 0.22222223222222176, 0.22222222097222233, 0.22222222472222197]","[0.2222222206763286, 0.22222223218599066, 0.22222222644927517, 0.2222222206763286, 0.22222222185990329]","[0.22222222472222197, 0.11111111236111099, 0.22222222097222233, 0.22222222097222233, 0.111111112361111]","[0.2222222206763286, 0.1111111103381643, 0.22222222644927517, 0.2222222206763286, 0.1111111057487924]","[0.22222222472222197, 0.22222222097222233, 0.22222223222222176, 0.22222222097222233, 0.22222222472222197]","[0.2222222206763286, 0.22222222644927517, 0.22222222644927517, 0.2222222206763286, 0.22222222185990329]","[0.22222222097222233, 0.11111110486111155, 0.22222222097222233, 0.11111111736111084, 0.11111110861111118]","[0.2222222206763286, 0.1111111103381643, 0.22222222644927517, 0.11111111322463758, 0.1111111057487924]","[0.22222222472222197, 0.22222222097222233, 0.2222222247222222, 0.22222222097222233, 0.22222222472222197]","[0.2222222206763286, 0.22222223218599066, 0.22222222644927517, 0.2222222206763286, 0.2222222206763286]","[0.22222222472222197, 0.11111110486111155, 0.22222222097222233, 0.22222222097222233, 0.111111112361111]","[0.2222222206763286, 0.1111111103381643, 0.22222222644927517, 0.2222222206763286, 0.1111111103381643]","[0.22222222472222197, 0.22222222097222233, 0.22222222097222233, 0.222222224722222, 0.22222222472222197]","[0.2222222206763286, 0.22222223218599066, 0.22222222644927517, 0.2222222206763286, 0.22222222185990329]"
540,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
541,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
542,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
543,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
544,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
545,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
546,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
547,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
548,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
549,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
550,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
551,"[0.22222220452991553, 0.11111111957264894, 0.22222221491453026, 0.22222221491453026, 0.11111110918803435]","[0.22222220888888888, 0.11111110444444444, 0.22222222055555557, 0.22222221555555566, 0.11111110611111101]","[0.22222223914529787, 0.22222221491453026, 0.2222222183760687, 0.2222222183760687, 0.22222220452991553]","[0.22222220888888888, 0.22222222055555557, 0.2222222288888889, 0.2222222288888889, 0.2222222288888889]","[0.22222220876068377, 0.08333333967948676, 0.22222221491453026, 0.22222221491453026, 0.11111110918803435]","[0.2222222288888889, 0.08333332833333333, 0.22222222055555557, 0.22222222222222227, 0.11111110611111101]","[0.2500000190384603, 0.22222221491453026, 0.2222222183760687, 0.2222222183760687, 0.22222220452991553]","[0.24999998499999998, 0.22222222222222227, 0.2222222288888889, 0.2222222288888889, 0.2222222288888889]","[0.22222220452991553, 0.11111111957264894, 0.22222220452991553, 0.22222220452991553, 0.11111110226495777]","[0.22222220888888888, 0.11111110444444444, 0.2222222288888889, 0.22222221555555566, 0.11111110611111101]","[0.22222223914529787, 0.22222221491453026, 0.2222222183760687, 0.22222220452991553, 0.22222220452991553]","[0.22222220888888888, 0.22222222055555557, 0.2222222288888889, 0.2222222288888889, 0.2222222288888889]","[0.22222220452991553, 0.11111111957264894, 0.22222221491453026, 0.22222221491453026, 0.11111110918803435]","[0.22222220888888888, 0.11111110444444444, 0.22222222055555557, 0.22222221555555566, 0.11111111444444445]","[0.22222223914529787, 0.22222221491453026, 0.2222222183760687, 0.2222222183760687, 0.22222220452991553]","[0.22222220888888888, 0.22222222055555557, 0.2222222288888889, 0.2222222288888889, 0.2222222288888889]"
552,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
553,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
554,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
555,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
556,"[0.2222222202222223, 0.11111110311111128, 0.2222222202222223, 0.22222220872222193, 0.11111111011111115]","[0.22222221696360167, 0.11111113214559329, 0.22222221696360167, 0.22222221696360167, 0.11111110993654218]","[0.2222222202222223, 0.2222222202222223, 0.2222222202222223, 0.22222222722222212, 0.22222222722222212]","[0.22222225670228626, 0.22222221696360167, 0.22222221987308435, 0.22222221696360167, 0.22222221696360167]","[0.22222222722222212, 0.06666666366666672, 0.2222222222222222, 0.22222220872222193, 0.11111111361111106]","[0.22222221696360167, 0.06666666923994245, 0.22222221696360167, 0.22222221696360167, 0.11111110993654218]","[0.2666666546666669, 0.2222222202222223, 0.22222222722222212, 0.22222222722222212, 0.22222222722222212]","[0.2666666769597698, 0.22222221696360167, 0.22222221987308435, 0.22222221696360167, 0.22222221696360167]","[0.2222222202222223, 0.11111110311111128, 0.2222222202222223, 0.2222222202222223, 0.11111111011111115]","[0.22222221696360167, 0.11111113214559329, 0.22222221696360167, 0.22222221696360167, 0.11111110993654218]","[0.2222222202222223, 0.2222222202222223, 0.2222222202222223, 0.22222222722222212, 0.22222222722222212]","[0.22222225670228626, 0.22222221696360167, 0.22222221987308435, 0.22222221696360167, 0.22222221696360167]","[0.22222222722222212, 0.08333333133333339, 0.2222222202222223, 0.22222220872222193, 0.11111111361111106]","[0.22222221696360167, 0.08333333654992807, 0.22222221696360167, 0.22222221696360167, 0.11111110848180084]","[0.24999999400000017, 0.2222222202222223, 0.2222222202222223, 0.22222222722222212, 0.22222222722222212]","[0.2500000096497842, 0.22222221696360167, 0.22222221987308435, 0.22222221696360167, 0.22222221696360167]"
557,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
558,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
559,"[0.23076921076923218, 0.10256399756410617, 0.2222222122222223, 0.2222221972222214, 0.2222222122222223]",E,"[0.23076927576922757, 0.10256416756410192, 0.22222224222222206, 0.22222224222222206, 0.22222224222222206]",r,"[0.22222224222222206, 0.08333331833333348, 0.2222222122222223, 0.11111112111111103, 0.2222222122222223]",E,"[0.24999995500000044, 0.2222222122222223, 0.22222224222222206, 0.22222224222222206, 0.22222224222222206]",r,"[0.22222227222222388, 0.06666663666666567, 0.2222221972222214, 0.2222221972222214, 0.11111113611111194]",E,"[0.2666665466666627, 0.2222221972222214, 0.22222227222222388, 0.22222227222222388, 0.22222227222222388]",r,"[0.23076921076923218, 0.07692309192307585, 0.19230769730769198, 0.11538460538461609, 0.11538460538461609]",E,"[0.23076927576922757, 0.19230769730769198, 0.23076921076923218, 0.23076921076923218, 0.23076921076923218]",r
560,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
561,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
562,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
563,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
564,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
565,"[0.22222222222222165, 0.11111110611111208, 0.22222221222222183, 0.22222221222222183, 0.11111111111111083]","[0.22222221846491036, 0.11111113059549783, 0.22222220979438162, 0.2222222140097711, 0.11111110700488555]","[0.22222222222222165, 0.22222221222222183, 0.22222222222222165, 0.222222227222223, 0.22222222222222165]","[0.22222226119099567, 0.22222221846491036, 0.22222220979438162, 0.2222222140097711, 0.22222221846491036]","[0.22222222222222165, 0.11111111111111083, 0.22222221222222183, 0.22222221222222183, 0.11111111111111083]","[0.22222221846491036, 0.11111113059549783, 0.22222220979438162, 0.2222222140097711, 0.11111110700488555]","[0.22222222222222165, 0.22222221222222183, 0.22222222222222165, 0.22222222222222165, 0.22222222222222165]","[0.22222226119099567, 0.22222221846491036, 0.22222220979438162, 0.2222222140097711, 0.22222221846491036]","[0.22222222222222165, 0.08333333333333376, 0.22222221222222183, 0.22222221222222183, 0.11111111111111083]","[0.22222221846491036, 0.08333334054651904, 0.22222220979438162, 0.2222222140097711, 0.11111110700488555]","[0.2500000000000013, 0.22222221222222183, 0.22222222222222165, 0.22222222222222165, 0.22222222222222165]","[0.25000002163955715, 0.22222221846491036, 0.22222220979438162, 0.2222222140097711, 0.2222222140097711]","[0.22222222222222165, 0.11111110611111208, 0.22222221222222183, 0.11111111111111083, 0.11111111111111083]","[0.22222221846491036, 0.11111113059549783, 0.22222220979438162, 0.11111110489719081, 0.11111110489719081]","[0.22222222222222165, 0.22222221222222183, 0.22222222222222165, 0.222222227222223, 0.22222222222222165]","[0.22222226119099567, 0.22222221846491036, 0.22222220979438162, 0.2222222140097711, 0.22222221846491036]"
566,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
567,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
568,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
569,E,"[0.230769204881657, 0.11538462647928989, 0.23076925295857978, 0.17692307112337272, 0.17692307112337272]",r,"[0.23076925295857978, 0.11538471036390587, 0.23076925295857978, 0.17692308902721932, 0.17692308902721932]",E,"[0.230769204881657, 0.07692308431952659, 0.23076925295857978, 0.11538462647928989, 0.1153846024408285]",r,"[0.23076925295857978, 0.23076925295857978, 0.23076925295857978, 0.230769204881657, 0.230769204881657]",E,"[0.230769204881657, 0.07692308431952659, 0.23076925295857975, 0.11538462647928989, 0.1153846024408285]",r,"[0.23076925295857975, 0.23076925295857975, 0.23076925295857978, 0.230769204881657, 0.230769204881657]",E,"[0.17692308902721932, 0.11538462647928989, 0.23076925295857978, 0.17692307112337272, 0.17692307112337272]",r,"[0.23076925295857978, 0.23076925295857978, 0.35384614224674543, 0.17692308902721932, 0.17692308902721932]"
570,E,"[0.25, 0.1249999909687497, 0.25, 0.125, 0.12499999149218752]",r,"[0.25, 0.25, 0.25, 0.25, 0.25]",E,"[0.25, 0.1249999909687497, 0.25, 0.125, 0.125]",r,"[0.25, 0.25, 0.25, 0.25, 0.25]",E,"[0.25, 0.0625, 0.25, 0.125, 0.12499999149218752]",r,"[0.25, 0.25, 0.25, 0.25, 0.25]",E,"[0.25, 0.12499999096874961, 0.25, 0.125, 0.125]",r,"[0.25, 0.25, 0.25, 0.25, 0.25]"
571,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
572,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
