Trial,entani論文のPerfectIncorporation_wᴸ,解の非唯一性考慮のPerfectIncorporation_wᴸ,entani論文のPerfectIncorporation_wᵁ,解の非唯一性考慮のPerfectIncorporation_wᵁ,entani論文のPerfectIncorporation_wᴸ_1,解の非唯一性考慮のPerfectIncorporation_wᴸ_1,entani論文のPerfectIncorporation_wᵁ_1,解の非唯一性考慮のPerfectIncorporation_wᵁ_1,entani論文のPerfectIncorporation_wᴸ_2,解の非唯一性考慮のPerfectIncorporation_wᴸ_2,entani論文のPerfectIncorporation_wᵁ_2,解の非唯一性考慮のPerfectIncorporation_wᵁ_2,entani論文のPerfectIncorporation_wᴸ_3,解の非唯一性考慮のPerfectIncorporation_wᴸ_3,entani論文のPerfectIncorporation_wᵁ_3,解の非唯一性考慮のPerfectIncorporation_wᵁ_3
932,"[0.2307693207692302, 0.13106801741504784, 0.23076919076923086, 0.2307691907692309, 0.02912622609223285]","[0.23076932007187537, 0.13106797556870134, 0.23076919107916652, 0.23076919107916652, 0.029126216793044737]","[0.26923067923076976, 0.24271837910194258, 0.24271837910194274, 0.2427183791019426, 0.13461533961538488]","[0.2692306799281246, 0.2427184293175584, 0.2427184293175584, 0.2427184293175584, 0.1346153399640623]","[0.2427183791019426, 0.13106801741504784, 0.24271837910194258, 0.24271837910194258, 0.02912622609223285]","[0.2427184293175584, 0.13106797556870134, 0.2427184293175584, 0.2427184293175584, 0.029126216793044737]","[0.2621360348300957, 0.24271837910194258, 0.2427183791019426, 0.2427183791019426, 0.12135918955097129]","[0.2621359511374027, 0.2427184293175584, 0.2427184293175584, 0.2427184293175584, 0.1213592146587792]","[0.23076932076923035, 0.13461533961538488, 0.230769190769231, 0.230769190769231, 0.076923106923077]","[0.23076932007187537, 0.1346153399640623, 0.23076919107916652, 0.23076919107916652, 0.07692310669062508]","[0.26923067923076976, 0.230769190769231, 0.23076932076923035, 0.2307693207692302, 0.13461533961538488]","[0.2692306799281246, 0.23076919107916652, 0.23076932007187537, 0.23076932007187537, 0.1346153399640623]","[0.23333335333333424, 0.1333333233333329, 0.2333333283333331, 0.2333333283333332, 0.06666666166666639]","[0.23333335317836734, 0.1333333234108163, 0.23333332837207482, 0.23333332837207482, 0.06666666170540815]","[0.26666664666666573, 0.2333333283333331, 0.23333335333333438, 0.23333335333333424, 0.1333333233333327]","[0.2666666468216326, 0.23333332837207482, 0.23333335317836734, 0.23333335317836734, 0.1333333234108163]"
933,"[0.23529417764708332, 0.130630649380636, 0.18181818181817663, 0.1818181818181861, 0.027027024527026922]","[0.23529417872806788, 0.1306306399797658, 0.18181813091734195, 0.18181822423554825, 0.0270270257804756]","[0.36363636363635826, 0.24324322074323662, 0.24324322074322985, 0.2969696269697485, 0.13235291117645967]","[0.3636362618346839, 0.24324323202428083, 0.24324323202428086, 0.29696974447714736, 0.132352910635966]","[0.23529417764708332, 0.13235291117645967, 0.23529409264705198, 0.23529409264704937, 0.05882354441177233]","[0.23529417872806788, 0.13235291063596605, 0.23529409219663838, 0.23529409219663824, 0.05882354468201697]","[0.2647058223529189, 0.23529409264705198, 0.23529417764707625, 0.23529417764708557, 0.13235291117645967]","[0.26470582127193204, 0.23529409219663824, 0.2352941787280677, 0.23529417872806788, 0.132352910635966]","[0.2969696269697485, 0.18181818181817913, 0.1818181818181766, 0.1818181818181861, 0.04242423242425246]","[0.29696974447714736, 0.18181813091734195, 0.18181813091734195, 0.18181822423554825, 0.04242424921102105]","[0.36363636363635826, 0.1818181818181861, 0.18181818181817913, 0.2969696269697485, 0.09090909090909016]","[0.3636362618346839, 0.18181822423554828, 0.18181822423554828, 0.29696974447714736, 0.09090906545867097]","[0.24324322074323876, 0.13063064938063992, 0.24324322074322985, 0.2432432207432376, 0.027027024527026922]","[0.2432432320242809, 0.1306306399797658, 0.2432432320242804, 0.24324323202428086, 0.0270270257804756]","[0.2612612987612685, 0.2432432207432376, 0.24324322074322985, 0.24324322074324245, 0.12162161037161938]","[0.2612612799595319, 0.24324323202428036, 0.2432432320242804, 0.24324323202428128, 0.12162161601214044]"
934,"[0.20895588388056327, 0.086956532453416, 0.13043477403726705, 0.11940307507462217, 0.02653401668324937]","[0.15384629136746478, 0.086956524885189, 0.13043478652379084, 0.15384611258976055, 0.034188025019946784]","[0.3050847127627098, 0.2608695480745341, 0.26086954807453455, 0.26086954807453455, 0.13043477403726714]","[0.30769222517952105, 0.3076922251795212, 0.3076922251795211, 0.2608695601836974, 0.13043478009184897]","[0.20895588388056327, 0.1492533413433036, 0.23880615014924433, 0.11940307507462217, 0.02653401668324937]","[0.15384629136746478, 0.15384611258976058, 0.3076922251795211, 0.15384611258976055, 0.03418802501994679]","[0.2985066826866072, 0.2388061501492448, 0.23880615014924433, 0.20895588388056327, 0.10447794194028164]","[0.30769222517952105, 0.3076922251795212, 0.3076922251795211, 0.15384629136746478, 0.07692314568373244]","[0.23728815909322207, 0.1016949042542366, 0.23728812959321954, 0.23728812959321954, 0.05084745212711825]","[0.23728812560040508, 0.10169492149974686, 0.23728812560040496, 0.23728812560040496, 0.05084746074987344]","[0.3050847127627098, 0.23728812959321954, 0.23728815909322132, 0.23728815909322132, 0.11864406479661052]","[0.3050847644992406, 0.23728812560040496, 0.23728812560040502, 0.23728812560040502, 0.11864406280020248]","[0.2608695480745342, 0.086956532453416, 0.13043477403726705, 0.2608695480745342, 0.08695651602484472]","[0.2608695601836974, 0.08695652488518883, 0.13043478652379084, 0.2608695601836974, 0.08695652006123256]","[0.260869597360248, 0.2608695480745341, 0.2608695480745342, 0.26086954807453455, 0.13043477403726714]","[0.26086957465556687, 0.2608695730475817, 0.26086956018369784, 0.2608695601836974, 0.13043478009184897]"
935,"[0.22222223135265773, 0.11904763904762211, 0.16666663166666212, 0.1304347810702341, 0.02898550493868434]","[0.22222223128124363, 0.11904763889118641, 0.20238095486139854, 0.13043478175861942, 0.02898550597126249]","[0.296296281078905, 0.2608695621404682, 0.2608695444481591, 0.26086954444815946, 0.16666663166666212]","[0.296296281197927, 0.26086956351723883, 0.2608695537413624, 0.2608695537413622, 0.20238095486139854]","[0.26086954444815946, 0.13043479876254294, 0.2608695444481591, 0.1304347810702341, 0.02898550493868434]","[0.2608695537413622, 0.1304347915344959, 0.2608695537413624, 0.13043478175861942, 0.02898550597126249]","[0.2608695975250859, 0.2608695621404682, 0.2608695444481591, 0.26086954444815946, 0.08695651481605271]","[0.2608695830689918, 0.26086956351723883, 0.2608695537413624, 0.2608695537413622, 0.0869565179137874]","[0.2222222313526569, 0.14814814053945213, 0.22222221961352728, 0.22222221961352706, 0.11111110980676306]","[0.22222223128124363, 0.1481481405989635, 0.22222221963393038, 0.22222221963393055, 0.11111110981696519]","[0.29629628107890416, 0.22222221961352656, 0.22222223135265715, 0.22222223135265795, 0.11111111567632846]","[0.296296281197927, 0.22222221963393038, 0.22222223128124377, 0.22222223128124388, 0.11111111564062189]","[0.23809522559523602, 0.119047639047622, 0.16666663166666212, 0.23809522559523305, 0.04761904511904891]","[0.23809522569300845, 0.11904763889118641, 0.20238095486139854, 0.2380952256930082, 0.04761904513860159]","[0.23809527809524422, 0.2380952255952351, 0.23809522559523616, 0.23809522559523552, 0.16666663166666212]","[0.23809527778237316, 0.23809522569300845, 0.23809522569300853, 0.2380952256930082, 0.20238095486139854]"
936,"[0.23529414219251438, 0.14814816021711347, 0.2352941074197852, 0.13333334999999824, 0.0399999966666672]","[0.23529414169411753, 0.14814816156571062, 0.2352941076274508, 0.13333334197770044, 0.03999999827112664]","[0.30065356431669565, 0.23999998000000275, 0.2666666999999965, 0.23999998000000317, 0.11999999000000054]","[0.30065356493507683, 0.23999998962675914, 0.2666666839554009, 0.23999998962675936, 0.11999999481337958]","[0.23529414219251438, 0.15032678215834805, 0.2352941074197852, 0.23529410741978563, 0.05882353554812855]","[0.23529414169411753, 0.15032678246753833, 0.2352941076274508, 0.23529410762745312, 0.058823535423527244]","[0.30065356431669565, 0.2352941074197852, 0.23529414219251424, 0.23529414219251368, 0.07843136913992854]","[0.30065356493507683, 0.23529410762745093, 0.2352941416941176, 0.2352941416941173, 0.07843136920914992]","[0.23999998000000178, 0.2399999800000019, 0.23999998000000122, 0.13333334999999824, 0.0399999966666672]","[0.23999998962675942, 0.2399999896267592, 0.2399999896267593, 0.13333334197770044, 0.03999999827112664]","[0.23999998000000178, 0.23999998000000267, 0.2666666999999965, 0.23999998000000317, 0.11999999000000061]","[0.23999998962675942, 0.23999998962675953, 0.2666666839554009, 0.23999998962675953, 0.11999999481337958]","[0.23809522257799673, 0.14814816021711347, 0.2380952225779967, 0.23809522257799673, 0.047619044515599396]","[0.23809523809523825, 0.14814816156571062, 0.23809523809523783, 0.23809523809523808, 0.04761904761904761]","[0.29629632043422693, 0.2380952225779967, 0.2380952225779976, 0.23809522257799673, 0.07936507419266525]","[0.29629632313142185, 0.23809523809523783, 0.23809523809523803, 0.23809523809523808, 0.0793650793650793]"
937,"[0.21153846320513214, 0.11538463205128324, 0.21153846320512784, 0.22222226722221297, 0.07692307358974447]","[0.21153846323459466, 0.11538463234594694, 0.21153846323459483, 0.2258064494005557, 0.07692307353081043]","[0.2962962212963067, 0.230769220769228, 0.23076922076922765, 0.2307692207692334, 0.2115384632051281]","[0.29032256604366674, 0.23076922059243216, 0.23076922059243218, 0.2307692205924313, 0.21153846323459466]","[0.2307692207692334, 0.11538463205128324, 0.21153846320512784, 0.23076922076922765, 0.07692307358974465]","[0.23076922059243155, 0.11538463234594694, 0.21153846323459483, 0.2307692205924313, 0.07692307353081043]","[0.2307692641025663, 0.230769220769228, 0.23076922076922765, 0.2307692207692334, 0.21153846320512784]","[0.2307692646918941, 0.23076922059243204, 0.2307692205924322, 0.2307692205924313, 0.21153846323459483]","[0.21153846320513287, 0.11538463205128324, 0.23076922076922707, 0.230769220769228, 0.07692307358974447]","[0.21153846323459466, 0.11538463234594694, 0.23076922059243132, 0.2307692205924313, 0.07692307353081043]","[0.2307692641025667, 0.230769220769228, 0.23076922076922765, 0.2307692207692334, 0.2115384632051281]","[0.2307692646918939, 0.23076922059243216, 0.23076922059243218, 0.2307692205924313, 0.21153846323459466]","[0.22222226722221425, 0.14814811064815336, 0.22222226722221425, 0.22222226722221677, 0.09876540709876891]","[0.22580646311711122, 0.14516128302183334, 0.22580644940055528, 0.2258064494005557, 0.09677418868122226]","[0.2962962212963067, 0.22222226722221705, 0.22222226722221425, 0.22222226722221725, 0.11111113361110839]","[0.2903225660436668, 0.2258064494005557, 0.22580646311711125, 0.22580646311711075, 0.11290322470027785]"
938,"[0.22222234222221426, 0.13725491624649808, 0.1372549162464965, 0.22222234222221432, 0.05882352512605134]","[0.23255815166153843, 0.13725491004521817, 0.13725491004521867, 0.23255813676307677, 0.05882352698643429]","[0.2962960962963092, 0.27450983249299304, 0.23529410050420163, 0.23529410050420385, 0.11764705025210138]","[0.27906975219692387, 0.27450982009043734, 0.235294107945739, 0.2352941079457371, 0.11764705397286865]","[0.22222234222221426, 0.1481480481481546, 0.22222234222221426, 0.22222234222221426, 0.07407402407407788]","[0.23255815166153843, 0.13953487609846194, 0.2325581367630768, 0.23255813676307677, 0.06976743804923141]","[0.2962960962963092, 0.2222223422222149, 0.22222234222221426, 0.22222234222221426, 0.11111117111110769]","[0.27906975219692387, 0.23255813676307668, 0.23255815166153843, 0.2325581516615365, 0.11627906838153929]","[0.23529410050420277, 0.1372549162464971, 0.23529410050420355, 0.2352941005042037, 0.05882352512605134]","[0.235294107945739, 0.13725491004521817, 0.23529410794573746, 0.2352941079457371, 0.05882352698643429]","[0.2745098324929942, 0.23529410050420535, 0.23529410050420355, 0.2352941005042037, 0.11764705025210138]","[0.27450982009043634, 0.23529410794573716, 0.235294107945739, 0.2352941079457371, 0.1176470539728695]","[0.23529410050420277, 0.23529410050420385, 0.13725491624649652, 0.23529410050420277, 0.058823525126050574]","[0.2352941079457373, 0.23529410794573596, 0.13725491004521867, 0.2352941079457373, 0.05882352698643429]","[0.23529410050420402, 0.27450983249299304, 0.2352941005042023, 0.23529410050420502, 0.11764705025210138]","[0.2352941079457384, 0.27450982009043734, 0.2352941079457373, 0.2352941079457373, 0.11764705397286865]"
939,"[0.2222223972222246, 0.13218392554598, 0.13333332999999986, 0.2000000200000016, 0.03448275562068925]","[0.22222239628549462, 0.13218391697229911, 0.1568627227184743, 0.1764706106148587, 0.03448275709046299]","[0.2666666599999997, 0.24137928934482544, 0.24137928934482475, 0.28571383571427966, 0.13333332999999986]","[0.3137254454369486, 0.241379299633241, 0.2413792996332409, 0.3137254454369479, 0.15686272271847437]","[0.26666665999999967, 0.13333332999999986, 0.13333332999999986, 0.20000002000000117, 0.06666667333333454]","[0.3137254454369479, 0.15686272271847437, 0.1568627227184743, 0.1764706106148587, 0.05882353687161985]","[0.2666666599999997, 0.20000002000000214, 0.20000002000000075, 0.26666665999999967, 0.13333332999999986]","[0.3137254454369486, 0.17647061061485908, 0.17647061061485844, 0.3137254454369479, 0.15686272271847437]","[0.241379289344826, 0.13218392554597777, 0.24137928934482475, 0.24137928934482508, 0.03448275562068925]","[0.24137929963324092, 0.13218391697229911, 0.2413792996332409, 0.241379299633241, 0.03448275709046299]","[0.2643678510919596, 0.24137928934482544, 0.24137928934482475, 0.24137928934482508, 0.12068964467241272]","[0.2643678339445984, 0.241379299633241, 0.2413792996332409, 0.24137929963324134, 0.1206896498166202]","[0.22222239722222467, 0.22222208222221873, 0.22222208222221873, 0.2222223972222279, 0.04761897261904661]","[0.22222239628549426, 0.2222220829716039, 0.22222208297160498, 0.22222239628549442, 0.047618973020502206]","[0.22222239722222484, 0.22222239722222423, 0.22222239722222467, 0.28571383571427966, 0.11111104111111009]","[0.22222239628549426, 0.22222239628549442, 0.22222239628549462, 0.28571383812301365, 0.11111104148580249]"
940,"[0.24324322074324128, 0.13063064938063185, 0.1306306493806304, 0.1428571264935052, 0.027027024527026808]","[0.24324324324324326, 0.13063064511070896, 0.13063064511070915, 0.14285714748000533, 0.027027027027027025]","[0.2857142529870104, 0.28571427844155783, 0.2857142529870105, 0.24324322074324128, 0.14285716467532633]","[0.28571429496001066, 0.2857142733866527, 0.2857142733866527, 0.24324324324324326, 0.14285714748000508]","[0.24324322074324128, 0.24324322074324203, 0.1306306493806304, 0.24324322074324128, 0.02702702452702641]","[0.24324324324324326, 0.24324324324324342, 0.13063064511070915, 0.24324324324324326, 0.02702702702702703]","[0.24324322074324128, 0.2612612987612608, 0.2432432207432413, 0.24324322074324128, 0.12162161037162102]","[0.24324324324324326, 0.2612612902214183, 0.24324324324324326, 0.24324324324324326, 0.12162162162162175]","[0.24324322074324128, 0.13063064938063185, 0.24324322074324112, 0.24324322074324128, 0.027027024527026808]","[0.24324324324324326, 0.13063064511070896, 0.2432432432432431, 0.2432432432432432, 0.027027027027027025]","[0.2612612987612637, 0.24324322074324128, 0.24324322074324184, 0.24324322074324128, 0.12162161037162064]","[0.2612612902214179, 0.24324324324324326, 0.24324324324324342, 0.2432432432432432, 0.12162162162162163]","[0.2857142529870104, 0.14285716467532633, 0.14285713922077892, 0.1428571264935052, 0.0714285632467527]","[0.2857142733866527, 0.14285714748000508, 0.14285713669332642, 0.14285714748000522, 0.07142856834666318]","[0.2857142529870104, 0.28571427844155783, 0.2857142529870105, 0.14285716467532647, 0.14285716467532633]","[0.28571429496001066, 0.2857142733866527, 0.2857142733866527, 0.14285714748000522, 0.14285714748000508]"
941,"[0.2222222022222208, 0.13333333772357736, 0.2222222472222235, 0.1333333377235787, 0.027027042027027395]","[0.22222220306306065, 0.13333333539722636, 0.2222222461711741, 0.13333333539722605, 0.027027041396397312]","[0.26666667544715433, 0.2666666425203238, 0.2666666754471555, 0.26666664252032446, 0.11111110111111056]","[0.26666667079445305, 0.26666665531525485, 0.2666666707944521, 0.2666666553152535, 0.11111110153153032]","[0.2222222022222208, 0.22222224722222336, 0.2222222472222235, 0.22222220222222167, 0.06666665166666629]","[0.22222220306306065, 0.22222224617117328, 0.2222222461711741, 0.22222220306306073, 0.06666665229729567]","[0.222222247222222, 0.22222224722222336, 0.26666660666666575, 0.22222224722222322, 0.1111111011111104]","[0.2222222461711733, 0.22222224617117411, 0.26666660918918345, 0.22222224617117345, 0.11111110153153032]","[0.26666664252032374, 0.13333333772357717, 0.2666666425203238, 0.13333333772357775, 0.02962963060523937]","[0.26666665531525335, 0.13333333539722636, 0.26666665531525485, 0.13333333539722605, 0.029629630088272747]","[0.26666667544715433, 0.2666666425203238, 0.2666666754471555, 0.26666664252032446, 0.06666666886178858]","[0.2666666707944547, 0.26666665531525485, 0.2666666707944521, 0.2666666553152535, 0.06666666769861318]","[0.24324319324324134, 0.20540544540540578, 0.24324319324324278, 0.20540544540540573, 0.027027042027027395]","[0.24324319534534264, 0.20540544372372577, 0.24324319534534322, 0.20540544372372574, 0.027027041396397312]","[0.24324319324324134, 0.24324319324324278, 0.24324337824324616, 0.24324319324324278, 0.10270272270270286]","[0.24324319534534264, 0.24324319534534264, 0.2432433725675752, 0.243243195345342, 0.10270272186186287]"
942,"[0.23076923934065896, 0.09890111043956072, 0.23076923934065896, 0.1923076623076932, 0.032967036813186905]","[0.23076924859774645, 0.09890110490108035, 0.23076924859774645, 0.2115384392528171, 0.03296703496702584]","[0.33823524161764584, 0.24175822329670302, 0.24175822329670313, 0.24175822329670268, 0.1923076623076932]","[0.3382352395178144, 0.24175823215827177, 0.24175823215827147, 0.2417582321582715, 0.2115384392528166]","[0.24175822329670285, 0.09890111043956072, 0.24175822329670285, 0.24175822329670285, 0.032967036813186905]","[0.24175823215827147, 0.09890110490108035, 0.24175823215827147, 0.2417582321582715, 0.03296703496702584]","[0.29670333131868215, 0.24175822329670302, 0.24175822329670285, 0.24175822329670285, 0.12087911164835151]","[0.2967033147032411, 0.2417582321582724, 0.24175823215827147, 0.2417582321582715, 0.12087911607913575]","[0.23076923934065915, 0.11538461967032959, 0.23076923934065913, 0.1923076623076932, 0.0769230797802199]","[0.23076924859774645, 0.11538462429887346, 0.23076924859774642, 0.2115384392528166, 0.07692308286591559]","[0.23076923934065915, 0.23076923934065913, 0.23076923934065915, 0.23076923934065915, 0.1923076623076932]","[0.23076924859774692, 0.23076924859774656, 0.23076924859774642, 0.23076924859774645, 0.2115384392528166]","[0.23529414764705925, 0.11274508053921528, 0.23529410514705912, 0.23529410514705834, 0.05882353691176467]","[0.23529414884696292, 0.11274507983927155, 0.23529410464709857, 0.23529410464709932, 0.05882353721173986]","[0.33823524161764584, 0.23529410514705834, 0.23529414764705972, 0.23529414764705936, 0.07843138254901984]","[0.3382352395178144, 0.2352941046470987, 0.2352941488469604, 0.2352941488469663, 0.07843138294898694]"
943,"[0.17647055537815132, 0.11764707739495878, 0.18181816681817964, 0.18181819431818186, 0.05128203961538456]","[0.2058823551778375, 0.11764707820791924, 0.18181819971146768, 0.1818181997114646, 0.05128203910467913]","[0.3636363336363596, 0.25641019807692284, 0.235294106218486, 0.2727272639772729, 0.17647055537815132]","[0.36363639942293435, 0.2564101955233953, 0.23529410571820464, 0.28787876700328824, 0.2058823551778375]","[0.17647055537815132, 0.11764707739495878, 0.235294106218486, 0.23529410621848693, 0.058823526554621454]","[0.2058823551778375, 0.11764707820791924, 0.23529410571820533, 0.23529410571820064, 0.05882352642955085]","[0.23529415478991755, 0.2352941062184873, 0.235294106218486, 0.23529410621848756, 0.17647055537815132]","[0.23529415641583848, 0.23529410571820242, 0.23529410571820533, 0.23529410571820064, 0.2058823551778375]","[0.2727272639772716, 0.18181816681818405, 0.18181816681817964, 0.18181819431818186, 0.06060605560605994]","[0.2878787670032901, 0.18181819971146462, 0.18181819971146623, 0.1818181997114646, 0.06060606657048833]","[0.3636363336363596, 0.18181819431818896, 0.1818181943181815, 0.2727272639772706, 0.0909090834090881]","[0.36363639942293535, 0.18181819971146462, 0.18181819971146623, 0.28787876700328824, 0.09090909985573384]","[0.23076921076923068, 0.23076925410256377, 0.23076925410256377, 0.2307692107692318, 0.05128203961538456]","[0.23076920989373673, 0.2307692551239733, 0.23076925512397548, 0.23076920989373478, 0.05128203910467959]","[0.23076925410256377, 0.25641019807692284, 0.2307692541025641, 0.23076925410256477, 0.07692307025641054]","[0.2307692551239767, 0.2564101955233953, 0.2307692551239755, 0.23076925512397292, 0.07692306996457925]"
944,"[0.2307693207692273, 0.1329114799050633, 0.19999998000000083, 0.1333333533333325, 0.0379747085443038]","[0.23076931958019029, 0.13291140885153505, 0.1818182410254892, 0.15151509230784482, 0.03797468824329573]","[0.2692306792307727, 0.24050622411392414, 0.2666666066666692, 0.24050622411392414, 0.13461533961538635]","[0.3030301846156883, 0.24050630937815773, 0.3030301846156889, 0.24050630937815723, 0.1515150923078441]","[0.2307693207692273, 0.13461533961538635, 0.2307691907692323, 0.2307691907692323, 0.07692310692307576]","[0.23076931958019029, 0.13461534020990434, 0.23076919129769333, 0.23076919129769333, 0.07692310652672991]","[0.2692306792307727, 0.2307691907692323, 0.2307693207692273, 0.2307693207692273, 0.13461533961538635]","[0.26923068041980935, 0.23076919129769333, 0.23076931958019073, 0.23076931958019, 0.13461534020990434]","[0.2666666066666692, 0.1333333533333325, 0.19999998000000083, 0.1333333533333325, 0.09999999000000041]","[0.30303018461568815, 0.15151509230784418, 0.1818182410254892, 0.15151509230784482, 0.09090912051274497]","[0.266666706666665, 0.19999998000000083, 0.2666666066666692, 0.19999998000000083, 0.1333333533333325]","[0.30303018461568815, 0.1818182410254892, 0.30303018461568965, 0.18181824102548919, 0.15151509230784443]","[0.24050622411392414, 0.13291147990506333, 0.24050622411392414, 0.24050622411392414, 0.0379747085443038]","[0.24050630937815723, 0.13291140885153505, 0.24050630937815723, 0.24050630937815723, 0.03797468824329573]","[0.2658229598101266, 0.24050622411392414, 0.24050622411392414, 0.24050622411392414, 0.12025311205696207]","[0.2658228177030701, 0.24050630937815773, 0.24050630937815723, 0.24050630937815723, 0.1202531546890794]"
945,"[0.23809522559524188, 0.06249999924528271, 0.22916667091194784, 0.11904763904761488, 0.027777779664570266]","[0.23809525302961107, 0.06249999514633029, 0.2291666666666674, 0.11904762651480558, 0.027777777777777866]","[0.31249999622641356, 0.24999998981131946, 0.24999998981132063, 0.24999998981132218, 0.16666663166667045]","[0.31249997573165056, 0.24999997340188612, 0.2499999999999992, 0.24999999999999978, 0.20238093371298602]","[0.238095225595241, 0.16666663166667062, 0.23809522559524188, 0.11904763904761861, 0.047619045119044634]","[0.23809525302961107, 0.2023809337129855, 0.2380952530296107, 0.11904762651480658, 0.047619050605922295]","[0.238095225595241, 0.23809522559524188, 0.23809527809522832, 0.23809522559524415, 0.16666663166667045]","[0.23809525302961146, 0.2380952530296111, 0.2380952530296107, 0.23809525302961157, 0.20238093371298602]","[0.24999997622641454, 0.1250000084905666, 0.24999998981131943, 0.12499999490566031, 0.027777779664570266]","[0.24999999999999978, 0.12500000000000017, 0.24999997340188612, 0.1249999999999996, 0.027777777777777866]","[0.2500000169811324, 0.24999998981131943, 0.24999998981132063, 0.24999997622641454, 0.12500000849056664]","[0.25000000000000033, 0.24999997340188612, 0.2499999999999992, 0.24999999999999978, 0.12500000000000058]","[0.24999998981132088, 0.06249999924528271, 0.22916667091194892, 0.22916667091194795, 0.062499997452831635]","[0.2499999999999992, 0.06249999514633029, 0.229166666666667, 0.2291666666666665, 0.06250000000000011]","[0.31249999622641356, 0.22916667091194795, 0.24999998981132207, 0.24999998981132218, 0.12500002490566037]","[0.31249997573165145, 0.22916666666666702, 0.2499999999999992, 0.2499999999999996, 0.12500002912202]"
946,"[0.25000001384615317, 0.05405412905405378, 0.14285713876623385, 0.12499998846153924, 0.06349207121933616]","[0.2608695805159161, 0.05405413025606125, 0.16666662094546575, 0.13043477769131265, 0.05555557079595582]","[0.2857142775324675, 0.2499999769230785, 0.2702700902702708, 0.2857142775324677, 0.14285713876623385]","[0.3333332418909315, 0.2608695553826253, 0.270270087385453, 0.3333332418909315, 0.16666662094546575]","[0.2702700902702708, 0.05405412905405378, 0.213213293213213, 0.21321329321321297, 0.09009003009009034]","[0.270270087385453, 0.05405413025606125, 0.21321329449535426, 0.21321329449535428, 0.09009002912848438]","[0.2702706452702689, 0.213213293213213, 0.2702700902702708, 0.2702700902702708, 0.13513504513513552]","[0.27027065128030625, 0.2132132944953543, 0.270270087385453, 0.27027008738545316, 0.1351350436927263]","[0.2857142775324675, 0.09523809251082249, 0.14285713876623385, 0.1904762136580085, 0.06349207121933616]","[0.3333332418909315, 0.11111108063031051, 0.16666662094546575, 0.16666671238786748, 0.05555557079595582]","[0.2857142775324675, 0.1904762136580085, 0.19047621365800835, 0.2857142775324679, 0.14285713876623385]","[0.3333332418909315, 0.16666671238786746, 0.16666671238786748, 0.3333332418909315, 0.16666662094546575]","[0.25000001384615234, 0.12500000692307606, 0.24999997692307857, 0.12499998846153924, 0.08333332564102613]","[0.2608695805159161, 0.13043479025795793, 0.2608695553826253, 0.13043477769131265, 0.08695651846087511]","[0.25000001384615234, 0.2499999769230785, 0.25000001384615333, 0.24999997692307863, 0.12500000692307653]","[0.2608695805159161, 0.2608695553826253, 0.2608695805159161, 0.2608695553826253, 0.13043479025795804]"
947,"[0.2499999836363629, 0.12500000818181864, 0.12500001363636426, 0.12499999909090903, 0.04938271542438284]","[0.25000000580263226, 0.12500000290131608, 0.12500000290131608, 0.1250000203836037, 0.05263157357456164]","[0.296296292546297, 0.2499999836363629, 0.29629629254629714, 0.2499999836363629, 0.12500000818181864]","[0.31578944144737076, 0.25000000580263226, 0.31578944144737026, 0.25000000580263204, 0.12500000290131613]","[0.2499999836363629, 0.2499999836363629, 0.12500001363636426, 0.12499999909090903, 0.08333332787878768]","[0.25000000580263215, 0.25000000580263226, 0.12500000290131608, 0.1250000203836037, 0.08333333526754394]","[0.2500000272727285, 0.2499999836363629, 0.24999999818181806, 0.2499999836363629, 0.12499999181818144]","[0.25000000580263215, 0.25000000580263226, 0.2500000407672074, 0.25000000580263226, 0.12500000290131613]","[0.296296292546297, 0.14814814627314854, 0.22222221940972198, 0.14814814627314857, 0.04938271542438284]","[0.3157894414473702, 0.15789472072368518, 0.21052633513157837, 0.15789472072368485, 0.05263157357456164]","[0.296296292546297, 0.22222221940972336, 0.29629629254629714, 0.1481481589293966, 0.11111110970486111]","[0.3157894414473702, 0.2105263351315782, 0.31578944144736915, 0.15789472072368518, 0.10526316756579067]","[0.24999998363636272, 0.1250000081818187, 0.2083333315151516, 0.2083333315151516, 0.12499999181818158]","[0.25000000580263215, 0.12500000290131608, 0.2083333304320187, 0.20833333043201785, 0.12500000290131602]","[0.2500000163636371, 0.2083333315151516, 0.2499999836363627, 0.24999998363636294, 0.1250000081818187]","[0.25000000580263215, 0.20833333043201824, 0.25000000580263204, 0.25000000580263204, 0.12500000290131613]"
