Trial,entani論文のPartialIncorporation_wᴸ,解の非唯一性考慮のPartialIncorporation_wᴸ,entani論文のPartialIncorporation_wᵁ,解の非唯一性考慮のPartialIncorporation_wᵁ,entani論文のPartialIncorporation_wᴸ_1,解の非唯一性考慮のPartialIncorporation_wᴸ_1,entani論文のPartialIncorporation_wᵁ_1,解の非唯一性考慮のPartialIncorporation_wᵁ_1,entani論文のPartialIncorporation_wᴸ_2,解の非唯一性考慮のPartialIncorporation_wᴸ_2,entani論文のPartialIncorporation_wᵁ_2,解の非唯一性考慮のPartialIncorporation_wᵁ_2,entani論文のPartialIncorporation_wᴸ_3,解の非唯一性考慮のPartialIncorporation_wᴸ_3,entani論文のPartialIncorporation_wᵁ_3,解の非唯一性考慮のPartialIncorporation_wᵁ_3,entani論文のPartialIncorporation_Ŵ,解の非唯一性考慮のPartialIncorporation_Ŵ
791,"[0.22222223222222187, 0.20864757968398118, 0.22222223222222187, 0.22222223222222187, 0.08547011880341757]","[0.22222223722222378, 0.18300655844771152, 0.22222223722222378, 0.22222223722222378, 0.11111111861111189]","[0.2352941005042004, 0.22222218722222353, 0.2352941005042004, 0.2352941005042004, 0.11111111611111094]","[0.23529410764705888, 0.22222216972221664, 0.23529410764705888, 0.23529410764705888, 0.11111111861111189]","[0.2352941005042004, 0.13725491624649966, 0.2352941005042004, 0.2352941005042004, 0.0588235251260501]","[0.23529410764705888, 0.1372549102941176, 0.23529410764705888, 0.23529410764705888, 0.05882352691176472]","[0.2745098324929993, 0.2352941005042004, 0.2352941005042004, 0.2352941005042004, 0.1176470502521002]","[0.2745098205882352, 0.23529410764705888, 0.23529410764705888, 0.23529410764705888, 0.11764705382352944]","[0.22222223222222187, 0.11111111611111094, 0.22222218722222353, 0.22222218722222353, 0.11111111611111094]","[0.22222223722222378, 0.11111111861111189, 0.22222221472222145, 0.22222221472222145, 0.11111111861111189]","[0.22222223222222187, 0.22222218722222353, 0.22222223222222187, 0.22222223222222187, 0.22222218722222353]","[0.22222223722222378, 0.22222221472222145, 0.22222223722222378, 0.22222223722222378, 0.22222221472222145]","[0.2307692241025641, 0.15384615301282056, 0.2307692241025641, 0.2307692241025641, 0.07692308192307692]","[0.2307692250549452, 0.1538461531318681, 0.2307692250549452, 0.2307692250549452, 0.07692308120879109]","[0.23076924576923077, 0.2307692241025641, 0.2307692241025641, 0.2307692241025641, 0.15384615301282056]","[0.23076924362637327, 0.2307692250549452, 0.2307692250549452, 0.2307692250549452, 0.1538461531318681]","[[0.2352941005042004, 0.20864757968398118, 0.2352941005042004, 0.2352941005042004, 0.08547011880341757], [0.22222223222222187, 0.22222218722222353, 0.22222223222222187, 0.22222223222222187, 0.11111111611111094], [0.23076924576923077, 0.22222218722222353, 0.2307692241025641, 0.2307692241025641, 0.08547011880341757]]","[[0.23529410764705888, 0.18300655844771152, 0.23529410764705888, 0.23529410764705888, 0.11111111861111189], [0.22222223722222378, 0.22222216972221664, 0.22222223722222378, 0.22222223722222378, 0.11111111861111189], [0.23076924362637327, 0.19658118765262445, 0.2307692250549452, 0.2307692250549452, 0.11111111861111189]]"
792,"[0.24324323560173403, 0.22734496853853745, 0.23529413149321268, 0.23529413149321268, 0.04292532465626056]","[0.24324324324324326, 0.22629534777571958, 0.23529413149321213, 0.23529413149321213, 0.04397493749455017]","[0.24324323560173403, 0.22734496853853745, 0.24324323560173403, 0.24324323560173403, 0.05882353287330317]","[0.2442928563645531, 0.22629534777571958, 0.24324322824324374, 0.24324324324324326, 0.05882353287330303]","[0.24324323560173403, 0.18018018848206674, 0.24324323560173403, 0.24324323560173403, 0.027027026177970447]","[0.24324324324324326, 0.18018019018017964, 0.24324322824324374, 0.24324324324324326, 0.02702702702702703]","[0.24324323560173403, 0.2432432460734318, 0.2432432460734318, 0.2432432460734318, 0.09009009424103337]","[0.24324324324324326, 0.24324324324324326, 0.24324324324324326, 0.24324324324324326, 0.09009009509008982]","[0.24271837910194258, 0.13106801741504787, 0.24271837910194258, 0.24271837910194258, 0.02912622609223286]","[0.24271842918258857, 0.1310679756811762, 0.24271842918258857, 0.24271842918258857, 0.029126216818039157]","[0.26213603483009573, 0.24271837910194258, 0.24271837910194258, 0.24271837910194258, 0.12135918955097129]","[0.2621359513623524, 0.24271842918258857, 0.24271842918258857, 0.24271842918258857, 0.12135921459129428]","[0.23529413149321268, 0.15032678661639015, 0.23529411187782803, 0.23529411187782803, 0.05882353287330317]","[0.23529413149321213, 0.15032678661639057, 0.2352941118778283, 0.2352941118778283, 0.05882353287330303]","[0.3006535732327803, 0.23529411187782803, 0.23529413149321268, 0.23529413149321268, 0.07843137716440422]","[0.30065357323278113, 0.2352941118778283, 0.23529413149321213, 0.23529413149321213, 0.07843137716440404]","[[0.24324323560173403, 0.22734496853853745, 0.24324323560173403, 0.24324323560173403, 0.04292532465626056], [0.24324323560173403, 0.22734496853853745, 0.24271837910194258, 0.24271837910194258, 0.04397503765584329], [0.24324323560173403, 0.22734496853853745, 0.23529413149321268, 0.23529413149321268, 0.05882353287330317]]","[[0.24324324324324326, 0.22629534777571958, 0.24324322824324374, 0.24324324324324326, 0.04397493749455017], [0.2442928563645531, 0.22629534777571958, 0.24271842918258857, 0.24271842918258857, 0.04397493749455017], [0.2442928563645531, 0.22629534777571958, 0.23529413149321213, 0.23529413149321213, 0.05882353287330303]]"
793,"[0.2222222272222221, 0.1666666599999994, 0.16666670000000292, 0.22222222222222218, 0.1111111111111111]","[0.22222222722222218, 0.16666666000000005, 0.1666666999999998, 0.22222222222222224, 0.1111111111111111]","[0.30555553888888753, 0.22222221722222232, 0.2307692157692317, 0.24999998999999912, 0.1111111111111111]","[0.3247863075933425, 0.22222221722222224, 0.2307692212955466, 0.2307692212955466, 0.1111111111111111]","[0.2222222222222222, 0.22222221722222232, 0.2222222222222222, 0.22222222222222218, 0.1111111111111111]","[0.22222222222222224, 0.22222221722222224, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111]","[0.2222222272222221, 0.2222222222222222, 0.22222222222222232, 0.22222222222222218, 0.1111111111111111]","[0.22222222722222218, 0.22222222222222224, 0.2222222222222222, 0.22222222222222224, 0.1111111111111111]","[0.24999998999999912, 0.1666666599999994, 0.1666666599999994, 0.1666666599999994, 0.08333335000000146]","[0.291666665, 0.16666666000000005, 0.16666666000000005, 0.16666666000000005, 0.0833333499999999]","[0.3333333199999988, 0.1666666599999994, 0.16666670000000292, 0.24999998999999912, 0.1666666599999994]","[0.3333333200000001, 0.16666666000000005, 0.1666666999999998, 0.291666665, 0.16666666000000005]","[0.2307692157692317, 0.14102565352564023, 0.2307692157692317, 0.2307692157692317, 0.07692307192307724]","[0.2307692212955466, 0.14102564892037786, 0.2307692212955466, 0.2307692212955466, 0.07692307376518222]","[0.28205130705128045, 0.2307692157692317, 0.2307692157692317, 0.2307692157692317, 0.11538460788461585]","[0.2820512978407557, 0.2307692212955466, 0.2307692212955466, 0.2307692212955466, 0.1153846106477733]","[[0.2222222272222221, 0.22222221722222232, 0.2222222222222222, 0.22222222222222218, 0.1111111111111111], [0.30555553888888753, 0.1666666599999994, 0.16666670000000292, 0.24999998999999912, 0.1111111111111111], [0.2606837973504261, 0.1666666599999994, 0.2307692157692317, 0.2307692157692317, 0.1111111111111111]]","[[0.22222222722222218, 0.22222221722222224, 0.22222222222222224, 0.22222222222222224, 0.1111111111111111], [0.3247863075933425, 0.16666666000000005, 0.1666666999999998, 0.2307692212955466, 0.1111111111111111], [0.26068378629779554, 0.16666666000000005, 0.2307692212955466, 0.2307692212955466, 0.1111111111111111]]"
794,"[0.2612612987612656, 0.17532918401561687, 0.23007619388978442, 0.1538461668970018, 0.07692307573663619]","[0.2612612796286093, 0.17532917163422337, 0.2300762254038341, 0.15384616858299724, 0.07692308429149862]","[0.30769230294654476, 0.17532918401561687, 0.28620927040420036, 0.2432432207432407, 0.11503808194489193]","[0.3076923371659945, 0.20329667487564812, 0.2582417350838615, 0.24324323222283445, 0.11503809770191685]","[0.23007619388978442, 0.1349619030551078, 0.21829524138844122, 0.21829524138844122, 0.11503808194489193]","[0.2300762254038341, 0.13496188729808295, 0.21829522563141635, 0.21829522563141635, 0.11503809770191685]","[0.2699238061102156, 0.21829524138844122, 0.23007619388978442, 0.23007619388978442, 0.1349619030551078]","[0.2699237745961659, 0.21829522563141635, 0.2300762254038341, 0.2300762254038341, 0.13496188729808295]","[0.30769230294654476, 0.15384615147327238, 0.23076922720990858, 0.15384615147327238, 0.02197802384242883]","[0.3076923371659945, 0.15384616858299724, 0.2582417350838615, 0.15384616858299724, 0.02197802408328532]","[0.30769230294654476, 0.23076922720990858, 0.30769230294654476, 0.1538461668970018, 0.07692307573663619]","[0.3076923371659945, 0.2582417350838615, 0.3076923371659945, 0.15384616858299724, 0.07692308429149862]","[0.2432432207432407, 0.13063064938063276, 0.2432432207432407, 0.2432432207432407, 0.027027024527026745]","[0.24324323222283445, 0.13063063981430464, 0.24324323222283445, 0.24324323222283445, 0.02702702580253716]","[0.2612612987612655, 0.2432432207432407, 0.2432432207432407, 0.2432432207432407, 0.12162161037162035]","[0.2612612796286093, 0.24324323222283445, 0.24324323222283445, 0.24324323222283445, 0.12162161611141722]","[[0.2612612987612656, 0.17532918401561687, 0.23007619388978442, 0.21829524138844122, 0.11503808194489193], [0.30769230294654476, 0.17532918401561687, 0.28620927040420036, 0.1538461668970018, 0.07692307573663619], [0.2612612987612656, 0.17532918401561687, 0.2432432207432407, 0.2432432207432407, 0.07692307573663619]]","[[0.2612612796286093, 0.17532917163422337, 0.2300762254038341, 0.21829522563141635, 0.11503809770191685], [0.3076923371659945, 0.20329667487564812, 0.2582417350838615, 0.15384616858299724, 0.07692308429149862], [0.2612612796286093, 0.17532917163422337, 0.24324323222283445, 0.24324323222283445, 0.07692308429149862]]"
795,"[0.2400000095000007, 0.1904762049206365, 0.1904762049206365, 0.23076924336182403, 0.07692307710826214]","[0.2400000111111108, 0.17391307776397452, 0.17391307776397452, 0.23076924360256396, 0.0769230775897436]","[0.28571427238095093, 0.1904762049206365, 0.23999999699999977, 0.24380952619841265, 0.08952379157936333]","[0.31884057685300216, 0.1866667212698404, 0.24, 0.24, 0.09333326761904882]","[0.23999999699999977, 0.13999999824999992, 0.23999999699999977, 0.23999999699999977, 0.03999999949999996]","[0.24, 0.14, 0.24, 0.24, 0.039999999999999994]","[0.2400000095000007, 0.23999999699999977, 0.23999999699999977, 0.23999999699999977, 0.13999999824999992]","[0.2400000111111108, 0.24, 0.24, 0.24, 0.14]","[0.28571427238095093, 0.14285713619047546, 0.14285713619047546, 0.1904762049206365, 0.047619045396825155]","[0.31884057685300216, 0.15942028842650108, 0.15942028842650108, 0.17391307776397452, 0.04347826944099363]","[0.28571427238095093, 0.1904762049206365, 0.1904762049206365, 0.28571427238095093, 0.14285713619047546]","[0.31884057685300216, 0.17391307776397452, 0.17391307776397452, 0.31884057685300216, 0.15942028842650108]","[0.23076923132478633, 0.15384614940170915, 0.23076923132478633, 0.23076923132478633, 0.07692307470085458]","[0.2307692262692308, 0.15384615084615388, 0.2307692262692308, 0.23076923276923075, 0.07692307542307694]","[0.3076922988034183, 0.23076923132478633, 0.23076923132478633, 0.23076924336182403, 0.07692307710826214]","[0.30769230169230777, 0.23076923276923075, 0.2307692262692308, 0.23076924360256396, 0.0769230775897436]","[[0.2400000095000007, 0.1904762049206365, 0.23999999699999977, 0.23999999699999977, 0.08952379157936333], [0.28571427238095093, 0.1904762049206365, 0.1904762049206365, 0.24380952619841265, 0.08952379157936333], [0.27106224328449086, 0.1904762049206365, 0.23076923132478644, 0.23076924336182403, 0.07692307710826214]]","[[0.2400000111111108, 0.1866667212698404, 0.24, 0.24, 0.09333326761904882], [0.31884057685300216, 0.17391307776397452, 0.17391307776397452, 0.24, 0.09333326761904882], [0.2876253682744871, 0.17391307776397452, 0.23076923276923075, 0.23076924360256396, 0.0769230775897436]]"
796,"[0.2612612987612656, 0.20000003999999527, 0.20000003999999527, 0.20000003999999527, 0.05225221075225528]","[0.2612612796286059, 0.21212125212121075, 0.21212125212121075, 0.21212125212121075, 0.040131003804510575]","[0.3333332333333452, 0.20000003999999527, 0.243243225243242, 0.24324322524324196, 0.06666664666666904]","[0.3030302030303065, 0.21212125212121075, 0.24324323285862615, 0.24324323285862615, 0.0606060406060613]","[0.20000003999999527, 0.1666666166666726, 0.1999998400000189, 0.20000003999999527, 0.06666664666666904]","[0.21212125212121075, 0.15151510151515324, 0.2121211971212126, 0.21212125212121075, 0.0606060406060613]","[0.3333332333333452, 0.20000003999999527, 0.20000003999999527, 0.20000003999999527, 0.1999998400000189]","[0.3030302030303065, 0.21212125212121075, 0.21212125212121075, 0.21212125212121075, 0.2121211971212126]","[0.24324322074324062, 0.1306306493806328, 0.24324322074324062, 0.24324322074324062, 0.027027024527026735]","[0.24324323222283645, 0.13063063981430295, 0.24324323222283645, 0.24324323222283645, 0.027027025802537383]","[0.2612612987612656, 0.24324322074324062, 0.24324322074324062, 0.24324322074324062, 0.12162161037162031]","[0.2612612796286059, 0.24324323222283645, 0.24324323222283645, 0.24324323222283645, 0.12162161611141822]","[0.24324322524324196, 0.1441441581441452, 0.24324322524324196, 0.24324322524324196, 0.027027025027026884]","[0.24324323285862615, 0.14414415222106858, 0.24324323285862615, 0.24324323285862615, 0.027027025873180684]","[0.2882883162882904, 0.24324322524324196, 0.24324322524324196, 0.24324322524324196, 0.08108107508108066]","[0.28828830444213716, 0.24324323285862615, 0.24324323285862615, 0.24324323285862615, 0.08108107761954204]","[[0.3333332333333452, 0.20000003999999527, 0.20000003999999527, 0.20000003999999527, 0.06666664666666904], [0.2612612987612656, 0.20000003999999527, 0.243243225243242, 0.24324322074324062, 0.05225221525225654], [0.2612612987612656, 0.20000003999999527, 0.243243225243242, 0.24324322524324196, 0.05225221075225528]]","[[0.3030302030303065, 0.21212125212121075, 0.21212125212121075, 0.21212125212121075, 0.0606060406060613], [0.2612612796286059, 0.21212125212121075, 0.24324323222283645, 0.24324323222283645, 0.040131003804510575], [0.2612612783570264, 0.21212125212121075, 0.24324323285862615, 0.24324323285862615, 0.040131003804510575]]"
797,"[0.26213603483009823, 0.20845216931017316, 0.23529413149321268, 0.23529413149321268, 0.043975037655846455]","[0.26213595136235507, 0.20301543676568157, 0.23529413149321213, 0.23529413149321213, 0.04941175350678928]","[0.26213603483009823, 0.20845216931017316, 0.24271837910194102, 0.24271837910194102, 0.05882353287330317]","[0.2675727673745911, 0.20301543676568157, 0.24271842918258701, 0.24271842918258701, 0.05882353287330303]","[0.24271837910194102, 0.13106801741504912, 0.24271837910194102, 0.24271837910194102, 0.029126226092233136]","[0.24271842918258701, 0.13106797568117753, 0.24271842918258701, 0.24271842918258701, 0.029126216818039452]","[0.26213603483009823, 0.24271837910194102, 0.24271837910194102, 0.24271837910194102, 0.12135918955097051]","[0.26213595136235507, 0.24271842918258701, 0.24271842918258701, 0.24271842918258701, 0.12135921459129351]","[0.23529413149321268, 0.15032678661639015, 0.23529411187782803, 0.23529411187782803, 0.05882353287330317]","[0.23529413149321213, 0.15032678661639057, 0.2352941118778283, 0.2352941118778283, 0.05882353287330303]","[0.3006535732327803, 0.23529411187782803, 0.23529413149321268, 0.23529413149321268, 0.07843137716440422]","[0.30065357323278113, 0.2352941118778283, 0.23529413149321213, 0.23529413149321213, 0.07843137716440404]","[0.24000002117647085, 0.09999998676470573, 0.2399999917647058, 0.2399999917647058, 0.040000003529411805]","[0.240000021176469, 0.0999999867647069, 0.23999999176470652, 0.23999999176470652, 0.0400000035294115]","[0.2999999602941172, 0.2399999917647058, 0.24000002117647085, 0.24000002117647085, 0.12000001058823542]","[0.2999999602941207, 0.23999999176470652, 0.240000021176469, 0.240000021176469, 0.1200000105882345]","[[0.26213603483009823, 0.20845216931017316, 0.24271837910194102, 0.24271837910194102, 0.043975037655846455], [0.26213603483009823, 0.20845216931017316, 0.23529413149321268, 0.23529413149321268, 0.05882353287330317], [0.26213603483009823, 0.20845216931017316, 0.24000002117647085, 0.24000002117647085, 0.049411753506787004]]","[[0.26213595136235507, 0.20301543676568157, 0.24271842918258701, 0.24271842918258701, 0.04941175350678928], [0.2675727673745911, 0.20301543676568157, 0.23529413149321213, 0.23529413149321213, 0.05882353287330303], [0.2675727673745911, 0.20301543676568157, 0.240000021176469, 0.240000021176469, 0.04941175350678928]]"
798,"[0.2612612987612631, 0.2002771327771979, 0.23076924362637388, 0.23076924362637388, 0.051975126975054714]","[0.2612612796286073, 0.19654928783125813, 0.23076924362637385, 0.23076924362637385, 0.05570296809446351]","[0.2612612987612631, 0.2002771327771979, 0.24324322074324217, 0.24324322074324217, 0.0769230812087913]","[0.26498914370720295, 0.19654928783125813, 0.2432432322228356, 0.2432432322228356, 0.07692308120879128]","[0.23076924362637388, 0.14102563031135512, 0.23076922505494493, 0.23076922505494493, 0.0769230812087913]","[0.23076924362637385, 0.14102563031135512, 0.23076922505494493, 0.23076922505494493, 0.0769230812087913]","[0.28205126062271024, 0.23076922505494493, 0.23076924362637388, 0.23076924362637388, 0.11538462181318694]","[0.28205126062271024, 0.23076922505494493, 0.23076924362637385, 0.23076924362637385, 0.11538462181318693]","[0.24324322074324217, 0.13063064938063154, 0.24324322074324217, 0.24324322074324217, 0.02702702452702691]","[0.2432432322228356, 0.13063063981430365, 0.2432432322228356, 0.2432432322228356, 0.027027025802537286]","[0.2612612987612631, 0.24324322074324217, 0.24324322074324217, 0.24324322074324217, 0.12162161037162109]","[0.2612612796286073, 0.2432432322228356, 0.2432432322228356, 0.2432432322228356, 0.1216216161114178]","[0.24137933088830596, 0.14559385690571378, 0.2413793025187406, 0.2413793025187406, 0.03448276155547228]","[0.2413793001835377, 0.14559387763502626, 0.2413793001835377, 0.2413793001835377, 0.03448275716907682]","[0.2911877138114276, 0.2413793025187406, 0.24137933088830596, 0.24137933088830596, 0.08045976750624687]","[0.29118775527005253, 0.2413793001835377, 0.2413793001835377, 0.2413793001835377, 0.08045976672784591]","[[0.2612612987612631, 0.2002771327771979, 0.23076924362637388, 0.23076924362637388, 0.0769230812087913], [0.2612612987612631, 0.2002771327771979, 0.24324322074324217, 0.24324322074324217, 0.051975126975054714], [0.2612612987612631, 0.2002771327771979, 0.24137933088830596, 0.24137933088830596, 0.055702906684927]]","[[0.26498914370720295, 0.19654928783125813, 0.23076924362637385, 0.23076924362637385, 0.07692308120879128], [0.2612612796286073, 0.19654928783125813, 0.2432432322228356, 0.2432432322228356, 0.05570296809446351], [0.26498914370720295, 0.19654928783125813, 0.2413793001835377, 0.2413793001835377, 0.05570296809446351]]"
799,"[0.2222222472222221, 0.2148148371318877, 0.2222222472222221, 0.2222222472222221, 0.029629630605239377]","[0.22222224722222128, 0.19487182860721536, 0.22222224722222128, 0.22222224722222128, 0.04957261409754397]","[0.26666664252032546, 0.2564101864102563, 0.26666664252032535, 0.2307692157692316, 0.07692307192307722]","[0.2666666550365097, 0.256410184568154, 0.2666666550365096, 0.23076922129554645, 0.07692307376518215]","[0.2307692157692316, 0.1410256535256403, 0.2307692157692316, 0.2307692157692316, 0.07692307192307722]","[0.23076922129554645, 0.14102564892037794, 0.23076922129554645, 0.23076922129554645, 0.07692307376518215]","[0.2820513070512806, 0.2307692157692316, 0.23076921576923165, 0.2307692157692316, 0.1153846078846158]","[0.2820512978407559, 0.23076922129554645, 0.23076922129554645, 0.23076922129554645, 0.11538461064777322]","[0.26666664252032546, 0.1333333377235772, 0.26666664252032535, 0.1333333377235772, 0.029629630605239377]","[0.2666666550365097, 0.13333333544790732, 0.2666666550365096, 0.13333333544790732, 0.02962963009953496]","[0.2666666754471544, 0.26666664252032535, 0.2666666754471544, 0.26666664252032546, 0.0666666688617886]","[0.26666667089581464, 0.2666666550365096, 0.26666667089581464, 0.2666666550365097, 0.06666666772395366]","[0.2222222472222221, 0.2222222472222221, 0.22222220222222228, 0.22222220222222228, 0.06666665166666672]","[0.22222224722222128, 0.22222224722222128, 0.222222202222223, 0.222222202222223, 0.06666665166666724]","[0.2222222472222221, 0.26666660666666686, 0.2222222472222221, 0.2222222472222221, 0.11111110111111114]","[0.22222224722222128, 0.26666660666666897, 0.22222224722222128, 0.22222224722222128, 0.1111111011111115]","[[0.24672365940657187, 0.2148148371318877, 0.23076921576923165, 0.2307692157692316, 0.07692307192307722], [0.26666664252032546, 0.2148148371318877, 0.26666664252032535, 0.2222222472222221, 0.029629630605239377], [0.2222222472222221, 0.2564101864102563, 0.2222222472222221, 0.2222222472222221, 0.07692307192307722]]","[[0.2666666550365097, 0.19487182860721536, 0.23076922129554645, 0.23076922129554645, 0.07692307376518215], [0.2666666550365097, 0.19487182860721536, 0.2666666550365096, 0.22222224722222128, 0.04957261409754397], [0.22222224722222128, 0.256410184568154, 0.22222224722222128, 0.22222224722222128, 0.07692307376518215]]"
800,"[0.26666670000000076, 0.18181819681818226, 0.23999997999999953, 0.18181819681818226, 0.0715151431818179]","[0.2666666843137237, 0.18181819747035832, 0.23999998941176579, 0.18181819747035832, 0.0715151393923864]","[0.29212120095454513, 0.18181819681818226, 0.27272726222727245, 0.23999997999999953, 0.0715151431818179]","[0.32484847625513114, 0.18181819747035832, 0.23999998941176579, 0.23999998941176579, 0.0715151393923864]","[0.27272726222727245, 0.18181816381818133, 0.18181819681818226, 0.18181816381818133, 0.0404040364040403]","[0.29797978058849073, 0.18181819747035832, 0.18181819747035832, 0.18181819747035832, 0.04040404388230185]","[0.36363632763636267, 0.18181819681818226, 0.27272726222727245, 0.18181819681818226, 0.09090908190909067]","[0.36363639494071665, 0.18181819747035832, 0.29797978058849073, 0.18181819747035832, 0.09090909873517916]","[0.23999997999999953, 0.13333335000000038, 0.23999997999999953, 0.23999997999999953, 0.039999996666666586]","[0.23999998941176579, 0.13333334215686185, 0.23999998941176579, 0.23999998941176579, 0.0399999982352943]","[0.26666670000000076, 0.23999997999999953, 0.23999997999999953, 0.23999997999999953, 0.11999998999999976]","[0.2666666843137237, 0.23999998941176579, 0.23999998941176579, 0.23999998941176579, 0.11999999470588289]","[0.2448979591836735, 0.10204081632653061, 0.23129250700680248, 0.23129250700680248, 0.061224489795918366]","[0.2448979932745828, 0.10204080269016687, 0.23129250837043902, 0.23129250837043902, 0.06122448161410012]","[0.30612244897959184, 0.23129250700680248, 0.24489795918367346, 0.2448979591836735, 0.10204081632653061]","[0.3061224080705006, 0.23129250837043902, 0.2448979932745828, 0.2448979932745828, 0.10204080269016687]","[[0.29212120095454513, 0.18181819681818226, 0.27272726222727245, 0.18181819681818226, 0.0715151431818179], [0.26666670000000076, 0.18181819681818226, 0.23999997999999953, 0.23999997999999953, 0.0715151431818179], [0.2666667000000007, 0.18181819681818226, 0.23999997999999953, 0.23999997999999953, 0.0715151431818179]]","[[0.32484847625513114, 0.18181819747035832, 0.23999998941176579, 0.18181819747035832, 0.0715151393923864], [0.2666666843137237, 0.18181819747035832, 0.23999998941176579, 0.23999998941176579, 0.0715151393923864], [0.27537416535505044, 0.18181819747035832, 0.23999998941176579, 0.23129250837043902, 0.0715151393923864]]"
801,"[0.2852052710873362, 0.16666666000000038, 0.1666666999999981, 0.22222222751633988, 0.0730838039661312]","[0.28520527108734234, 0.16640789213838977, 0.16666669999999986, 0.22580627161295466, 0.07308380396613176]","[0.31507915576516127, 0.16666666000000038, 0.22222221163398684, 0.25282205331254537, 0.09876543092229483]","[0.32065435311807083, 0.16666666, 0.22580627161295466, 0.2492379933335709, 0.09677429354835852]","[0.22222222751633988, 0.14814814638344223, 0.22222221163398684, 0.22222221163398684, 0.09876543092229483]","[0.22580627161295466, 0.14516144032253778, 0.22580627161295466, 0.22580627161295466, 0.09677429354835852]","[0.29629629276688446, 0.22222221163398684, 0.2222222275163399, 0.22222222751633988, 0.11111110581699342]","[0.29032288064507555, 0.22580627161295466, 0.22580627161295466, 0.22580627161295466, 0.11290313580647733]","[0.2852048035873493, 0.07130131777183404, 0.21925141189839362, 0.21925141189839362, 0.057040960717469856]","[0.28520480358734507, 0.07130131777183558, 0.2192514118983953, 0.2192514118983953, 0.05704096071746901]","[0.2852052710873362, 0.21925141189839362, 0.2852048035873493, 0.2852048035873493, 0.0730838039661312]","[0.28520527108734234, 0.2192514118983953, 0.28520480358734507, 0.28520480358734507, 0.07308380396613176]","[0.25282205331254537, 0.16666666000000038, 0.16666666000000038, 0.16666666000000038, 0.08333334999999906]","[0.2916666650000001, 0.16666666, 0.16666666, 0.16666666, 0.08333334999999993]","[0.33333332000000077, 0.16666666000000038, 0.1666666999999981, 0.25282205331254537, 0.16666666000000038]","[0.33333332, 0.16666666, 0.16666669999999986, 0.2916666650000001, 0.16666666]","[[0.29012346992737803, 0.16666666000000038, 0.22222221163398684, 0.22222222751633988, 0.09876543092229483], [0.2852052710873362, 0.16666666000000038, 0.22222221163398684, 0.25282205331254537, 0.0730838039661312], [0.31507915576516127, 0.16666666000000038, 0.1666666999999981, 0.25282205331254537, 0.09876543092229483]]","[[0.28520527108734234, 0.16640789213838977, 0.22580627161295466, 0.22580627161295466, 0.09677429354835852], [0.28520527108734234, 0.16666666, 0.22580627161295466, 0.2492379933335709, 0.07308380396613176], [0.32065435311807083, 0.16666666, 0.16666669999999986, 0.2492379933335709, 0.09677429354835852]]"
802,"[0.23809527809523712, 0.17391305711462512, 0.17391305711462512, 0.23809522559523838, 0.09635728065564753]","[0.23809525347985336, 0.16949165542376857, 0.16949165542376857, 0.23809525347985336, 0.1007786479077266]","[0.2795031178627889, 0.17391305711462512, 0.24324322074324245, 0.26086955430829994, 0.11180121359966089]","[0.31699480902190147, 0.20238093315018327, 0.24324323222283495, 0.24324323222283495, 0.1007786479077266]","[0.23809522559523838, 0.16666663166666745, 0.11904763904761856, 0.23809522559523838, 0.04761904511904767]","[0.23809525347985336, 0.20238093315018327, 0.11904762673992668, 0.23809525347985336, 0.04761905069597067]","[0.23809527809523712, 0.23809522559523838, 0.23809522559523838, 0.23809522559523838, 0.16666663166666745]","[0.23809525347985336, 0.23809525347985336, 0.23809525347985336, 0.23809525347985336, 0.20238093315018327]","[0.24324322074324245, 0.13063064938063132, 0.24324322074324245, 0.24324322074324245, 0.02702702452702694]","[0.24324323222283495, 0.13063063981430412, 0.24324323222283495, 0.24324323222283495, 0.027027025802537217]","[0.26126129876126264, 0.24324322074324245, 0.24324322074324245, 0.24324322074324245, 0.12162161037162122]","[0.26126127962860823, 0.24324323222283495, 0.24324323222283495, 0.24324323222283495, 0.12162161611141747]","[0.2608695543082999, 0.17391303620553325, 0.17391303620553325, 0.17391305711462512, 0.043478259051383326]","[0.30508462576267514, 0.16949165542376857, 0.16949165542376857, 0.16949165542376857, 0.050847437627112524]","[0.3478260724110665, 0.17391305711462512, 0.17391305711462512, 0.26086955430829994, 0.13043477715414994]","[0.33898331084753713, 0.16949165542376857, 0.16949165542376857, 0.30508462576267514, 0.15254231288133757]","[[0.23809527809523712, 0.17391305711462512, 0.23809522559523838, 0.23809522559523838, 0.11180121359966089], [0.24324322074324245, 0.17391305711462512, 0.24324322074324245, 0.24324322074324245, 0.09635728065564753], [0.2795031178627889, 0.17391305711462512, 0.17391305711462512, 0.26086955430829994, 0.11180121359966089]]","[[0.23809525347985336, 0.20238093315018327, 0.22064991198238343, 0.23809525347985336, 0.1007786479077266], [0.24324323222283495, 0.16949165542376857, 0.24324323222283495, 0.24324323222283495, 0.1007786479077266], [0.31699480902190147, 0.16949165542376857, 0.16949165542376857, 0.24324323222283495, 0.1007786479077266]]"
