Trial,entani論文のPartialIncorporation_wᴸ,解の非唯一性考慮のPartialIncorporation_wᴸ,entani論文のPartialIncorporation_wᵁ,解の非唯一性考慮のPartialIncorporation_wᵁ,entani論文のPartialIncorporation_wᴸ_1,解の非唯一性考慮のPartialIncorporation_wᴸ_1,entani論文のPartialIncorporation_wᵁ_1,解の非唯一性考慮のPartialIncorporation_wᵁ_1,entani論文のPartialIncorporation_wᴸ_2,解の非唯一性考慮のPartialIncorporation_wᴸ_2,entani論文のPartialIncorporation_wᵁ_2,解の非唯一性考慮のPartialIncorporation_wᵁ_2,entani論文のPartialIncorporation_wᴸ_3,解の非唯一性考慮のPartialIncorporation_wᴸ_3,entani論文のPartialIncorporation_wᵁ_3,解の非唯一性考慮のPartialIncorporation_wᵁ_3,entani論文のPartialIncorporation_Ŵ,解の非唯一性考慮のPartialIncorporation_Ŵ
792,"[0.22222224888888928, 0.11764704682352842, 0.1764706342352991, 0.17647060823529456, 0.05882352341176421]","[0.25000003386718406, 0.11764709882353198, 0.18933823234978037, 0.16360294269223633, 0.058823525126050144]","[0.47058818729411367, 0.22222215888888788, 0.24324322524324365, 0.24324322524324365, 0.1111110944444442]","[0.47058820100840115, 0.17647057423529403, 0.2499999435546932, 0.24324323285862762, 0.1249999717773466]","[0.24324322524324365, 0.14414415814414383, 0.24324322524324365, 0.24324322524324365, 0.02702702502702707]","[0.24324323285862762, 0.1441441522210674, 0.24324323285862762, 0.24324323285862762, 0.027027025873180847]","[0.28828831628828766, 0.24324322524324365, 0.24324322524324365, 0.24324322524324365, 0.08108107508108121]","[0.2882883044421348, 0.24324323285862762, 0.24324323285862762, 0.24324323285862762, 0.08108107761954254]","[0.3619047419047624, 0.07619047619047618, 0.19047619047619047, 0.19047619047619047, 0.047619047619047616]","[0.3637254806213036, 0.07573529293991214, 0.18933823234978037, 0.18933823234978037, 0.04852941412017571]","[0.38095238095238093, 0.19047619047619047, 0.19047619047619047, 0.19047619047619047, 0.1809523709523812]","[0.37867646469956073, 0.18933823234978037, 0.18933823234978037, 0.19411765648070284, 0.1818627403106518]","[0.3529411314705872, 0.17647060823529456, 0.17647060823529456, 0.17647060823529456, 0.07352939176470542]","[0.35294118247058837, 0.17647057423529403, 0.17647059123529418, 0.17647059123529418, 0.07352940876470582]","[0.3529412164705891, 0.17647060823529456, 0.22058817529411628, 0.17647060823529456, 0.11764704382352907]","[0.35294118247058837, 0.17647059123529418, 0.22058822629411748, 0.17647059123529418, 0.11764706082352945]","[[0.28828831628828766, 0.16640170981346075, 0.24324322524324365, 0.24324322524324365, 0.05882352341176421], [0.38095238095238093, 0.17927171468347392, 0.19047619047619047, 0.19047619047619047, 0.05882352341176421], [0.3529412164705891, 0.17647060823529456, 0.22058817529411628, 0.17647060823529456, 0.07352939176470541], [0.47058818729411367, 0.11764704682352842, 0.1764706342352991, 0.17647060823529456, 0.05882352341176421], [0.22222224888888928, 0.22222215888888788, 0.22222224888888928, 0.22222224888888928, 0.1111110944444442]]","[[0.2882883044421348, 0.16640170471455978, 0.24324323285862762, 0.24324323285862762, 0.058823525126050144], [0.37867646469956073, 0.11764709882353198, 0.18933823234978037, 0.18933823234978037, 0.1249999717773466], [0.35294118247058837, 0.17647057423529403, 0.22058822629411748, 0.17647059123529418, 0.07352942576470602], [0.47058820100840115, 0.11764709882353198, 0.18933823234978037, 0.16360294269223633, 0.058823525126050144], [0.25000003386718406, 0.13175681794214855, 0.2499999435546932, 0.24324323285862762, 0.1249999717773466]]"
793,"[0.28571429821428634, 0.1666666683333334, 0.20000006113207483, 0.14285714910714317, 0.08333334772727362]","[0.27661318722573064, 0.17499997600000083, 0.18649520225428173, 0.142857155357144, 0.09324760112714087]","[0.3333333166666659, 0.21666664208404726, 0.2559964796722284, 0.22222221163398684, 0.09876543092229483]","[0.34999995200000167, 0.18705033685508804, 0.2571428358928552, 0.22580627161295497, 0.1272353611806247]","[0.22222222751633988, 0.14814814638344223, 0.22222221163398684, 0.22222221163398684, 0.09876543092229483]","[0.22580627161295497, 0.14516144032253753, 0.22580627161295497, 0.22580627161295497, 0.09677429354835834]","[0.29629629276688446, 0.22222221163398684, 0.2222222275163399, 0.22222222751633988, 0.11111110581699342]","[0.29032288064507505, 0.22580627161295497, 0.22580627161295497, 0.22580627161295497, 0.11290313580647748]","[0.3333333166666659, 0.1666666683333334, 0.1666666683333334, 0.138888886111111, 0.0555555544444444]","[0.34999995200000167, 0.17499997600000083, 0.17499997600000083, 0.1250000399999986, 0.05000001599999944]","[0.3333333366666668, 0.1666666683333334, 0.277777772222222, 0.1666666683333334, 0.16666665833333294]","[0.34999995200000167, 0.17499997600000083, 0.2500000799999972, 0.17499997600000083, 0.17499997600000083]","[0.29999995584905703, 0.19999999320754724, 0.14999997792452852, 0.10000003056603742, 0.033333328427673004]","[0.3472668761640737, 0.18649520225428173, 0.17363343808203685, 0.09324760112714087, 0.03858520846267485]","[0.29999995584905703, 0.29999995584905703, 0.20000006113207483, 0.19999999320754724, 0.09999999660377362]","[0.3472668761640737, 0.3472668761640737, 0.18649520225428173, 0.18649520225428173, 0.09324760112714087]","[[0.2901234774763981, 0.1666666683333334, 0.22222221163398684, 0.22222221163398684, 0.09876543092229483], [0.3333333166666659, 0.1666666683333334, 0.24999999893939365, 0.1666666683333334, 0.08333334772727362], [0.29999995584905703, 0.21666664208404726, 0.20000006113207483, 0.19999999320754724, 0.08333334772727362], [0.28571429821428634, 0.21666664208404726, 0.2559964796722284, 0.14285714910714317, 0.09876543092229483], [0.3333333366666668, 0.1666666683333334, 0.2559964796722284, 0.16067016760049774, 0.08333334772727362]]","[[0.27661318722573064, 0.17499997600000083, 0.22580627161295497, 0.22580627161295497, 0.09677429354835834], [0.34999995200000167, 0.17499997600000083, 0.18649520225428173, 0.16126950856509098, 0.1272353611806247], [0.3472668761640737, 0.18649520225428173, 0.18649520225428173, 0.1864951182002218, 0.09324760112714087], [0.285714310714288, 0.18705033685508804, 0.2571428358928552, 0.142857155357144, 0.1272353611806247], [0.34999995200000167, 0.18705033685508804, 0.22684495466062532, 0.142857155357144, 0.09324760112714087]]"
794,"[0.25000017999999097, 0.15000001799999996, 0.20895513988059505, 0.10945296031841319, 0.06849316568493215]","[0.2769231691876623, 0.16981132075471697, 0.20895522388059704, 0.10945277354063164, 0.06849316568493165]","[0.4179102797611901, 0.24999989200000539, 0.2999999560000001, 0.18150682431506782, 0.06849316568493215]","[0.41791044776119407, 0.27692305812843915, 0.25833328717948506, 0.15, 0.08899365490234433]","[0.410958904109589, 0.136986301369863, 0.2054794520547945, 0.1050228260502281, 0.0410958904109589]","[0.410958904109589, 0.136986301369863, 0.2054794520547945, 0.10502282605022832, 0.0410958904109589]","[0.410958904109589, 0.2054794520547945, 0.2100456521004562, 0.2054794520547945, 0.06849316568493215]","[0.410958904109589, 0.2054794520547945, 0.21004565210045664, 0.2054794520547945, 0.06849316568493165]","[0.24999989200000539, 0.24999989200000539, 0.12500008999999548, 0.1249999940000003, 0.027777797777776773]","[0.27692305812843915, 0.27692305812843915, 0.13846158459383115, 0.13846152906421957, 0.03076924102085137]","[0.25000017999999097, 0.24999989200000544, 0.2499999880000006, 0.24999989200000539, 0.12499994600000269]","[0.2769231691876623, 0.27692305812843915, 0.27692305812843915, 0.27692305812843915, 0.13846152906421957]","[0.4179102797611901, 0.10447756994029753, 0.20895513988059505, 0.059701468537312875, 0.05472648015920659]","[0.41791044776119407, 0.10447761194029852, 0.20895522388059704, 0.05970149253731343, 0.05472638677031582]","[0.4179102797611901, 0.20895513988059505, 0.20895513988059505, 0.10945296031841319, 0.20895513988059505]","[0.41791044776119407, 0.20895522388059704, 0.20895522388059704, 0.10945277354063164, 0.20895522388059704]","[[0.410958904109589, 0.15000001799999996, 0.20895513988059505, 0.16159277232488384, 0.06849316568493215], [0.25000017999999097, 0.24999989200000539, 0.2499999380000037, 0.18150682431506782, 0.06849316568493215], [0.4179102797611901, 0.19518845435486953, 0.20895513988059505, 0.10945296031841319, 0.06849316568493215], [0.3000000070588238, 0.2249999964705881, 0.2565068272562441, 0.1500000035294119, 0.06849316568493215], [0.3000000359999999, 0.15000001799999996, 0.2999999560000001, 0.18150682431506782, 0.06849316568493215]]","[[0.410958904109589, 0.16981132075471697, 0.20895522388059704, 0.1417813855701652, 0.06849316568493165], [0.2769231691876623, 0.27692305812843915, 0.20895522388059704, 0.14820489390095726, 0.08899365490234433], [0.41791044776119407, 0.17468789991523295, 0.20895522388059704, 0.10945277354063164, 0.08899365490234433], [0.3, 0.22317354713558338, 0.25833328717948506, 0.15, 0.06849316568493165], [0.3396226415094339, 0.16981132075471697, 0.2515723828335045, 0.15, 0.08899365490234433]]"
795,"[0.2500000545454532, 0.16666667393939374, 0.18181819747035574, 0.15789474995685926, 0.06737588925209581]","[0.266666701949758, 0.16737589643252312, 0.18181819781818262, 0.15789473684210528, 0.06666666852367148]","[0.38297871340425527, 0.24999996727272808, 0.22727271067193738, 0.1958041994679232, 0.07692306804195807]","[0.3829787175219027, 0.26666666016714985, 0.28421049837461926, 0.19148935876095136, 0.08771928877193001]","[0.2727272675098814, 0.18181817833992098, 0.18181817833992098, 0.18181817833992098, 0.045454549367588935]","[0.29545452745454454, 0.18181819781818262, 0.18181819781818262, 0.18181819781818262, 0.045454549454545655]","[0.36363635667984195, 0.18181817833992098, 0.18181819747035574, 0.2727272675098814, 0.09090908916996049]","[0.36363639563636524, 0.18181819781818262, 0.18181819781818262, 0.29545452745454454, 0.09090909890909131]","[0.3157894687661778, 0.1052631562553926, 0.22212000256306746, 0.06315789375323556, 0.0526315781276963]","[0.31578947368421056, 0.10526315789473685, 0.28421049837461926, 0.06315789473684211, 0.052631578947368425]","[0.3157894687661778, 0.22212000256306746, 0.3157894687661778, 0.15789474995685926, 0.1052631562553926]","[0.31578947368421056, 0.28421049837461926, 0.31578947368421056, 0.15789473684210528, 0.10526315789473685]","[0.23076923412587405, 0.16666667393939374, 0.16666667393939374, 0.12820512037296056, 0.07692306804195807]","[0.2631578663157901, 0.19298245929824553, 0.19298245929824553, 0.09649122964912277, 0.08771928877193001]","[0.3333333478787875, 0.16666667393939374, 0.2564102407459211, 0.23076923412587405, 0.11538461706293703]","[0.38596491859649107, 0.19298245929824553, 0.19298245929824553, 0.2631578663157901, 0.13157893315789504]","[[0.36363635667984195, 0.18181817833992098, 0.18181819747035574, 0.1958041994679232, 0.07692306804195807], [0.3157894687661778, 0.22212000256306746, 0.22727271067193738, 0.15789474995685926, 0.07692306804195807], [0.3333333478787875, 0.16666667393939374, 0.22727271067193738, 0.1958041994679232, 0.07692306804195807], [0.2500000545454532, 0.24999996727272808, 0.22727271067193738, 0.1958041994679232, 0.07692306804195807], [0.38297871340425527, 0.16666667393939374, 0.19148936170212763, 0.19148936170212766, 0.06737588925209581]]","[[0.36363639563636524, 0.18181819781818262, 0.18181819781818262, 0.19148935876095136, 0.0812378499663182], [0.31578947368421056, 0.16737589643252312, 0.28421049837461926, 0.15789473684210528, 0.07472939466654176], [0.3348264338706276, 0.19298245929824553, 0.19298245929824553, 0.19148935876095136, 0.08771928877193001], [0.266666701949758, 0.26666666016714985, 0.24210523251731533, 0.15789473684210528, 0.06666666852367148], [0.3829787175219027, 0.16737589643252312, 0.19148935876095136, 0.19148935876095136, 0.06666666852367148]]"
796,"[0.37500000928571364, 0.18750000464285682, 0.1874999989285715, 0.1673387650345603, 0.045161254657558936]","[0.3750000074999999, 0.18750000374999995, 0.18750000374999995, 0.16733873496748156, 0.04516127556656634]","[0.39999998758620614, 0.19999999379310307, 0.2068965334314541, 0.1854838641105998, 0.06451612303225829]","[0.39999999047730145, 0.19999999523865072, 0.20507811246835447, 0.16733873496748156, 0.08266125003251862]","[0.3947368477656405, 0.18947367402184695, 0.18947367402184695, 0.1315789492552135, 0.021052630446871883]","[0.3947368471052633, 0.189473675210526, 0.189473675210526, 0.1315789490350878, 0.021052630578947334]","[0.3947368477656405, 0.19736842388282025, 0.19736842388282025, 0.18947367402184695, 0.09473683701092347]","[0.3947368471052633, 0.19736842355263165, 0.19736842355263165, 0.189473675210526, 0.094736837605263]","[0.374999997857143, 0.1874999989285715, 0.1874999989285715, 0.062499999642857164, 0.062499999642857164]","[0.3749999974999999, 0.18749999874999995, 0.18750000374999995, 0.06250000124999998, 0.06249999958333332]","[0.37500000928571364, 0.18750000464285682, 0.1874999989285715, 0.1874999989285715, 0.1874999989285715]","[0.3750000074999999, 0.18750000374999995, 0.18750000374999995, 0.18749999874999995, 0.18749999874999995]","[0.2586206756307815, 0.13793102228763607, 0.2068965334314541, 0.10344828439865475, 0.0413793137594619]","[0.3085937595358651, 0.13671874164556966, 0.20507811246835447, 0.10253906703586498, 0.041015626814345986]","[0.41379306686290823, 0.2068965687973095, 0.2068965687973095, 0.2586206756307815, 0.06896551114381803]","[0.41015622493670895, 0.20507813407172995, 0.20507813407172995, 0.3085937595358651, 0.07714843988396627]","[[0.3947368477656405, 0.18947367402184695, 0.18947367402184695, 0.1811545495331066, 0.045161254657558936], [0.37500000928571364, 0.18750000464285682, 0.1874999989285715, 0.1854838641105998, 0.06451612303225829], [0.3931034422335699, 0.18750000464285682, 0.2068965334314541, 0.1673387650345603, 0.045161254657558936], [0.39999998758620614, 0.19999999379310307, 0.1874999989285715, 0.1673387650345603, 0.045161254657558936], [0.3870967381935497, 0.18750000464285682, 0.19354836909677486, 0.1673387650345603, 0.06451612303225829]]","[[0.3947368471052633, 0.19539471880805706, 0.19736842355263165, 0.16733873496748156, 0.04516127556656634], [0.3750000074999999, 0.18750000374999995, 0.18750000374999995, 0.16733873496748156, 0.08266125003251862], [0.3949218732475976, 0.18750000374999995, 0.20507811246835447, 0.16733873496748156, 0.04516127556656634], [0.39999999047730145, 0.19999999523865072, 0.18750000374999995, 0.16733873496748156, 0.04516127556656634], [0.3870967567695111, 0.18750000374999995, 0.19354837838475555, 0.16733873496748156, 0.06451612612825186]]"
797,"[0.28571429696428496, 0.15384636384614664, 0.1944444477002583, 0.14285714848214248, 0.07692318192307332]","[0.28571430821428817, 0.15909093051947742, 0.19444444671080718, 0.1426767712081919, 0.07954546525973871]","[0.3888888619121459, 0.20879107566621424, 0.3076915784615635, 0.15384614807692323, 0.07692318192307332]","[0.38888887011045487, 0.19444444671080718, 0.28933558933567527, 0.15384615384615383, 0.0912697827534724]","[0.30769229615384647, 0.07692308153846142, 0.19230768884615396, 0.15384614807692323, 0.05128204935897441]","[0.30769230769230765, 0.07692307692307691, 0.2435897135897457, 0.15384615384615383, 0.05128205128205128]","[0.3076923261538457, 0.19230768884615396, 0.30769229615384647, 0.15384614807692323, 0.15384614807692323]","[0.30769230769230765, 0.2435897135897457, 0.30769230769230765, 0.15384615384615383, 0.15384615384615383]","[0.3076927276922933, 0.15384636384614664, 0.15384636384614664, 0.15384590884616223, 0.043956103956041895]","[0.31818179818182113, 0.15909093051947742, 0.15909093051947742, 0.14772724772727636, 0.045454542597403017]","[0.3076927276922933, 0.15384636384614664, 0.30769181769232445, 0.3076927276922933, 0.07692318192307332]","[0.31818186103895485, 0.15909093051947742, 0.2954544954545527, 0.31818179818182113, 0.07954546525973871]","[0.28571429696428496, 0.14285714848214248, 0.25396822459325596, 0.1428571091071451, 0.03174603299603166]","[0.28571430821428817, 0.14285715410714409, 0.2698412517162678, 0.14285715410714409, 0.03174603424603202]","[0.28571429696428496, 0.25396822459325596, 0.28571429696428496, 0.14285714848214248, 0.1428571091071451]","[0.28571430821428817, 0.2698412517162678, 0.28571430821428817, 0.14285715410714409, 0.14285715410714409]","[[0.3076923261538457, 0.19230768884615396, 0.26923065500000376, 0.15384614807692323, 0.07692318192307332], [0.3076927276922933, 0.15384636384614664, 0.3076915784615635, 0.15384614807692323, 0.07692318192307332], [0.28571429696428496, 0.20879107566621424, 0.28571429696428496, 0.14285714848214248, 0.07692318192307332], [0.3888888619121459, 0.19444444770025823, 0.1944444477002583, 0.14529906076426427, 0.07692318192307332], [0.2857142990476189, 0.20879107566621424, 0.28571429383928404, 0.14285714952380946, 0.07692318192307332]]","[[0.30769230769230765, 0.15909093051947742, 0.2881008251885887, 0.15384615384615383, 0.0912697827534724], [0.31818186103895485, 0.15909093051947742, 0.28933558933567527, 0.15384615384615383, 0.07954546525973871], [0.28571430821428817, 0.19444444671080718, 0.28571430821428817, 0.14285715410714409, 0.0912697827534724], [0.38888887011045487, 0.19444444671080718, 0.19444444671080718, 0.1426767712081919, 0.07954546525973871], [0.28571430821428817, 0.19444444671080724, 0.28571430821428817, 0.14285715410714409, 0.0912697827534724]]"
798,"[0.28571430238095274, 0.14285715119047637, 0.18181820806818272, 0.19047618507078534, 0.04761907464607329]","[0.31250002191894, 0.15625001095947, 0.1875000247558598, 0.17559524584328476, 0.06250000825195326]","[0.4054053834541863, 0.19047618507078534, 0.2181467384719217, 0.28571424404761814, 0.06756756390903104]","[0.40540538345418603, 0.19047618647619055, 0.19047618647619055, 0.27320621673636847, 0.067567563909031]","[0.307692172692302, 0.1025641225641034, 0.1538461838461551, 0.15384611884615237, 0.0512820612820517]","[0.33333339333332956, 0.11111113111110986, 0.1666665166666764, 0.13888894388888529, 0.05555556555555493]","[0.3076923676923102, 0.1538461838461551, 0.30769223769230475, 0.307692172692302, 0.07692309192307754]","[0.33333339333332956, 0.1666665166666764, 0.27777788777777057, 0.33333339333332956, 0.0833332583333382]","[0.3809523701415707, 0.19047618507078534, 0.19047618507078534, 0.06666667045045026, 0.047619046267696336]","[0.3809523729523811, 0.19047618647619055, 0.19047618647619055, 0.06666666946666662, 0.04761904661904764]","[0.3809523701415707, 0.19047618507078534, 0.26666668180180103, 0.19047618507078534, 0.09523809253539267]","[0.3809523729523811, 0.19047618647619055, 0.2666666778666665, 0.19047618647619055, 0.09523809323809528]","[0.4054053834541863, 0.10135135488793667, 0.17567568421226087, 0.17567568421226087, 0.06756756390903104]","[0.40540538345418603, 0.1013513548879367, 0.175675684212261, 0.175675684212261, 0.067567563909031]","[0.4054054195517467, 0.17567568421226087, 0.20270269172709315, 0.20270269172709313, 0.08783784210613044]","[0.4054054195517468, 0.175675684212261, 0.20270269172709302, 0.20270269172709302, 0.0878378421061305]","[[0.3076923676923102, 0.14285715119047637, 0.21245417578754355, 0.28571424404761814, 0.0512820612820517], [0.3809523701415707, 0.19047618507078534, 0.19047618507078534, 0.19047618507078534, 0.04761907464607329], [0.4054053834541863, 0.14285715119047637, 0.1936937163755209, 0.19047618507078534, 0.06756756390903104], [0.28571430238095274, 0.14285715119047637, 0.2181467384719217, 0.28571424404761814, 0.06756756390903104], [0.3636362923863612, 0.18181820806818272, 0.18181820806818272, 0.21212122212121245, 0.06060606935606091]]","[[0.33333339333332956, 0.1666665166666764, 0.19047618647619055, 0.24195633961477248, 0.067567563909031], [0.3809523729523811, 0.19047618647619055, 0.19047618647619055, 0.17559524584328476, 0.06250000825195326], [0.40540538345418603, 0.15625001095947, 0.1875000247558598, 0.18327701692145323, 0.067567563909031], [0.31250002191894, 0.15625001095947, 0.19047618647619055, 0.27320621673636847, 0.067567563909031], [0.3749999504882805, 0.18749999174804674, 0.1875000247558598, 0.1875000247558598, 0.06250000825195326]]"
799,"[0.2857143123809523, 0.14285715619047615, 0.1875000229411753, 0.14583338753501318, 0.07367885811325778]","[0.30769233165680454, 0.14814814108932464, 0.1878952379245964, 0.14258911156425896, 0.07692308615384609]","[0.44444439301587435, 0.19512193858793228, 0.23076921846153878, 0.23076921846153878, 0.14285713285714288]","[0.4444444232679739, 0.19512194170028158, 0.23076921846153847, 0.23076921846153847, 0.1538461502514793]","[0.23076925846153773, 0.10576921346153893, 0.23076921846153878, 0.23076921846153878, 0.07692308615384591]","[0.23076925846153828, 0.10576921346153859, 0.23076921846153847, 0.23076921846153847, 0.07692308615384609]","[0.3173076403846168, 0.23076921846153878, 0.23076925846153773, 0.23076925846153773, 0.11538462923076886]","[0.31730764038461573, 0.23076921846153847, 0.23076925846153828, 0.23076925846153828, 0.11538462923076914]","[0.44444439301587435, 0.14814813100529145, 0.11111109825396859, 0.0987654592416219, 0.07407406550264573]","[0.4444444232679739, 0.14814814108932464, 0.11111110581699347, 0.0987654432752359, 0.07407407054466232]","[0.44444439301587435, 0.14814813100529145, 0.1975309184832438, 0.22222219650793718, 0.11111109825396859]","[0.4444444232679739, 0.14814814108932464, 0.1975308865504718, 0.22222221163398695, 0.11111110581699347]","[0.28571426571428576, 0.07142857809523807, 0.14285715619047615, 0.14285713285714288, 0.14285713285714288]","[0.3076923005029586, 0.07692308291420114, 0.15384616582840227, 0.1538461502514793, 0.1538461502514793]","[0.2857143123809523, 0.14285715619047615, 0.28571426571428576, 0.28571426571428576, 0.14285713285714288]","[0.30769233165680454, 0.15384616582840227, 0.3076923005029586, 0.3076923005029586, 0.1538461502514793]","[[0.3173076403846168, 0.14285715619047615, 0.23076921846153878, 0.23076921846153878, 0.0782967665018296], [0.44444439301587435, 0.14814813100529145, 0.1875000229411753, 0.14583338753501318, 0.07407406550264573], [0.2857143123809523, 0.14285715619047615, 0.23076921846153878, 0.19780218010988995, 0.14285713285714288], [0.37499998941176527, 0.176321134827919, 0.1875000229411753, 0.18749999470588263, 0.07367885811325778], [0.39024387717586456, 0.19512193858793228, 0.19512193858793228, 0.14583338753501318, 0.07367885811325778]]","[[0.3133903358337523, 0.14814814108932464, 0.23076921846153847, 0.23076921846153847, 0.07692308615384609], [0.4444444232679739, 0.14814814108932464, 0.1878952379245964, 0.14258911156425896, 0.07692308615384609], [0.30769233165680454, 0.14814814108932464, 0.1878952379245964, 0.20241813907779513, 0.1538461502514793], [0.3757904328569768, 0.1878952164284884, 0.1878952379245964, 0.1714960266360924, 0.07692308615384609], [0.3902439070544089, 0.19512194170028158, 0.19512195352720446, 0.14258911156425896, 0.07692308615384609]]"
800,"[0.25000005454545693, 0.17021280929077792, 0.1818181926568911, 0.156862767598038, 0.058823521911765125]","[0.25000014000003895, 0.17725265693354358, 0.17725265693354358, 0.16071429696428557, 0.05753968128968257]","[0.3829787034042563, 0.24999996727272583, 0.2352940876470605, 0.18762082472704658, 0.08510640464538896]","[0.37499998123046696, 0.25000014000003895, 0.2301587251587303, 0.1972393694503957, 0.09375000281542996]","[0.27272726343695053, 0.1818181926568911, 0.12121212843792739, 0.1818181926568911, 0.022727274082111386]","[0.3412111614970339, 0.17725265693354358, 0.11816843795569572, 0.17725265693354358, 0.022156582116692948]","[0.3636363853137822, 0.1818181926568911, 0.1818181926568911, 0.27272726343695053, 0.09090908781231684]","[0.35450531386708717, 0.17725265693354358, 0.17725265693354358, 0.3412111614970339, 0.11373705383234463]","[0.313725535196076, 0.156862767598038, 0.2352940876470605, 0.156862767598038, 0.034858392799564]","[0.3214285714285714, 0.1607142857142857, 0.2301587251587303, 0.1607142857142857, 0.03571428571428571]","[0.313725535196076, 0.2352940876470605, 0.313725535196076, 0.156862767598038, 0.058823521911765125]","[0.3214285714285714, 0.2301587251587303, 0.3214285714285714, 0.16071429696428557, 0.05753968128968257]","[0.3829787034042563, 0.09574467585106408, 0.17021273095744857, 0.06382978390070938, 0.08510640464538896]","[0.37499998123046696, 0.09375000281542996, 0.18749999061523348, 0.06250000187695331, 0.09375000281542996]","[0.3829787034042563, 0.17021280929077792, 0.19148935170212816, 0.17021273095744857, 0.19148935170212816]","[0.37500001126171983, 0.18750000563085992, 0.18749999061523348, 0.18750000563085992, 0.18749999061523348]","[[0.3636363853137822, 0.1818181926568911, 0.1818181926568911, 0.18762082472704658, 0.08510640464538896], [0.313725535196076, 0.2352940876470605, 0.2352940876470605, 0.156862767598038, 0.058823521911765125], [0.3829787034042563, 0.17021280929077792, 0.19148935170212816, 0.1702127309574486, 0.08510640464538896], [0.31034486758620816, 0.20689653972413757, 0.2352940876470605, 0.18762082472704658, 0.05984368031554721], [0.25000005454545693, 0.24999996727272583, 0.2352940876470605, 0.18762082472704658, 0.07708506580771018]]","[[0.35450531386708717, 0.17725265693354358, 0.17725265693354358, 0.1972393694503957, 0.09375000281542996], [0.3214285714285714, 0.2301587251587302, 0.2301587251587303, 0.16071429696428557, 0.05753968128968257], [0.37499998123046696, 0.17725265693354358, 0.18750000563085992, 0.16649735338969962, 0.09375000281542996], [0.3617020609929012, 0.19148938170212965, 0.22581058350853334, 0.16071429696428557, 0.060283676832150204], [0.25000014000003895, 0.25000014000003895, 0.2301587251587303, 0.1972393694503957, 0.07260162539079608]]"
801,"[0.3636363991919181, 0.14634149674796743, 0.14634149674796743, 0.1428571495238096, 0.08970104455653075]","[0.3636363991919194, 0.15000009966664835, 0.15000009966664835, 0.14285714285714285, 0.06428566128573049]","[0.4390243731010453, 0.19354836909677184, 0.1918604514799149, 0.17859158884648915, 0.08970104455653075]","[0.4499998190000367, 0.19354837822342202, 0.21428566761904988, 0.1602989462792511, 0.08970103538741542]","[0.3870967381935437, 0.19354836909677184, 0.12903224606451455, 0.09677421554838996, 0.06451612303225727]","[0.38709678145356385, 0.19354837822342202, 0.1290322604845213, 0.09677418911171101, 0.06451613024226065]","[0.3870967381935437, 0.19354836909677184, 0.1935484310967799, 0.19354836909677184, 0.12903224606451455]","[0.38709678145356385, 0.19354839072678193, 0.19354837822342202, 0.19354839072678193, 0.1290322604845213]","[0.3837209029598298, 0.1918604514799149, 0.1918604514799149, 0.10465118733615315, 0.023255819408034034]","[0.38372091087772087, 0.19186045543886043, 0.19186045543886043, 0.1046511802100512, 0.02325581782445582]","[0.3837209029598298, 0.1918604514799149, 0.2093023746723063, 0.1918604514799149, 0.1279069676532766]","[0.38372091087772087, 0.19186045543886043, 0.2093023604201024, 0.19186045543886043, 0.1279069702925736]","[0.4285714485714288, 0.1071428621428572, 0.17857139023809482, 0.1071428621428572, 0.0357142873809524]","[0.42857142857142855, 0.10714285714285714, 0.21428566761904988, 0.10714285714285714, 0.03571428571428571]","[0.4285714485714288, 0.17857139023809482, 0.2142857242857144, 0.1428571495238096, 0.1071428621428572]","[0.42857142857142855, 0.21428566761904988, 0.21428571428571427, 0.14285714285714285, 0.10714285714285714]","[[0.3870967381935437, 0.19354836909677184, 0.1867966986293441, 0.1428571495238096, 0.08970104455653075], [0.3837209029598298, 0.1918604514799149, 0.1918604514799149, 0.1428571495238096, 0.08970104455653075], [0.4285714485714288, 0.147009905868316, 0.1918604514799149, 0.1428571495238096, 0.08970104455653075], [0.3636363991919181, 0.18181817515151535, 0.18625279225354666, 0.17859158884648915, 0.08970104455653075], [0.4390243731010453, 0.14634149674796743, 0.14634149674796743, 0.17859158884648915, 0.08970104455653075]]","[[0.38709678145356385, 0.19354837822342202, 0.19354837822342202, 0.1602989462792511, 0.06550751582034092], [0.38372091087772087, 0.19186045543886043, 0.19186045543886043, 0.14285714285714285, 0.08970103538741542], [0.42857142857142855, 0.15000009966664835, 0.21428566761904988, 0.14285714285714285, 0.06428566128573049], [0.3636363991919194, 0.1818181995959597, 0.20454541954545438, 0.1602989462792511, 0.08970103538741542], [0.4499998190000367, 0.15000009966664835, 0.15000009966664835, 0.1602989462792511, 0.08970103538741542]]"
